Protein.ID	protein_ZT0	protein_ZT4	protein_ZT8	protein_ZT12	protein_ZT16	protein_ZT20	protein_ZT24	protein_ZT28	protein_ZT32	protein_ZT36	protein_ZT40	protein_ZT44	protein_ZT48	protein_ZT52	protein_ZT56	protein_ZT60	protein_ZT64	protein_ZT68	protein_ZT72	protein_ZT76	protein_ZT80	protein_ZT84	protein_ZT88	protein_ZT92	protein_ZT96	protein_ZT100	protein_ZT104	protein_ZT108	protein_ZT112	protein_ZT116	protein_mean.level	protein_max.level	protein_rhythm.pvalue	Entry	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
OT_ostta14g00710	1630732.619	1395606.556	1716467.22	1817640.187	1882299.174	1859282.861	1609875.219	1632875.879	1635689.932	2002096.533	1696091.207	1989997.241	1551973.179	1808224.052	1483200.537	1732642.951	1683950.194	1548532.316	1548529.382	1414572.679	1561471.884	1660482.55	1952403.282	1774399.961	1579930.17	1412418.081	1645443.016	1710337.43	1627670.399	1618076.558	1672763.77496667	2002096.533	0.00172384035784372	A0A096PBK0	270	20.73	23.33
OT_ostta14g00720	605083.216	543387.9005	558197.9764	784916.6192	648475.7581	709814.2062	490790.9552	606140.4995	567686.36	724911.1629	619994.1973	786575.8226	376042.8675	484084.7304	576637.7864	612606.9579	662469.1227	641974.7097	494364.562	477353.958	522658.5376	479857.5197	874759.0904	650667.3453	572888.0469	676753.193	589201.8408	476888.0128	477048.706	611998.446	596807.670233333	874759.0904	0.0475537962746633	A0A096PBM6	282	22.26	24.45
OT_ostta14g00870	54095.4136	43768.57997	46535.01991	65249.69078	50835.0508	56449.48923	42085.44553	45070.53729	57505.13217	52204.05169	51535.78141	56596.45362	43545.23912	58859.20503	41201.41305	55813.20717	39870.62	48819.28616	42011.12087	55022.77618	47423.59578	54213.31901	40719.82712	68619.26074	38703.3019	8396.042563	47019.07327	42090.62644	50093.36601	5183.724372	46984.5216928333	68619.26074	0.674270631888767	A0A096PBL0	397	22.9	25.46
OT_ostta14g00930	614722.8543	529057.441	706847.6398	681266.3975	570905.0181	604459.2614	600488.7949	548841.0024	631254.0077	673219.6036	620708.0871	652151.6099	398607.3421	522148.9752	652903.3517	769962.1377	557096.0075	518886.9456	417493.0767	513776.5039	556800.4259	486355.7105	697185.7928	664672.552	549498.3211	611494.6837	613424.6217	464316.6468	465978.8389	584731.4995	582641.838366667	769962.1377	0.154674642758507	Q00WA3	500	22.93	25.22
OT_ostta14g01040	11888807.27	11429561.96	13885819.75	12044216.15	11586361.69	11368507.66	11431388.34	13459377.41	13784675.25	12811482.08	11339330.67	12450509.04	11309886.21	13036983.52	13018504.47	12514445.72	11093704.37	11158669.66	10115950.16	12695683.1	11985848.91	13356941.2	11911779.72	12042565.49	11308087.44	11295819.35	11976763.86	10668991.54	9916647.665	8593698.798	11849366.9484333	13885819.75	0.0147529959749897	A0A096PBH0	917	21.85	23.85
OT_ostta14g01060	563407.8952	606895.0876	611753.4229	622152.9983	583352.7045	583335.3828	556888.0771	565488.1957	598180.9804	446102.0605	545576.9323	550589.9337	508489.1257	681842.052	568911.7642	556794.4456	451170.1257	516303.9115	404256.6522	656593.973	557359.8837	389908.9047	523851.0754	464100.1336	517863.8175	752467.7815	542400.294	414507.3441	381807.6739	700731.5582	547436.139583333	752467.7815	0.0496197774424712	A0A096PBP5	219	21.52	23.63
OT_ostta14g01140	1576960.497	1597894.308	1748698.368	1774056.718	1828245.896	1833236.922	1667781.682	1742905.663	1561161.701	1915928.724	1813512.132	1872137.424	1353740.923	1425921.742	1522665.302	2050361.43	1792101.114	1742521.314	1514749.579	1545348.4	1570373.877	1738774.231	2094132.856	1738977.894	1647073.588	1291912.136	1730431.54	1549063.112	1582612.898	1381085.792	1673478.92543333	2094132.856	0.00353830187359066	A0A096PAN5	628	22.51	24.71
OT_ostta14g01160	161846.0604	159478.9965	186612.173	204824.6817	200987.7922	190938.8846	200724.4992	170728.9073	177925.8691	209465.0104	203313.0247	208843.3	160723.579	169574.4806	140339.7578	214121.9695	164319.3942	139965.7435	163999.6859	203568.6465	162676.7861	134196.1087	154067.7012	150575.1698	175223.7939	118212.3979	139908.3633	156225.5564	164624.1486	172221.9561	172007.814603333	214121.9695	0.545674232219927	A0A096PBQ4	631	21.49	23.48
OT_ostta14g01170	3284368.183	3251615.232	3892707.639	3958818.004	3619791.956	3356340.139	3562907.005	3531402.924	4008951.831	3979170.87	3479388.962	4048374.768	3344520.929	4206552.47	3369894.572	4198492.248	3432695.963	3461652.705	2998201.606	3477347.925	3306408.758	3373535.935	3845775.671	3708393.234	3544049.516	4127311.86	3327266.322	2805781.46	2881046.785	3158170.495	3551364.53223333	4206552.47	0.576569806892333	A0A096PAU0	227	21.29	23.89
OT_ostta14g01270	1104996.483	1195459.366	1236350.888	1294040.65	1323251.674	1198676.695	1130868.534	1339132.461	1253508.55	1369969.434	1147782.414	1284127.67	1125652.045	1548443.386	1117475.25	1395723.57	1123878.124	1032338.901	1006960.505	1110233.01	1134080.15	1247896.865	1339897.679	1371130.556	1109738.332	1309816.321	1183205.358	1230875.936	1203346.598	1334675.972	1226784.4459	1548443.386	0.192483394423052	A0A096PBN5	486	22.52	24.55
OT_ostta14g01520	12755798.72	14084447.23	15309022.29	14394531.06	14155056.36	13107517.32	12517220.25	16671959.93	14523487.79	15671072.04	12362986.48	14756248.13	13702331.19	13941027.32	15033955.75	12932706.16	12881915.92	13495302.67	12049918.23	14542116.72	13260316.8	14147718.49	15188170.27	14844281.55	13156360	17878805.17	16075312.02	12704045.75	12083554.25	15827969.24	14135171.8366667	17878805.17	0.190133267976896	A0A096PBL7	848	23.34	25.69
OT_ostta14g01850	1199270.407	1498338.499	1708790.616	1190186.059	1203745.47	1246463.514	1198977.791	1933903.449	1497086.403	1269081.494	1109364.115	1489513.755	1070633.064	1400488.685	1355263.228	1112325.683	950831.783	961506.3374	1067830.71	1563776.002	1268237.601	993469.8407	1075741.881	1190380.904	1210771.333	1071174.432	1276408.591	926055.1484	951540.6493	673400.6418	1222151.93622	1933903.449	0.00255800777001337	Q00VZ3	109	23.04	25.31
OT_ostta14g01890	10486920.8	9837976.245	14570537.13	14956020.3	14112916.81	13118587.86	10039552.39	13181727.5	13429420.45	16039199.28	12391579.15	14810726.96	9144745.696	9185622.223	11985391.59	11520864.32	11104684.39	11168356.24	8800114.689	11215893.73	12256640.79	12399057.35	11219072.57	12561420.21	10340577.2	10854400.78	12645555.26	11173042.37	10641627.08	10825864.1	11867269.8487667	16039199.28	0.00230104841624634	Q00VY9	372	21.4	24.04
OT_ostta14g01900	11499395.54	12402637.03	14915834.09	14058069.67	14123620.97	13952552.49	11757099.1	14758642.68	15293561.76	16132393.56	12541948.86	16256586.46	10617403.99	13562156.25	13926525.25	14546127.29	11438647.78	12839854.34	10245675.27	13258771.19	13330333.17	12913633.23	13910287.64	13908935.87	12214275.43	13052334.02	14788492.71	10884493.82	11375402.33	11510241.38	13200531.1056667	16256586.46	0.04096861893428	A0A096PBP7	1631	22.03	24.17
OT_ostta14g02070	44079.29737	65408.9081	53026.75105	41898.59521	56752.3237	43965.23952	61151.88732	67016.6633	52396.3323	47375.20178	52739.31356	42302.66232	61184.14637	94719.28899	60394.79302	61669.6002	62565.94513	54080.58284	60624.10483	63680.50525	60182.01003	53921.23608	46321.28609	52735.38886	72124.20546	95889.80619	49554.04536	51813.1623	63493.29761	81567.65026	59154.4743466667	95889.80619	0.0860057124686162	A0A096PBR2	474	21.72	24.32
OT_ostta14g02150	637048.7486	626411.8624	705925.0865	710907.6882	600416.5519	622046.4542	598861.8163	734651.1936	581041.1463	677940.4248	636074.7723	664229.195	541212.4202	593736.8818	567297.9689	759488.4955	644055.7133	585021.8817	544909.7596	587179.2526	597765.1925	582368.9608	756733.9227	710281.848	619716.0133	815702.5746	633980.9143	560948.1529	586797.9609	699513.5743	639408.880933333	815702.5746	0.599003498173184	A0A096PBT8	1006	22.52	24.88
OT_ostta14g02197	181905.7912	169554.8719	170165.9258	86923.74569	144497.465	156712.9309	157021.1584	179958.1136	110777.0777	168927.0407	126530.2669	176057.3292	182841.093	133581.2246	143594.3166	50305.80932	154533.5957	189527.8648	176985.3389	167504.5868	102177.7996	210437.7697	124199.4817	209677.2855	151476.088	39920.66184	140142.6374	166935.1139	119119.3554	140610.581	147753.410691667	210437.7697	0.0774636572672699	Q00VV4	236	21.84	22.92
OT_ostta14g02260	3307863.358	2882979.175	3973662.667	3657627.154	4011474.403	3494511.654	3026186.976	3191508.623	2926487.541	3669719.513	3151773.763	3698112.881	2635189.11	3220273.719	2892000.867	3839063.136	3382624.34	3162903.505	2626878.582	2856167.742	2838047.896	3478753.995	4258705.798	3851347.706	3381219.137	2930550.165	3307567.305	2858527.762	2700595.442	2868573.464	3269363.24596667	4258705.798	0.0447704774134072	A0A096PB03	442	22.56	24.97
OT_ostta14g02290	950253.2606	778269.8976	1033191.724	1042914.177	1124320.51	1149519.97	858601.1837	1003570.647	1022374.414	1104514.733	1034007.699	1308594.935	708190.6268	1073296.563	1023710.718	1096234.08	1016798.713	960516.7501	641788.322	778452.8037	779355.8534	890055.4196	1087681.143	1156820.53	966768.3243	902675.2776	915680.1961	655379.5307	826271.6209	777118.7603	955564.279446667	1308594.935	0.223821686156049	A0A096PBU6	195	23.16	25.18
OT_ostta14g02310	3058664.766	3729016.242	3725087.16	3572327.241	3608068.208	2854872.6	3417653.896	4676694.784	3506699.161	3486421.358	3088902.916	3360746.732	2755777.921	3207333.37	3505015.344	3198989.937	2685862.052	2672856.254	2589433.189	3845610.079	3188077.622	3286338.484	2877966.876	3040656.436	2883004.509	3661636.715	3198317.651	2685809.174	2645866.942	2535315.288	3218300.76356667	4676694.784	0.010708056264868	A0A096PB06	217	23	24.91
OT_ostta14g02400	579154.2313	629567.6846	724324.4101	683929.5678	729045.3599	669273.1665	609267.0816	594172.7452	553958.5212	679130.4579	725254.9938	592311.1172	566913.1245	693247.1503	611043.344	716852.5197	749580.0847	609965.1906	571140.2248	586092.9158	658232.5391	667939.7185	836264.6096	701168.0638	574111.2801	672371.6776	717456.7009	553593.9277	649864.9829	757838.5376	655435.530976667	836264.6096	0.00544474814228663	Q00VT3	193	25.02	27.84
OT_ostta14g02420	15710341.25	16117579.86	24051008.42	25940698.65	26118835.44	22739391.45	16583521.57	21152171.16	20731638.67	30792977.93	20965468.69	26384347.52	14401698.36	17486163.75	20805091.06	27923551.13	20757876.49	22007467.55	14806000.14	18146247.38	20960470.34	23617502.54	26349981.07	22518571.86	18201095.35	18630731.55	23064400.38	20132532.41	19505981.72	19935227.55	21217952.3746667	30792977.93	6.91707617391682e-07	A0A096PBX6	525	23.04	25.37
OT_ostta14g02630	17263047.02	14401567.75	18800749.59	17408899.87	18813903.49	16788171.15	13854354.83	17216524.64	14675774.72	18013339.05	16121667.03	20492517.21	11980008.16	16267303.11	16941404.9	18554116.58	17050747.3	14484147.46	12932511.37	12332667.33	13347260.91	16248472.86	21275496.57	18404894.32	15180981.51	14558165.71	15985395.33	12264824.32	14187566.62	16464546.71	16077034.2473333	21275496.57	0.0702301072046926	A0A096PAY3	243	22.47	24.69
OT_ostta14g02770	4105047.151	4371593.227	4398851.298	4082444.094	4192890.711	3777433.136	4149041.949	5743448.762	4316488.598	4523127.093	4002432.515	4689254.627	3442947.963	3953179.907	4858797.12	4007151.545	3922689.487	3293258.096	3511618.019	4999847.006	4724590.614	4535680.615	5407368.062	4525439.263	4242083.624	5807601.885	5417262.566	3935470.2	4382631.18	4272012.656	4386389.4323	5807601.885	0.115233763120876	A0A096PBW2	149	24.47	26.55
OT_ostta14g02930	105703.2755	91816.16107	95400.5162	105255.5426	108233.297	113695.664	110945.7715	62830.00954	110954.3326	100014.8677	100066.758	105521.9917	74844.99269	101292.3742	97016.47961	122122.234	75277.23775	96034.77162	86502.49428	115695.0654	86745.32357	103745.9822	102926.3784	88642.82728	118500.6766	55410.59857	63995.96465	79736.72147	85796.72093	68240.83714	94432.1955923333	122122.234	0.802468657427494	A0A096PC13	380	21.23	23.42
OT_ostta14g02970	222443.7474	158761.6985	191978.8799	289887.1379	183540.2654	271522.3939	255342.6975	246035.1465	296884.3313	236174.4225	222283.4375	170715.3809	180676.8099	28572.74809	289207.7854	46498.82928	164668.2305	260904.6624	181731.7948	245717.1252	268496.4037	343461.2396	52497.20718	381500.7654	276229.8274	203595.8462	309202.3586	229689.3218	229436.0215	155026.3149	219756.094368333	381500.7654	0.526827581253278	A0A096PB49	390	21.93	24.38
OT_ostta15g00060	67956.33836	45437.33314	56059.028	74509.61541	77732.19108	83721.62378	77590.7205	58887.9693	56878.50492	55337.55977	59353.4036	67895.69594	49493.76432	67365.30668	45682.13602	107861.8825	70644.68022	78688.61113	58346.00072	52881.40468	64218.50962	64868.09739	85080.17572	75622.50006	84247.67365	96868.84467	52634.30432	61014.83108	70363.65568	87853.47288	68503.1945046667	107861.8825	0.00522143183119696	A0A096PAL6	377	22.25	24.38
OT_ostta15g00150	1424982.958	1386724.061	1656726.253	1640936.062	1469516.076	1615054.226	1470511.6	1532859.702	1599247.351	1648783.712	1797303.033	1601266.847	1107077.34	1516888.526	1626692.487	1765819.534	1343199.617	1549604.243	1077009.893	1376913.77	1474430.797	1287768.174	1643401.92	1246692.859	1312792.172	611014.1189	1613483.62	1208991.534	1382418.479	641562.7027	1420989.12225333	1797303.033	0.110487865237356	A0A096P9Q1	150	24.22	26.27
OT_ostta15g00280	4890483.643	4223323.1	5126856.087	4918815.289	4663915.089	4969082.556	4005498.193	4902091.03	3569592.541	5740254.412	4825969.017	5699001.606	3779490.465	4154030.893	4364589.429	5423970.173	5254043.21	5190310.274	4413034.019	4476520.074	3854272.321	5300891.03	6758426.269	5410251.628	5104806.208	4308017.011	4426527.792	4017075.654	4126903.684	4409463.117	4743583.52713333	6758426.269	0.0268133600537713	A0A096PAK2	1868	21.62	23.65
OT_ostta15g00350	218495.4328	145719.5029	226025.6285	211631.7126	200518.6886	233070.3562	209235.0268	148509.7673	210593.8368	204230.372	229256.7093	176906.5433	228623.8304	160977.9381	201707.2893	248855.5078	212568.3133	209754.3383	139847.4495	155178.4072	163938.1273	211867.2068	256912.1412	220109.7795	156790.1536	195815.7043	170062.5296	163813.3035	209929.0138	208780.7847	197657.513176667	256912.1412	0.0159748030078257	A0A096PAQ2	325	24.2	26.78
OT_ostta15g00390	167785.0573	360931.2293	262188.2856	138677.5164	148119.3942	146846.7186	208667.4392	333801.6483	310802.3989	236733.0899	122561.1628	145741.8419	153528.9544	462244.2247	315358.2168	176523.424	151990.1988	140314.5659	136785.6036	352729.9369	286386.059	207340.8006	143260.3596	112324.1616	168465.6782	246527.6301	294685.0133	172762.4925	148073.6268	85022.1477	211239.295896667	462244.2247	1.41999230022026e-06	A0A096PAQ9	653	21.99	24.23
OT_ostta15g00480	567597.2811	511834.021	435354.9183	436900.3157	654982.0554	599536.4791	574757.6174	716916.0394	493030.8355	720251.5646	533331.6926	596168.9021	523970.6885	505567.3531	517389.0071	372376.6883	486452.5832	493299.2325	460955.9071	561801.4223	484737.2089	698668.1217	568569.1326	665330.9751	604674.9486	248203.5439	497402.0604	593668.9221	486098.8683	206413.0371	527208.047433333	720251.5646	0.46905935000635	A0A096P9S3	1598	20.72	22.26
OT_ostta15g00510	2600195.876	2068675.367	2515237.882	1589434.857	2643684.098	1968675.6	2563840.704	2023585.643	2084208.689	2851594.554	2279554.981	2646393.803	2366976.32	374470.5393	2075386.477	702781.4365	2213498.085	2152301.928	2339184.073	1936006.403	1553255.255	2227814.456	2134619.963	2519148.062	2022077.926	2195937.807	1545404.604	2680980.913	1634402.039	1819175.988	2077616.81096	2851594.554	0.417306565039332	Q00VF6	389	18.8	20.35
OT_ostta15g00640	9754200.735	10249669.37	13356490.89	10985144.31	10452671.7	9640409.1	10119272.64	12746545.72	11397817.83	11698435.62	10004002.02	11271058.58	7865220.851	10140147.36	11234198.83	10378039.03	8770060.041	8593591.783	7177739.341	11363599.3	10305096.11	11206960.37	9861173.63	10416825.24	9303504.625	11073188.08	10219453.47	8972888.625	9030285.754	8124642.593	10190411.1182667	13356490.89	0.00548241629466914	A0A096PAS9	1051	22.99	25.41
OT_ostta15g00650	32135.27706	45408.34681	6595.602583	4621.384487	12176.97165	41163.0082	39445.70277	59445.96066	14872.68764	46787.90831	12386.10036	14904.50698	72528.91241	48414.83173	39976.477	19331.44857	52756.08743	64135.39777	106925.6895	45859.01865	39872.74107	77108.14988	63577.49016	90223.69116	52874.42912	15074.95255	43497.71599	64569.03053	52530.49659	10804.52739	43000.1515003333	106925.6895	0.428673578724767	A0A096P9T7	276	23.51	25.69
OT_ostta15g00800	10035440.5	9410034.917	10123952.55	9690682.711	10695498.78	9905037.039	9245131.232	11564480.7	8015645.834	10744601.64	10047636.05	10620200.82	8432542.541	8825145.817	9115302.401	9819977.205	9625848.499	9127996.299	8375496.805	8270746.542	8171072.885	9146604.52	11209924.67	10098004.21	9424540.134	9633155.771	9780956.696	7789929.023	8635958.867	9230579.824	9493737.51606667	11564480.7	0.228441496409838	A0A096P9U4	284	21.55	22.94
OT_ostta15g00830	3517768.239	3266514.295	3551826.582	3945938.721	4047778.478	4017084.892	3517592.578	3515246.836	3442185.536	4254369.505	3825541.123	4191641.296	2837132.169	3162343.155	3707621.444	4194428.676	3797758.768	3763503.422	2933254.37	3476955.767	3512619.279	3805781.182	3971867.953	3962479.411	3560829.162	2709905.79	3409780.523	3187975.157	3794803.464	2837536.29	3590668.8021	4254369.505	6.48578514360014e-05	Q00VC8	466	22.9	25.24
OT_ostta15g00900	2890459.472	2881542.964	3754819.435	3503680.354	3460667.983	3793763.305	3027596.342	3667880.765	3438578	4322201.833	3389259.014	4327033.829	2622118.049	3390607.822	3555657.143	3832429.442	3263035.794	3517359.071	2523231.438	3424453.033	3333771.373	3943731.936	4110060.702	3766144.278	3113787.502	2863346.865	3839030.12	3423891.945	3374476.985	3215000.241	3452320.56783333	4327033.829	0.00369932754899422	A0A096PAF3	372	22.44	24.98
OT_ostta15g00930	625871.0378	1127464.985	954506.389	799889.2265	1014865.384	711854.194	1176430.105	1153068.131	936314.7312	783935.779	812933.337	1069080.374	576873.7967	1229273.828	776369.6151	648571.9272	458826.2	621442.953	583254.985	949106.3132	703928.5174	694337.0001	579762.9458	748421.0392	740572.6952	362661.8216	710801.2997	604885.7105	485009.2551	522743.7373	772101.910453333	1229273.828	0.104869819565047	A0A096PAU6	239	20.43	22.53
OT_ostta15g00955	10962090.83	10719242.98	13952034.52	12394688.11	12708621.4	12171978.92	11119882.14	12827007.74	12208552.05	12936149.33	11714197.08	13402869.83	9854265.436	13511104.76	12448504.63	13752214.41	11364213.74	10487335.11	8991601.294	11618881.97	11454066.21	13225941.94	13955520.92	11319630.36	10756675.37	13493299.22	11993636.37	11060735.48	9767037.207	10345865.2	11883928.1519	13955520.92	0.0403655015660115	NA	NA	NA	NA
OT_ostta15g00990	14202127.5	12863623.1	16207425.15	16051293.05	14423605.45	14362658.81	12346767.14	12210497.61	14907750.59	15383789.45	13557861.99	17525840.81	9241523.571	15005196.33	14118448.2	16173211.71	13432767.81	11652049.25	9767923.085	10819741.01	11780675.6	12767643.59	16587900.51	15089862.08	13413426.3	11125821.69	13750953.32	10500125.94	12006269.17	13749233.13	13500867.0982	17525840.81	0.115898031430388	A0A096PAU9	166	21.66	23.3
OT_ostta15g01160	556212.2512	675496.3707	725669.8704	645023.8456	585830.7633	566871.7221	659722.8262	732107.8144	807061.5844	650764.2358	647235.8885	720426.6164	568449.3086	798873.6323	684237.0787	796493.6407	611575.2889	650752.9038	535713.1059	753944.4541	676528.7941	691949.5698	623051.3316	673930.4184	621395.5485	742858.8677	618767.281	631856.9126	565000.226	554141.5837	659064.79118	807061.5844	0.0223468202159345	A0A096PAI1	300	23.33	25.34
OT_ostta15g01180	557681.4056	991927.2941	1026821.435	896988.0209	859842.7886	670747.7526	554262.5605	992902.2904	992842.6112	960901.2674	720909.4329	1035361.866	493759.2043	877586.7654	1018413.574	1118786.751	804105.7017	780952.9073	454308.2324	802513.8553	909477.1806	850914.0528	1008892.858	832533.2427	647392.9216	532906.4931	1103225.444	607866.1608	730052.661	355047.3067	806330.801263333	1118786.751	8.53394480965763e-05	A0A096PAW8	147	24.72	26.31
OT_ostta15g01210	210602.8216	200499.4164	262672.1926	238120.593	254483.5826	224934.7967	383084.2382	421786.3106	195877.4279	262394.6297	175542.2569	214263.4552	297497.4165	271322.9101	179525.9761	235293.832	198286.8452	210263.6722	199079.717	299971.5945	191435.4511	293938.2764	232472.2041	296872.2199	222182.6469	393820.7177	202208.4246	198574.6605	171408.4828	219859.6443	245275.880443333	421786.3106	0.338277147850256	A0A096P9X9	298	21.89	24.29
OT_ostta15g01280	709907.2097	689309.5028	781438.5229	788361.5148	733482.2845	595210.9685	701035.4079	592774.5184	784884.5026	679141.3503	673412.9708	686894.6293	587879.8003	506274.0961	668274.4469	691645.4769	667787.8531	610093.9315	495866.2499	579444.1709	668245.7504	670840.5136	586331.7765	616630.1965	625886.5647	300499.8188	572254.718	657397.8853	643451.1553	254536.7776	627306.485493333	788361.5148	0.0836100636120042	Q00V79	153	22.21	24.92
OT_ostta15g01290	345881.9023	305773.7553	302031.6168	320349.1428	370553.4303	320336.3764	372109.617	463900.1123	291670.2977	434947.3322	335999.8612	362528.1421	362951.1249	61846.85849	332609.1356	102625.4024	296778.9429	368240.5071	308566.5371	367485.0045	344834.6318	423055.517	188386.7175	493328.4773	364085.9203	236050.8547	300866.0092	343283.2546	330872.8362	256843.7781	323626.436536333	493328.4773	0.903164664958714	Q00V78	220	22.27	24.22
OT_ostta15g01350	606900.6085	583369.9059	790207.4938	654757.7798	736197.1245	756615.3038	637104.2267	666804.1253	714250.5204	755900.252	634440.8838	760633.1369	723888.7947	748940.249	750737.3752	804521.7325	733854.4569	803413.9955	557281.9603	680857.1235	590932.5846	831019.2334	751082.8464	839090.5753	639831.0318	240100.0883	703075.8664	693102.4749	594253.9365	614470.9075	686587.88647	839090.5753	0.239393976937326	Q00V72	389	22.5	24.85
OT_ostta15g01470	67124.41548	45904.7264	68455.21999	42795.83879	60046.21775	40830.64491	55438.34385	59128.0728	93396.1644	62561.35976	72324.84316	62413.92851	61204.02705	88694.72689	94987.96601	62960.0996	75835.64346	45617.10325	93095.68713	117049.5233	111801.3262	82888.53449	58969.91676	54268.34984	64065.31677	70084.51354	57777.99502	80646.9833	73821.5445	100846.8591	70834.5297336667	117049.5233	0.15202357609454	Q00V56	489	21.47	23.87
OT_ostta15g01510	318035.6872	283047.8581	285783.8109	308841.2371	334472.8075	360069.9613	448937.11	370851.3503	250720.3815	371130.2872	285460.6711	376602.6206	335896.9096	289987.3518	275890.5462	247544.1327	266690.2015	312957.8477	289863.4818	360228.2387	271738.2343	356687.2336	295349.8481	367423.3334	340171.1839	285782.7216	237019.5691	274192.2831	318352.9338	200916.369	310688.206756667	448937.11	0.034701122997302	Q00V51	328	22.16	23.74
OT_ostta15g01700	415259.6864	323769.1395	403849.9786	326246.993	451779.3092	366416.2582	315598.9445	435140.4198	297815.7439	387172.8927	371926.1073	444882.7673	272476.524	338651.1909	287035.3596	373411.2416	338307.5356	291981.7432	241414.2093	279945.3219	302821.2758	346423.2879	392750.7333	385232.2473	340055.1658	345176.9529	315964.275	277611.7407	257068.5003	343390.13	342319.189183333	451779.3092	0.405444377220591	Q00V33	840	22.13	24.18
OT_ostta15g01710	3059490.621	2846290.249	2864903.394	2576080.049	2536444.401	2846747.493	2915272.106	3766920.306	2604611.072	2573396.102	2262663.054	2957675.949	2149981.008	2875885.366	2685278.398	2265066	1744168.411	2213702.991	2324729.824	2841237.61	2767580.037	2424617.332	2170527.039	2134938.052	3099422.833	3459868.684	2967099.153	1764777.759	1546996.646	1629946.862	2562543.96003333	3766920.306	6.86310259160401e-07	Q00V32	710	24	27.56
OT_ostta15g01830	211491.4347	213804.7934	283244.4126	183261.8416	212389.6535	192411.2284	225075.9261	263638.9524	188983.4633	207008.0933	170517.7025	222732.7498	243336.0355	317239.783	170915.8523	203798.7988	162251.3504	183227.6412	181818.5089	255704.4906	184136.8111	228438.7409	233553.6419	208519.4985	208557.0377	352028.0296	183890.7709	200170.8313	166987.2381	189250.813	214946.204176667	352028.0296	0.016918358590578	A0A096PB01	709	24.24	26.37
OT_ostta15g01850	588374.2189	554442.7795	830984.0463	735092.3182	681631.9797	631538.5879	546855.0844	707562.6881	649530.1897	662452.7003	589187.2238	713050.035	496921.6413	704386.7885	632558.214	850327.8633	561106.5686	513708.4685	455591.809	537661.2664	593108.6548	666235.9318	641263.4915	726759.9914	595879.748	670721.3861	609141.8343	494396.6758	495161.5427	567835.1962	623448.964133333	850327.8633	0.182686959564417	A0A096PA28	379	22.57	25.11
OT_ostta15g01930	252861.2949	284005.7529	427108.9105	270883.334	378520.2364	314006.0252	434187.3271	329475.723	299531.1084	446030.3265	337484.295	381256.553	287369.0609	203887.5554	282213.183	264108.0942	251717.9426	305977.4413	282390.8952	339785.5752	288807.8883	325070.854	279364.2119	294761.6435	345985.6695	334881.7076	296040.9376	258723.3101	257079.9452	323032.8963	312551.656623333	446030.3265	0.545428956914218	Q00V10	187	21.79	23.89
OT_ostta15g02010	1078267.747	1076794.914	1073438.49	1003602.809	1006814.983	1058069.297	1193809.301	1428696.993	1134448.585	1226549.444	1115892.667	1184368.114	796720.36	1064814.261	1196727.279	1170540.921	802168.1433	948897.9107	743979.9305	1223542.641	1058304.626	1021462.976	895007.8163	967961.4751	1006458.974	1191872.354	1224346.999	904202.9934	998150.1756	1122467.132	1063946.01039667	1428696.993	0.107930759879091	A0A096PA48	128	24.39	27.07
OT_ostta15g02200	540698.1303	830359.9704	685746.1498	445759.6588	439236.0489	525062.6569	782918.5705	815462.4712	647343.1697	685647.5472	489786.9615	610861.0295	610873.8849	1348756.647	702645.6316	513982.6714	602221.0373	793405.9501	671251.8476	1032286.382	648832.8628	838602.1694	667761.7051	717483.2109	750375.1115	402411.6502	678542.1255	648338.8042	568330.1321	587801.129	676092.84391	1348756.647	0.0303450344733102	A0A096PAU5	214	22.86	25.1
OT_ostta15g02290	3322738.248	3734947.54	4263874.462	3666958.79	3573093.406	3479962.674	3214368.355	4350892.582	3443901.877	3792482.691	3011273.858	3864919.887	2246627.483	4097834.023	3265121.594	3998045.677	3024068.471	2658347.57	2103901.982	3352491.163	3263910.202	3165340.443	3572548.314	3243642.48	3362568.742	3525310.859	3529823.612	2509957.114	2736437.472	3104850.702	3349341.4091	4350892.582	0.190848474400457	A0A096PA80	107	18.96	21.53
OT_ostta15g02325	112487.5999	152741.1855	119621.55	160737.1861	85234.92845	88608.78948	134205.9043	196291.3107	77127.5776	164081.4568	116894.8442	122991.5159	97697.29592	84482.55198	101787.8632	92532.01302	63889.1001	70061.04007	72378.40053	109124.6445	80884.79779	104224.5881	60493.4884	118247.4777	104678.8498	20198.20025	78382.65565	87587.16058	68571.32624	62753.94685	100299.974987	196291.3107	0.653029086206052	A0A096PB71	381	20.31	21.52
OT_ostta15g02520	1871799.647	1810277.041	2202591.069	1850240.489	2055334.805	1984566.68	1750432.171	1813633.305	1916115.811	2543053.126	1883121.925	2243642.764	1428446.856	2010895.896	1946688.816	2268246.659	1920630.841	1808642.425	1646138.976	1634380.363	1863356.355	2294736.722	2451540.892	2096938.579	1988226.327	2115051.111	2185029.072	1711431.093	1765519.456	2039813.182	1970017.41513333	2543053.126	0.0637414394735545	Q00UU5	559	23	25.8
