Protein.ID	protein.length	aa.synthesis.average.cost
AT3G32410.1	232	18.78
AT1G65032.1	91	19.99
AT4G05310.1	415	19.6
AT5G65360.1	136	19.41
AT5G55880.1	366	20.37
AT3G48360.2	334	20.48
AT3G48360.3	258	20.44
AT3G48360.1	364	20.16
AT3G48310.1	490	20.92
AT5G59390.1	561	19.9
AT5G59390.5	561	19.9
AT5G59390.2	556	19.97
AT5G59390.4	556	19.97
AT5G59390.3	556	19.97
AT4G28490.1	999	19.57
AT3G61290.1	455	22.32
AT5G22690.1	1008	20.82
AT5G22690.4	902	20.96
AT5G22690.2	1010	20.91
AT5G22690.3	869	20.95
AT1G02310.2	431	21.22
AT1G02310.1	411	21.14
AT1G29840.1	312	20.6
AT5G06300.1	217	19.63
AT1G25083.1	222	20.27
AT5G03860.1	562	20.79
AT5G03860.2	562	20.79
AT2G07702.1	152	22.2
AT3G50440.1	275	21.25
AT5G25510.1	500	20.94
AT3G04550.1	449	19.62
AT5G51210.1	141	19.09
AT3G45170.1	204	19.82
AT5G01290.1	657	21.14
AT1G68100.1	469	19.78
AT1G68100.2	432	19.81
AT4G15640.1	390	20.03
AT4G15640.2	329	20.21
AT2G04220.1	307	21.97
AT1G21870.1	341	23.23
AT2G34430.1	266	19.66
AT1G13980.2	1451	19.93
AT1G13980.1	1451	19.93
AT2G41420.1	98	19
AT4G39795.1	126	18.81
AT1G68810.1	368	18.7
AT3G54850.1	632	18.72
AT4G17170.1	211	20.27
AT5G44790.1	1001	19.32
ATMG00130.1	121	18.5
AT1G18720.1	206	22.55
AT1G18720.2	206	22.55
AT2G05520.6	117	17.17
AT2G05520.3	125	17.2
AT2G05520.5	111	17.33
AT2G05520.1	145	16.97
AT2G05520.2	138	17.05
AT2G05520.4	124	17.15
AT1G76540.1	313	21.18
AT3G13650.1	186	20.77
AT2G32350.1	242	21.04
AT1G23120.1	148	21.19
AT1G23120.2	198	21.73
AT5G38570.1	379	21.96
AT1G29330.1	215	23.79
AT1G29330.2	153	24.17
AT2G45240.2	330	20.17
AT2G45240.1	398	20.09
AT1G55770.1	175	17.78
AT1G53290.1	345	20.66
AT3G59540.1	69	21.29
AT1G76320.1	732	21.36
AT1G76320.4	732	21.36
AT1G76320.2	730	21.37
AT1G76320.3	670	21.71
AT1G23840.1	338	21.59
AT3G48230.1	373	21.4
AT5G42580.1	499	21.18
AT5G38770.1	97	20.65
AT5G19430.5	256	19.73
AT5G19430.3	196	19.72
AT5G19430.1	255	19.28
AT5G19430.6	255	19.28
AT5G19430.4	256	19.73
AT5G19430.2	240	19.84
AT3G23430.1	782	21.98
AT1G79930.1	831	18.95
AT1G79930.2	789	19.19
AT5G51270.2	805	19.35
AT5G51270.1	805	19.35
AT3G01311.1	292	20.99
AT3G01311.2	269	20.46
AT2G19690.1	147	20.71
AT2G19690.3	103	20.38
AT2G19690.2	148	21.17
AT5G16350.3	468	21.28
AT5G16350.2	399	21.27
AT5G16350.1	488	21.09
AT5G04045.1	97	19.61
AT1G52380.3	440	17.37
AT1G52380.2	440	17.37
AT1G52380.1	440	17.37
AT1G52380.4	440	17.37
AT4G24790.5	857	18.74
AT4G24790.3	815	18.79
AT4G24790.2	857	18.74
AT4G24790.1	857	18.74
AT4G24790.4	815	18.79
AT4G26090.1	909	20.77
AT5G27140.2	450	19.17
AT5G27140.1	445	19.03
AT2G35920.3	1027	19.67
AT2G35920.1	995	19.62
AT2G35920.2	937	19.76
AT4G14910.1	272	18.69
AT4G14910.3	282	19.1
AT4G14910.2	308	19.53
AT1G60710.1	345	19.67
AT4G29660.1	103	23.91
AT2G41220.1	1629	19.38
AT5G37230.1	208	20.96
AT4G21630.1	759	19.74
AT3G04060.1	338	20.57
AT5G43560.2	1055	19.03
AT5G43560.1	1055	19.03
AT2G23430.1	191	19.82
AT2G38230.1	309	18.45
AT2G05180.1	442	20.96
AT4G34160.1	376	19.97
AT4G19910.1	241	21.19
AT5G04000.2	118	16.89
AT5G04000.1	116	17.01
AT1G48110.2	639	19.1
AT1G48110.1	639	19.1
AT4G01883.2	206	21.59
AT4G01883.1	224	21.14
AT4G01883.3	195	21.76
AT3G50060.1	301	18.78
AT4G03298.1	221	22.97
AT3G53420.1	287	21.1
AT3G53420.2	287	21.1
AT1G53710.1	528	21.16
AT1G53710.2	448	21.46
AT1G24880.2	125	20.66
AT1G24880.3	122	20.5
AT5G36970.1	248	20.34
AT1G21690.3	341	19.72
AT1G21690.4	332	19.33
AT1G21690.1	339	19.38
AT1G21690.2	327	19.47
AT5G52260.1	268	20.59
AT3G13790.5	514	21.28
AT3G13790.2	581	21.32
AT3G13790.1	584	21.28
AT3G13790.4	514	21.28
AT3G13790.3	514	21.28
AT1G34830.1	92	21.67
AT1G45207.2	555	18.68
AT1G45207.3	549	18.61
AT3G18720.1	380	21.2
AT4G39980.1	525	19.38
AT1G28305.1	137	24.22
AT1G02190.1	627	22.17
AT1G02190.2	623	22.17
AT3G51310.1	790	19.91
AT4G29670.2	236	20.33
AT4G29670.1	235	19.66
AT1G05010.1	323	20.49
AT3G44620.2	262	20.79
AT3G44620.1	239	20.5
AT3G08580.2	381	20.51
AT3G08580.1	381	20.51
AT2G21640.1	104	19.63
AT5G57567.1	41	16.8
AT5G57567.2	62	18.21
AT3G23685.1	330	21.26
AT1G13940.2	1005	19.03
AT1G13940.1	1005	19.03
AT3G15170.1	310	20.74
AT3G47340.2	512	21.21
AT3G47340.4	341	21.04
AT3G47340.1	584	20.84
AT3G47340.3	456	20.77
AT4G31250.1	676	19.92
AT3G50700.1	452	18.5
AT3G09180.3	402	19.34
AT3G09180.1	402	19.34
AT3G09180.2	360	19.36
AT2G25530.2	539	21.03
AT2G25530.1	655	20.79
AT3G46230.1	156	19.53
AT2G27960.1	87	21.55
AT3G18370.1	815	19.87
AT4G24770.1	329	17.86
AT4G24770.2	329	17.86
AT2G29730.1	467	20.98
AT5G46310.1	372	19.45
AT3G04080.1	471	19.43
AT5G25040.4	492	22.09
AT5G25040.1	457	22.09
AT5G25040.2	517	22.09
AT5G25040.5	345	21.94
AT5G25040.3	380	22.39
AT1G13970.1	504	20.24
AT3G21990.1	256	20.77
AT5G12235.1	103	20.45
AT3G25850.1	258	22.45
AT4G30110.1	951	19.26
AT4G30110.2	951	19.26
AT3G52640.2	705	19.82
AT3G52640.3	618	19.69
AT3G52640.1	676	19.6
AT1G57770.1	574	19.6
AT5G18940.1	345	21.23
AT5G18940.2	343	21.25
AT1G19240.1	104	19.91
AT2G31240.1	617	19.1
AT2G40435.3	131	18.92
AT2G40435.1	158	18.36
AT2G40435.2	130	18.86
AT3G17712.2	856	19.45
AT3G17712.3	769	19.11
AT3G17712.1	794	19.23
AT4G30670.1	102	20.85
AT5G46874.1	79	23.37
AT1G77405.1	458	21.4
AT1G72760.3	558	19.35
AT1G72760.2	700	19.36
AT1G72760.1	697	19.43
AT4G37800.1	293	21.82
AT2G18640.1	372	19.77
AT5G02490.1	653	18.81
AT4G08300.1	373	21.47
AT5G54910.1	739	19.78
AT1G34810.1	92	21.67
AT5G60730.1	391	19.41
AT1G20930.1	315	21.05
AT5G26310.1	481	19.84
AT4G09250.1	349	19.44
AT4G12740.1	630	19.96
AT4G12740.2	540	19.67
AT4G12740.3	611	19.97
AT2G32660.1	589	20.15
AT2G32660.2	771	20.01
AT1G04270.2	151	20.99
AT1G04270.1	152	20.92
AT5G08640.2	336	20.56
AT5G08640.1	336	20.56
AT4G09120.1	345	20.11
AT4G19360.2	171	19.48
AT4G19360.1	268	20.05
AT5G27893.1	209	21.33
AT5G08590.2	277	19.9
AT5G08590.1	353	20.22
AT3G44290.1	335	20.56
AT3G44290.2	228	21
AT4G22750.1	302	21.94
AT3G58400.1	293	20.51
AT1G34180.4	459	19.91
AT1G34180.3	447	19.82
AT1G34180.1	564	19.84
AT1G34180.2	576	19.91
AT4G34490.2	543	18.87
AT4G34490.1	476	18.74
AT4G34670.1	262	20.41
AT3G50500.2	369	20.29
AT3G50500.1	362	20.19
AT2G46765.1	74	21.39
AT5G65840.1	275	19.57
AT5G55320.1	339	22.99
AT1G74360.1	1106	19.96
AT1G01560.2	369	20.91
AT1G01560.3	346	20.97
AT1G01560.4	275	21.44
AT1G01560.1	275	21.44
AT3G59970.2	407	20.77
AT3G59970.1	421	21
AT3G59970.3	592	20.78
AT2G01379.1	81	21.26
AT1G65483.2	76	20.99
AT1G65483.1	76	20.99
AT3G25480.1	264	19.84
AT4G31520.1	698	19.39
AT4G31520.2	617	19.3
AT4G13870.2	288	19.91
AT4G13870.1	285	19.88
AT5G40860.2	184	21.22
AT5G40860.1	246	19.6
AT4G19970.1	377	21.6
AT5G47090.1	310	19.18
AT5G47090.2	310	19.18
AT2G15910.2	81	20.4
AT2G15910.1	367	20.08
AT2G15910.3	81	20.4
AT2G40930.1	924	19.65
AT2G40930.2	924	19.65
AT5G35170.2	580	19.61
AT5G35170.1	588	19.64
AT4G37380.1	632	20.35
AT4G26720.1	305	21.02
AT2G41500.1	554	19.34
AT2G41500.2	554	19.34
AT1G07990.1	802	19.16
AT1G07990.2	588	19.76
AT1G02670.7	667	20
AT1G02670.5	616	20.09
AT1G02670.4	528	19.95
AT1G02670.1	678	19.86
AT1G02670.6	663	19.98
AT1G02670.2	643	20.12
AT1G02670.3	690	20.01
AT5G27450.2	378	19.16
AT5G27450.1	378	19.16
AT5G27450.3	378	19.16
AT1G65240.1	475	19.97
AT1G25360.1	790	20.82
AT1G24793.1	326	19.79
AT1G24793.2	258	19.78
AT3G61898.1	56	23.2
AT4G29070.1	259	21.79
AT4G29070.2	259	21.79
AT5G12200.1	531	19.93
AT4G19740.1	211	20.91
AT5G64020.1	408	21.05
AT2G03810.5	439	18.08
AT2G03810.7	439	18.08
AT2G03810.3	439	18.08
AT2G03810.4	439	18.08
AT2G03810.6	439	18.08
AT2G03810.2	439	18.08
AT2G03810.1	439	18.08
AT2G44020.1	507	21.09
AT1G68000.1	227	22.17
AT2G11010.1	693	20.2
AT5G27660.2	435	18.77
AT5G27660.1	424	18.64
AT3G15760.1	135	19.84
AT3G01910.3	241	19.72
AT3G01910.1	393	19.67
AT3G01910.2	298	19.52
AT2G46735.1	160	19.39
AT1G52940.1	242	21.21
AT1G47250.1	277	18.99
AT2G21370.3	318	19.36
AT2G21370.2	385	19.22
AT2G21370.4	411	19.78
AT2G21370.1	478	19.61
AT3G46580.1	182	19.93
AT5G09300.2	401	20.15
AT5G09300.3	360	19.92
AT5G09300.1	472	20.02
AT5G09300.4	342	20.32
AT3G57700.1	340	21.31
AT5G57030.1	524	20.36
AT5G56340.1	396	18.61
AT1G12260.2	342	20.58
AT1G12260.1	395	20.15
AT2G24762.1	156	19.02
AT2G25880.4	301	21.35
AT2G25880.3	349	21.68
AT2G25880.1	288	21.25
AT2G25880.2	256	21.23
AT3G48250.1	621	21.24
AT4G33585.1	159	21.04
AT1G48230.2	294	21.45
AT1G48230.1	367	22.18
AT4G02210.1	439	20.97
AT4G02210.2	439	20.97
AT1G67148.1	45	17.49
AT1G14930.1	155	21.41
AT5G62920.1	186	20.06
AT2G15220.1	225	21.13
AT1G59980.3	351	20.06
AT1G59980.2	362	19.85
AT1G59980.1	414	19.75
AT5G13690.2	622	21.59
AT5G13690.1	806	21.67
AT5G66850.1	716	18.94
AT5G66850.2	683	19.18
AT2G35810.2	199	20.51
AT2G35810.1	199	20.51
AT1G49980.3	654	19.43
AT1G49980.4	665	19.42
AT1G49980.5	665	19.42
AT1G49980.9	518	19.29
AT1G49980.2	654	19.43
AT1G49980.6	512	19.31
AT1G49980.1	671	19.4
AT1G49980.7	665	19.42
AT1G49980.8	665	19.42
AT4G00630.2	1185	18.64
AT4G00630.1	1174	18.52
AT2G28190.1	216	17.71
AT2G44330.1	180	18.43
AT3G02210.1	452	21.63
AT2G38240.1	353	20.12
AT5G66550.1	207	19.73
AT5G66550.4	201	20.92
AT5G66550.3	201	20.92
AT5G66550.2	238	20.47
AT4G13270.1	215	20.18
AT3G17180.1	478	21.34
AT3G17180.2	437	21.66
AT1G53420.1	953	20.59
AT1G12710.1	291	21.42
AT1G12710.2	333	21.49
AT1G61280.1	137	22.39
AT1G61280.2	137	22.39
AT1G58725.1	349	21.06
AT4G25010.1	281	21.87
AT1G32560.1	134	19.68
AT3G05770.1	410	20.63
AT3G05770.2	396	20.56
AT5G54350.1	261	19.56
AT1G48070.1	144	19.99
AT1G48070.2	114	19.35
AT1G53325.1	168	22.43
AT1G47560.1	887	19.79
AT3G50430.1	642	20.8
AT3G50430.2	481	21.06
AT5G24610.1	146	19.72
AT1G11080.1	492	21.07
AT1G11080.2	495	21.09
AT1G58525.1	342	20.96
AT4G19080.1	327	21.75
AT3G47940.1	350	19.77
AT5G57630.2	405	20.51
AT5G57630.1	416	20.38
AT5G57630.3	328	20.16
AT3G03960.1	549	18.62
AT5G35475.1	161	21.36
AT1G53370.1	355	22.18
AT1G53370.2	376	22.07
AT1G34440.1	157	21.32
AT2G29200.1	968	18.95
AT2G29200.2	968	18.95
AT1G43245.2	573	19.74
AT1G43245.1	558	19.76
AT2G20110.1	571	17.71
AT2G20110.3	544	17.87
AT2G20110.2	578	17.82
AT3G28810.2	418	19.18
AT3G28810.1	434	19
AT3G10290.1	355	21.35
AT1G11755.1	254	20.9
AT3G19610.1	640	19.58
AT5G45370.1	357	20.83
AT5G45370.3	321	20.28
AT5G45370.6	279	20.56
AT5G45370.2	381	20.66
AT5G45370.4	381	20.66
AT5G45370.5	279	20.56
AT1G70730.2	605	19.78
AT1G70730.1	585	19.73
AT1G70730.3	662	20.21
AT1G14642.1	34	19.32
AT3G53210.2	312	21.37
AT3G53210.1	369	21.41
AT3G53210.3	263	22.14
AT5G52290.1	1594	19.96
AT1G23860.3	164	19.6
AT1G23860.1	187	19.4
AT1G23860.4	183	19.28
AT1G23860.2	187	19.4
AT5G14490.3	361	19.86
AT5G14490.4	347	19.52
AT5G14490.1	350	19.6
AT5G14490.2	281	20.4
AT3G43083.1	78	22.03
AT4G35260.1	367	19.13
AT2G27390.1	134	18.33
AT5G27260.1	303	20.9
AT1G74320.1	350	21.59
AT3G59680.1	201	20.02
AT3G59680.2	229	20.71
AT2G23660.2	311	18.99
AT2G23660.3	311	18.99
AT2G23660.1	311	18.99
AT5G52040.3	329	18.85
AT5G52040.5	315	18.33
AT5G52040.6	323	18.55
AT5G52040.4	324	18.52
AT5G52040.2	357	18.87
AT5G52040.7	315	18.33
AT5G52040.1	356	18.89
AT5G09880.1	527	18.65
AT2G44420.1	347	20.24
AT2G44420.2	378	20.39
AT2G44420.3	332	20.32
AT5G14280.1	301	19.37
AT4G20390.1	197	20.86
AT1G34130.1	735	22.49
AT1G55810.3	466	20.4
AT1G55810.1	466	20.4
AT1G55810.5	488	20.36
AT1G55810.2	461	20.33
AT1G55810.4	488	20.36
AT1G55810.6	466	20.4
AT1G55810.7	451	20.44
AT1G44030.1	597	20.83
AT1G44030.2	626	20.6
AT1G43415.1	117	21.37
AT1G20690.1	240	21.8
AT5G22680.1	235	23.54
AT1G05740.1	145	19.01
AT5G08139.2	280	18.29
AT5G08139.1	376	18.5
AT2G18250.1	176	18.31
AT3G43505.1	76	20.58
AT1G76060.1	157	20.03
AT4G22930.1	377	20.41
AT4G22930.2	377	20.41
AT5G51780.2	197	19.64
AT5G51780.1	174	19.75
AT4G03960.1	198	20.95
AT3G01324.1	102	21.59
AT1G69485.1	63	20.67
AT5G09420.1	603	19.44
AT3G48980.2	545	21.71
AT3G48980.1	539	21.79
AT1G09250.1	207	18.52
AT1G65370.1	227	20.92
AT5G60080.1	377	19.86
AT5G56130.1	315	20.69
AT3G11400.2	321	19.31
AT3G11400.1	294	19.28
AT5G03510.1	292	18.56
AT5G03980.1	323	20.6
AT3G53460.1	342	17.76
AT3G53460.3	342	17.76
AT3G53460.2	342	17.76
AT3G53460.4	363	18.05
AT5G62790.2	497	19.59
AT5G62790.1	477	19.56
AT5G25050.1	499	21.65
AT1G09970.2	977	19.79
AT1G09970.1	976	19.8
AT2G28580.5	519	20.84
AT2G28580.3	471	21.06
AT2G28580.1	536	20.96
AT2G28580.6	468	21.15
AT2G28580.2	550	20.92
AT2G28580.4	533	20.81
AT5G61060.1	660	19.94
AT5G61060.2	664	19.92
AT2G34250.2	475	21.15
AT2G34250.3	475	21.15
AT2G34250.1	475	21.15
AT2G28920.1	145	21.3
AT1G07615.1	493	18.68
AT5G57540.1	284	21.76
AT1G55710.1	72	20.99
AT4G31200.3	650	19.53
AT4G31200.1	650	19.53
AT4G31200.2	650	19.53
AT5G22020.3	395	21.12
AT5G22020.1	395	21.12
AT5G22020.2	395	21.12
AT3G15240.2	362	20.11
AT2G45290.1	741	19.48
AT2G45290.2	741	19.48
AT4G38280.1	170	17.77
AT5G09470.1	337	19.61
AT5G07120.3	567	18.98
AT5G07120.1	572	18.9
AT5G07120.2	572	18.9
AT1G75260.1	513	17.56
AT5G35525.1	152	20.03
AT5G20200.1	762	17.96
AT1G61900.2	413	19.21
AT1G61900.3	429	19.16
AT1G61900.1	433	19.11
AT2G44400.1	146	20.55
AT1G51405.1	487	19.06
AT1G51405.2	382	19.07
AT3G28050.1	367	21.36
AT2G22475.1	299	18.68
AT2G22475.2	248	18.5
AT3G10540.1	486	20.1
AT1G19470.1	412	20.75
AT5G37200.1	217	19.71
AT4G24420.2	87	19.07
AT4G24420.3	87	19.07
AT4G24420.1	87	19.07
AT1G30280.3	386	18.49
AT1G30280.2	450	18.93
AT1G30280.1	455	18.85
AT3G28150.1	414	22.07
AT5G47790.1	369	18.54
AT5G09980.1	81	20.73
AT5G33320.1	408	20.6
AT5G46871.1	78	21.38
AT4G14400.2	604	20.43
AT4G14400.1	670	20.17
AT4G14400.3	604	20.43
AT3G59280.1	116	18.67
AT3G59280.2	114	18.87
AT1G13750.1	613	20.69
AT3G09860.1	98	25.71
AT4G00970.2	565	20.63
AT4G00970.1	665	20.45
AT1G23600.1	270	21.65
AT1G23600.2	224	21.71
AT3G14560.1	154	20.04
AT4G08470.1	560	19.88
AT4G08470.3	478	19.87
AT4G08470.2	482	20.1
AT1G35365.1	179	20.87
AT1G19780.2	542	20.87
AT1G19780.1	753	20.95
AT2G44980.3	876	19.85
AT2G44980.1	851	19.85
AT2G44980.2	877	19.85
AT3G12620.2	385	20.11
AT3G12620.1	385	20.11
AT2G20362.1	127	19.65
AT2G20362.3	127	19.65
AT2G20362.2	127	19.65
AT5G22090.1	463	18.63
AT5G22090.2	463	18.63
AT3G05850.1	777	20.45
AT2G01060.2	237	17.59
AT2G01060.1	286	17.74
AT1G26600.1	120	21.1
AT1G26600.2	165	21.5
AT4G09647.1	81	21.2
AT3G50020.1	96	19.75
AT5G60040.1	1376	20.1
AT5G60040.2	1391	20.11
AT5G18020.1	91	20.18
AT5G05200.1	540	20.04
AT1G36060.1	314	18.99
AT1G76910.1	139	21.77
AT5G58970.2	272	20.76
AT5G58970.1	305	20.9
AT1G61240.7	364	21.76
AT1G61240.4	425	21.4
AT1G61240.5	425	21.4
AT1G61240.6	425	21.4
AT1G61240.2	425	21.4
AT1G61240.1	425	21.4
AT1G61240.3	425	21.4
AT1G61240.8	358	21.18
AT5G17200.1	421	19.86
AT4G36460.1	145	23.96
AT2G19470.1	433	20.07
AT5G10625.1	112	20.87
AT2G15490.1	484	20.65
AT2G15490.3	481	20.68
AT2G15490.2	270	20.77
AT4G10700.1	247	22.17
AT1G52320.1	775	18.9
AT1G52320.3	472	20.29
AT1G52320.4	472	20.29
AT1G52320.2	798	18.88
AT1G52320.5	798	18.88
AT3G45050.2	158	18.59
AT3G45050.3	158	18.59
AT3G45050.1	130	18
AT3G45050.4	158	18.59
AT3G44766.1	11	20.55
AT3G17980.1	177	19.59
AT2G29860.1	240	21.5
AT4G32260.1	219	18.44
AT1G14400.1	152	20.05
AT1G14400.2	152	20.05
AT3G25870.1	170	17.83
AT5G66220.1	174	19.99
AT3G12800.1	298	19.22
AT4G20325.2	164	21.35
AT4G20325.1	277	20.71
AT3G62680.1	313	21.24
AT4G34240.2	390	19.78
AT4G34240.4	535	20.07
AT4G34240.3	408	20.13
AT4G34240.1	550	20.09
AT1G12830.1	213	15.53
AT1G36070.4	400	20.23
AT1G36070.3	299	19.81
AT1G36070.1	418	20.14
AT1G36070.2	417	20.13
AT1G36070.5	299	19.81
AT5G67385.1	604	19.52
AT5G67385.4	559	19.49
AT5G67385.5	559	19.49
AT5G67385.2	559	19.49
AT5G67385.3	559	19.49
AT3G07090.2	265	19.17
AT3G07090.1	265	19.17
AT1G28070.1	176	19.66
AT3G54840.2	193	19.22
AT3G54840.3	168	19.79
AT3G54840.1	202	19.01
AT3G54020.1	305	22.24
AT1G16670.1	390	19.72
AT1G16800.2	2226	19.72
AT1G16800.1	2114	19.6
AT1G16800.3	2156	19.65
AT2G05320.1	430	21.23
AT4G08150.1	398	19.55
AT5G46850.3	299	19.97
AT5G46850.2	325	20.05
AT5G46850.1	296	20.16
AT1G10390.3	1041	17.79
AT1G10390.1	1041	17.79
AT1G10390.2	1041	17.79
AT5G03750.1	169	19.02
AT2G47940.2	606	19.46
AT2G47940.1	607	19.47
AT3G51642.1	36	18.56
AT2G46050.1	590	20.66
AT1G62200.2	619	21.72
AT1G62200.3	633	21.74
AT1G62200.1	590	21.49
AT1G49950.3	300	18.71
AT1G49950.1	300	18.71
AT1G49950.2	300	18.71
AT1G73177.3	58	20.36
AT1G73177.2	58	20.36
AT1G73177.1	63	17.79
AT4G28420.1	389	20.05
AT4G28420.2	449	19.92
AT1G55190.1	189	21.6
AT4G20470.1	140	23.23
AT2G42320.2	669	18.75
AT2G42320.1	669	18.75
AT2G42320.4	492	18.7
AT2G42320.3	492	18.7
AT4G10300.1	134	20.7
AT4G03090.1	913	19.3
AT4G03090.5	897	19.09
AT4G03090.2	888	19.11
AT4G03090.3	888	19.11
AT4G03090.4	738	19.38
AT3G26570.2	587	19.89
AT3G26570.1	613	20.26
AT5G04640.1	322	19.11
AT3G58270.3	343	19.26
AT3G58270.2	343	19.26
AT3G58270.1	343	19.26
AT5G36820.1	410	22.32
AT1G68820.2	437	22.11
AT1G68820.4	474	22.21
AT1G68820.3	431	22.14
AT1G68820.1	468	22.24
AT3G62950.1	103	20.27
AT1G79100.1	56	21.07
AT2G17700.1	546	19.92
AT1G79985.3	152	24.14
AT1G79985.2	152	24.14
AT1G79985.1	152	24.14
AT2G18600.1	185	20.75
AT2G18600.2	185	20.75
AT1G25275.3	85	18.65
AT1G25275.2	74	17.99
AT1G25275.1	74	18.04
AT5G23870.2	436	20.45
AT5G23870.3	451	21.03
AT5G23870.1	415	20.74
AT5G23870.4	415	20.74
AT4G37020.1	212	18.97
AT4G37020.2	258	19.87
AT2G07715.1	389	19.81
AT1G53930.1	158	19.76
AT5G59845.1	89	20.3
ATMG01200.1	294	21.17
AT5G48490.1	101	19.18
AT3G54580.1	957	21.29
AT1G15680.1	410	22.25
AT1G64030.1	385	20.47
AT5G63000.1	201	19.12
AT1G60700.1	525	19.23
AT1G60700.2	462	19.15
AT2G36720.1	1007	19.64
AT2G36720.2	1007	19.64
AT3G62170.1	588	19.33
AT2G04062.1	158	22.67
AT5G04440.1	255	19.02
AT5G04440.2	243	18.99
AT4G32700.2	2154	19.35
AT4G08500.1	608	18.65
AT3G07190.1	220	20.1
AT5G67020.1	394	19.78
AT2G39310.2	428	20.46
AT2G39310.4	458	20.48
AT2G39310.3	458	20.48
AT2G39310.1	458	20.48
AT2G03567.1	93	19.78
AT1G49050.2	410	20.66
AT1G49050.1	583	19.89
AT1G49050.3	464	19.61
AT5G13181.1	45	22.33
AT5G13181.2	45	22.33
AT3G08950.1	334	20
AT5G26570.2	865	19.42
AT5G26570.1	1196	19.01
AT4G04200.1	190	20.77
AT3G15880.1	1135	19.49
AT3G15880.2	1137	19.46
AT3G15880.4	1135	19.49
AT3G15880.3	1125	19.49
AT1G69320.1	107	21.21
AT5G47880.2	436	19.57
AT5G47880.1	436	19.57
AT1G60090.1	512	21.42
AT1G60090.2	505	21.43
AT3G15120.1	1954	18.56
AT3G15120.2	1964	18.58
AT5G55640.1	149	17.92
AT5G40270.1	473	21.03
AT5G40270.2	397	20.98
AT4G34560.1	221	21.06
AT1G16160.1	731	19.87
AT5G18705.1	80	21.32
AT5G07860.1	454	20.31
AT1G52343.1	249	19.31
AT3G28620.1	211	19.75
AT1G08400.1	804	20.8
AT2G38450.2	130	19.91
AT2G38450.1	138	19.33
AT2G07827.2	179	19.68
AT2G07827.1	177	20.31
AT1G10450.3	1173	20.11
AT1G10450.2	1122	19.96
AT1G10450.1	1122	19.96
AT3G42170.2	674	20.32
AT3G42170.1	696	20.24
AT2G36100.1	206	20.17
AT5G19320.1	545	18.32
AT5G19320.2	545	18.32
AT3G03640.1	531	20.96
AT5G12470.1	386	19.28
AT2G44100.2	431	20.68
AT2G44100.1	445	20.32
AT1G77350.1	122	20.98
AT1G77350.2	122	20.98
AT3G14520.1	605	21.08
AT3G03570.1	607	20.5
AT1G55500.2	599	19.25
AT1G55500.4	593	19.27
AT1G55500.1	549	19.46
AT1G55500.5	605	19.32
AT1G55500.3	592	19.35
AT1G55500.6	562	19.42
AT1G27435.1	81	19.23
AT5G67070.1	129	20.38
AT5G60780.1	539	20.96
AT1G57670.1	387	20.93
AT1G04470.1	1035	19.71
AT2G13905.1	122	20.88
AT2G44870.1	248	21.18
AT3G04854.1	36	21.97
AT2G04515.1	196	19.69
AT3G10030.1	542	18.63
AT3G10030.2	520	18.63
AT5G08335.2	197	23.39
AT5G08335.1	197	23.39
AT2G25190.1	240	19.82
AT3G01329.1	101	21.26
AT2G38150.1	405	21.65
AT5G14200.2	300	19.9
AT5G14200.3	388	19.25
AT5G14200.1	409	19.2
AT2G42955.1	213	21.2
AT2G34600.1	148	19.82
AT2G33310.2	247	18.54
AT2G33310.3	246	18.57
AT2G33310.1	246	18.57
AT1G27430.2	1345	18.42
AT1G27430.3	1364	18.45
AT1G27430.1	1492	18.33
AT4G29240.2	386	18.99
AT4G29240.1	415	19.24
AT3G56250.3	251	18.27
AT3G56250.4	235	17.91
AT3G56250.1	222	17.49
AT3G56250.2	234	17.64
AT4G28200.1	648	20.56
AT2G33385.3	307	21.11
AT2G33385.4	310	20.92
AT2G33385.1	365	21.28
AT2G33385.2	374	21.15
AT5G27580.1	223	19.63
AT4G02680.1	888	20.02
AT4G19950.1	321	22.44
AT2G47000.3	1002	19.85
AT2G47000.6	1286	19.53
AT2G47000.4	1113	19.83
AT2G47000.2	1179	19.67
AT2G47000.7	1002	19.85
AT2G47000.5	1286	19.53
AT2G47000.1	1286	19.53
AT4G26540.1	1091	19.44
AT1G69070.2	904	19.55
AT1G69070.1	901	19.55
AT3G17090.1	384	20.13
AT3G17090.2	316	19.93
AT5G42050.1	349	19.91
AT1G12050.1	421	19.96
AT5G39360.1	249	21.35
AT3G47120.2	302	19.21
AT3G47120.1	352	19.29
AT5G10750.1	302	19.07
AT4G40090.1	139	16.94
AT5G26610.1	301	19.18
AT5G26610.3	301	19.18
AT5G26610.2	301	19.18
AT5G06490.1	197	20.19
AT5G34930.2	662	20.69
AT5G34930.1	640	20.55
AT5G34930.3	620	20.6
AT4G36040.1	161	19.31
AT4G26450.2	708	17.84
AT4G26450.1	708	17.84
AT5G43020.1	669	19.95
AT2G31050.1	200	20.18
AT1G47485.1	91	19.79
AT3G11773.1	150	21.76
AT3G11773.2	200	20.07
AT3G56100.2	514	19.06
AT2G46650.1	132	21.17
AT1G18900.4	860	19.86
AT1G18900.2	860	19.86
AT1G18900.3	886	19.83
AT1G18900.1	860	19.86
AT4G17650.1	256	20.79
AT3G26200.1	500	21.39
AT2G24617.1	104	22.8
AT5G54180.1	500	20.48
