Gene	P_expression	S_expression	t	DNDS	DN	DS	ploidy
AT4G35630.1	895.96	3285.06	0.0865	0.0963	0.0085	0.0878	both
AT4G35650.1	1873.1	0	0.166	0.0643	0.0113	0.1754	H
AT4G35660.1	0	143.352	0.1633	0.4963	0.0442	0.0891	D
AT4G35700.1	10073.56	0	0.639	0.3855	0.1509	0.3915	H
AT4G35730.1	305.1	251.41	0.1127	0.2923	0.0235	0.0803	both
AT4G35740.2	383.85	229.675	0.1112	0.1557	0.0163	0.1045	both
AT4G35750.1	509.43	7041.336667	0.1759	0.0091	0.0022	0.2367	both
AT4G35760.1	305.18	1008.769083	0.1208	0.1828	0.0184	0.1008	both
AT4G35770.3	0	3725.8	0.1284	0.1037	0.0128	0.123	D
AT4G35780.1	255.91	755.9423333	0.1041	0.0619	0.0077	0.1238	both
AT4G35790.3	5458.42	2784.793333	0.1457	0.2473	0.0279	0.1129	both
AT4G35800.1	536.96	1018.4	0.1076	0.049	0.0064	0.1297	both
AT4G35860.2	1031.34	1012.127	0.0992	0.0605	0.0065	0.1075	both
AT4G35870.1	958.37	445.209	0.1275	0.0596	0.0081	0.1354	both
AT4G35880.1	0	293.6413333	0.1319	0.1242	0.0151	0.1214	D
AT4G35890.1	3062.24	1775.216667	0.227	0.5132	0.0604	0.1178	both
AT4G35910.1	1209.42	347.5465	0.1696	0.1446	0.0242	0.1672	both
AT4G35920.3	228.92	1133.1	0.1132	0.0404	0.0061	0.1518	both
AT4G35940.2	2815.1	459.4466667	0.1676	0.5685	0.0471	0.0829	both
AT4G35950.1	3561.5	710.75	0.1086	0.0157	0.0023	0.1438	both
AT4G35970.1	0	296.8656667	0.1257	0.0949	0.0116	0.1224	D
AT4G35987.1	159.94	201.3602727	0.1887	0.2216	0.0349	0.1573	both
AT4G36030.1	0	338.132	0.135	0.0936	0.0124	0.1328	D
AT4G36050.2	771.38	655.3056667	0.1685	0.3152	0.0368	0.1167	both
AT4G36180.1	0	596.9331818	0.1469	0.0946	0.0134	0.1415	D
AT4G36250.1	0	2301.623333	0.1143	0.1247	0.014	0.112	D
AT4G36260.1	0	129.275	0.0975	0.1261	0.0114	0.0902	D
AT4G36350.1	8162.03	0	0.223	0.1589	0.0323	0.2032	H
AT4G36360.2	0	1719.396667	0.0976	0.0843	0.0089	0.1054	D
AT4G36380.1	0	627.0746667	0.1479	0.1771	0.0221	0.1249	D
AT4G36390.1	1075.03	1877.526667	0.1936	0.1286	0.0241	0.1876	both
AT4G36400.2	75.31	333.909	0.0868	0.1945	0.0144	0.0742	both
AT4G36410.1	0	371.77	0.1097	0.1131	0.0116	0.1023	D
AT4G36420.1	1116.91	340.432	0.1973	0.2194	0.0345	0.1573	both
AT4G36450.1	0	243.597	0.1352	0.0726	0.011	0.1519	D
AT4G36530.2	0	1663.392444	0.1586	0.1082	0.0165	0.1528	D
AT4G36550.1	375.11	992.7616667	0.2327	0.3553	0.0531	0.1495	both
AT4G36580.1	387.85	0	0.1187	0.2101	0.021	0.1	H
AT4G36600.1	2209.16	0	0.1617	0.6715	0.0466	0.0694	H
AT4G36630.1	916.26	686.415	0.099	0.1074	0.0108	0.1005	both
AT4G36640.2	1366.99	1093.826667	0.2371	0.2923	0.0498	0.1705	both
AT4G36650.2	331.79	294.0986667	0.1325	0.1788	0.019	0.1064	both
AT4G36660.1	537.94	1607.256667	0.1087	0.1495	0.0154	0.1027	both
AT4G36670.1	0	1726.649	0.154	0.0436	0.0068	0.1551	D
AT4G36680.1	766.51	360.999125	0.1562	0.1041	0.0165	0.1582	both
AT4G36690.4	2792.99	1759.063333	0.1084	0.204	0.0187	0.0919	both
AT4G36710.1	0	605.9753333	0.2355	0.0291	0.0076	0.2622	D
AT4G36800.2	1306.06	1555.845	12.9206	0.3964	3.1988	8.0698	both
AT4G36810.1	201.06	1025.42	0.2206	0.1205	0.026	0.2154	both
AT4G36860.1	1744.32	1012.1285	0.0909	0.0772	0.0079	0.1025	both
AT4G36870.2	0	522.389	0.1543	0.2263	0.027	0.1194	D
AT4G36880.1	0	2143.57	0.1752	0.1738	0.0275	0.1583	D
AT4G36910.1	383.1	521.94	0.1192	0.0899	0.0113	0.1252	both
AT4G36920.2	0	443.8626667	0.1068	0.1598	0.0153	0.0955	D
AT4G36930.1	214.57	1186.213333	0.1393	0.0998	0.015	0.1503	both
AT4G36960.2	826.1	719.409	0.0787	0.2805	0.0157	0.0559	both
AT4G36980.4	0	1880.703333	0.2073	0.2444	0.0404	0.1651	D
AT4G37000.1	0	1197.562528	0.2021	0.1627	0.0296	0.1816	D
AT4G37010.2	0	832.0556364	0.1229	0.1666	0.0187	0.1125	D
AT4G37080.3	0	708.4875	0.1481	0.1605	0.0225	0.1404	D
AT4G37110.1	1588.5	257.772	0.2515	0.385	0.062	0.1612	both
AT4G37120.1	972.95	833.5753333	0.151	0.1407	0.0224	0.1593	both
AT4G37130.1	1109.59	554.8746667	0.1074	0.1747	0.0158	0.0907	both
AT4G37150.1	0	596.5483333	0.1843	0.2088	0.0317	0.1519	D
AT4G37160.1	0	240.1114364	0.1065	0.1722	0.0155	0.0901	D
AT4G37180.2	1602.16	543.951	0.1285	0.2766	0.0271	0.0981	both
AT4G37200.1	365.76	1305.364528	0.1518	0.0904	0.0142	0.1566	both
AT4G37210.2	1128.5	625.901	0.2121	0.1511	0.029	0.1917	both
AT4G37270.1	894.37	1035.501	0.1477	0.1115	0.0154	0.1384	both
AT4G37310.1	0	1547.215	0.22	0.2822	0.0428	0.1515	D
AT4G37320.1	512.66	575.707	0.1447	0.3689	0.0324	0.0877	both
AT4G37370.1	0	1191.595	0.2018	0.1982	0.0311	0.157	D
AT4G37380.1	1163.33	115.0144	0.1599	0.2171	0.0278	0.128	both
AT4G37400.1	0	540.7103333	0.2001	0.0966	0.0188	0.194	D
AT4G37410.1	244.33	4154.334545	0.2072	0.0843	0.0171	0.2032	both
AT4G37430.1	1383.6	1933.976667	0.1694	0.0978	0.017	0.174	both
AT4G37445.1	151.89	249.4415	0.0702	0.1403	0.0085	0.0609	both
AT4G37450.1	0	1287.06	0.1901	0.391	0.0401	0.1026	D
AT4G37490.1	917.2	0	0.1661	0.1451	0.0225	0.1549	H
AT4G37510.1	0	810.71375	0.088	0.0577	0.0058	0.1	D
AT4G37540.1	0	882.7933333	0.1864	0.241	0.0343	0.1424	D
AT4G37550.3	0	1841.233333	0.1588	0.1725	0.0228	0.1323	D
AT4G37580.1	0	749.691	0.2005	0.0474	0.0104	0.2185	D
AT4G37610.1	1180.42	1589.62	0.2142	0.1223	0.0266	0.2173	both
AT4G37630.2	319.73	315.3643333	0.2886	0.2885	0.0608	0.2108	both
AT4G37640.1	3484.57	2329.176667	0.1324	0.0499	0.0073	0.1459	both
AT4G37760.1	4489.7	1309.731222	0.1917	0.051	0.01	0.1969	both
AT4G37790.1	138.01	1324.26	0.1401	0.1894	0.0218	0.1149	both
AT4G37800.1	0	4984.52	0.1777	0.1416	0.0224	0.1585	D
AT4G37840.1	1266.55	0	0.2148	0.1326	0.0257	0.1936	H
AT4G37870.1	2658.66	10685.56667	0.0969	0.0775	0.0081	0.1042	both
AT4G37880.1	1305.63	1317.59	0.1546	0.084	0.0139	0.1652	both
AT4G37900.1	0	346.2393333	0.1481	0.2508	0.0291	0.1159	D
AT4G37910.1	2407.59	1577.243333	0.1499	0.2016	0.025	0.1239	both
AT4G37930.1	2419.41	7721.750556	0.1126	0.0255	0.0035	0.1378	both
AT4G37940.1	0	401.0706667	0.1781	0.2672	0.0343	0.1284	D
AT4G37970.1	1800.75	1436.23	0.1568	0.1387	0.0193	0.1393	both
AT4G37980.2	0	3068.716667	0.1585	0.2021	0.0252	0.1249	D
AT4G38000.1	441.27	0	0.1767	0.188	0.029	0.1543	H
AT4G38010.1	115.87	186.3946667	0.1719	0.2277	0.0322	0.1414	both
AT4G38040.1	964.58	890.0973333	0.1393	0.1389	0.0176	0.1264	both
AT4G38090.4	883.23	1128.57	0.1736	0.2388	0.0327	0.1369	both
AT4G38120.2	0	261.9016667	0.1382	0.3132	0.0297	0.0948	D
AT4G38130.2	859.5	918.933	0.0787	0.1344	0.0093	0.0694	both
AT4G38150.2	757.22	663.3923333	0.1599	0.3199	0.0346	0.1082	both
AT4G38160.3	512.49	1259.2	0.2892	0.2357	0.058	0.2459	both
AT4G38190.1	6009.21	0	0.0858	0.048	0.0048	0.0996	H
AT4G38200.1	751.31	476.905	0.0739	0.2121	0.0122	0.0574	both
AT4G38220.2	1281.96	2257.726667	0.2431	0.2549	0.0461	0.1809	both
AT4G38240.3	426.35	659.0736667	0.1249	0.2477	0.0238	0.0962	both
AT4G38250.1	1895.11	3260.856667	0.1153	0.1481	0.0155	0.1044	both
AT4G38340.1	0	578.7306667	0.1433	0.2244	0.0252	0.1124	D
AT4G38360.2	400.86	800.0766667	0.1105	0.0229	0.0035	0.1552	both
AT4G38380.1	906.46	212.15	0.1417	0.285	0.0274	0.096	both
AT4G38390.1	1350.76	420.1606667	0.1433	0.1097	0.0167	0.1522	both
AT4G38400.1	0	380.5893333	0.1705	0.2207	0.0317	0.1438	D
AT4G38430.1	0	1085.99	0.1396	0.1298	0.0179	0.1377	D
AT4G38440.1	287.18	692.9753333	0.1639	0.3325	0.036	0.1082	both
AT4G38470.1	1974.86	970.65	0.1478	0.1489	0.0217	0.1454	both
AT4G38480.1	588.78	0	0.1967	0.1585	0.0302	0.1907	H
AT4G38490.1	996.07	1185.223333	0.2732	0.2846	0.0535	0.188	both
AT4G38500.1	688.44	447.9573333	0.1241	0.0728	0.0105	0.1442	both
AT4G38510.5	2883.67	2607.093333	0.1026	0.0068	9e-04	0.1336	both
AT4G38520.2	0	899.88	0.1217	0.0545	0.0077	0.1417	D
AT4G38530.1	330.22	396.0525	0.1399	0.2406	0.0263	0.1094	both
AT4G38540.1	0	2096.843333	0.206	0.257	0.0385	0.1498	D
AT4G38560.2	0	169.5363333	0.2497	0.362	0.0566	0.1563	D
AT4G38580.1	0	4982.73	0.1039	0.297	0.0213	0.0718	D
AT4G38620.1	45.43	1039.646667	0.1426	0.0776	0.0125	0.1613	both
AT4G38630.1	2155.08	2148.93	0.2091	0.0843	0.0183	0.2176	both
AT4G38640.1	517.24	949.0836667	0.1365	0.1622	0.0193	0.1193	both
AT4G38690.1	0	867.65	0.1972	0.0414	0.0108	0.2612	D
AT4G38710.2	689.89	732.6658056	0.2512	0.2936	0.0503	0.1713	both
AT4G38740.1	8098.79	10498.90667	0.1505	0.0716	0.0128	0.1781	both
AT4G38770.1	0	13707.46667	0.1529	0.2128	0.0232	0.1089	D
AT4G38780.1	1098.51	320.453	0.1295	0.1584	0.0192	0.1211	both
AT4G38800.1	3133.43	3731.835	0.1429	0.1391	0.0165	0.119	both
AT4G38810.2	340.43	1545.603333	0.141	0.2274	0.0247	0.1088	both
AT4G38830.1	0	356.5536667	0.1716	0.2624	0.0341	0.1298	D
AT4G38870.1	567.55	107.0167	0.4962	0.4939	0.1316	0.2664	both
AT4G38890.1	917.33	548.2066667	0.1523	0.1386	0.021	0.1514	both
AT4G38930.2	1777.84	685.343	0.1658	0.3693	0.0391	0.1059	both
AT4G38940.1	6765.32	593.906	0.2164	0.3784	0.052	0.1375	both
AT4G38950.2	238.46	575.6403333	0.1144	0.1545	0.0156	0.1007	both
AT4G38970.2	451.93	10697.34639	0.1125	0.0435	0.005	0.1137	both
AT4G38980.1	2759.96	136.22	0.248	0.7432	0.0756	0.1017	both
AT4G39030.1	0	871.8853333	0.155	0.2066	0.0243	0.1178	D
AT4G39040.2	0	1338.843333	0.1863	0.3107	0.0412	0.1327	D
AT4G39070.1	0	609.349	0.1505	0.0669	0.0125	0.1871	D
AT4G39080.1	3372.41	4464.65	0.1114	0.1766	0.0163	0.0923	both
AT4G39090.1	2864.03	12330	0.149	0.1055	0.0169	0.1605	both
AT4G39100.2	320.71	1903.94	0.1589	0.0866	0.0141	0.1623	both
AT4G39120.1	466.01	362.3626667	0.1795	0.2669	0.0348	0.1305	both
AT4G39140.5	2452.66	882.6563333	0.1557	0.1253	0.0182	0.145	both
AT4G39160.2	1857.88	185.305	0.1891	0.4838	0.0508	0.1051	both
AT4G39190.1	0	262.202	0.1534	0.6585	0.0457	0.0695	D
AT4G39210.1	691.13	1629.583333	0.104	0.1335	0.0136	0.1021	both
AT4G39220.1	2018.23	1285.036667	0.0872	0.056	0.005	0.0889	both
AT4G39230.1	4598.94	577.491625	0.1808	0.0785	0.0149	0.1898	both
AT4G39240.1	1216.03	1207.25	0.176	0.1873	0.0281	0.1502	both
AT4G39270.2	0	1073.803333	0.1916	0.2416	0.0345	0.1428	D
AT4G39350.1	2573.22	3299.303333	0.1221	0.0291	0.0045	0.1542	both
AT4G39390.3	1869.57	827.6526667	0.1387	0.0335	0.0055	0.165	both
AT4G39410.1	0	688.3006667	0.1309	0.2604	0.0255	0.0981	D
AT4G39510.1	0	664.2013333	0.1691	0.3094	0.036	0.1164	D
AT4G39530.1	162.88	102.822	0.145	0.2206	0.027	0.1225	both
AT4G39540.3	651.37	423.385	0.1834	0.2139	0.0341	0.1593	both
AT4G39550.1	249.95	431.113	0.2561	0.2595	0.0489	0.1884	both
AT4G39560.2	0	528.7493333	0.3213	0.4579	0.0814	0.1778	D
AT4G39570.1	1164.04	408.7463333	0.2664	0.4248	0.0681	0.1603	both
AT4G39590.1	4198.11	0	0.2838	0.7268	0.0867	0.1193	H
AT4G39610.1	8145.27	0	0.1243	0.1302	0.0145	0.1114	H
AT4G39620.2	0	367.1	0.3839	0.2728	0.0809	0.2966	D
AT4G39640.2	1651.3	1573.187333	0.1423	0.1102	0.0153	0.1384	both
AT4G39660.1	0	1285.522091	0.1637	0.1004	0.017	0.1692	D
AT4G39690.1	552.21	713.481	0.1464	0.3362	0.0334	0.0993	both
AT4G39710.2	0	1056.142778	0.1326	0.1044	0.013	0.1248	D
AT4G39730.1	1967.94	5279.16	0.0936	0.2465	0.0176	0.0715	both
AT4G39740.1	468.78	282.9073333	0.1794	0.2325	0.0335	0.1442	both
AT4G39780.1	0	639.6004545	0.2093	0.2012	0.034	0.1691	D
AT4G39820.1	1842.41	754.3953333	0.1517	0.1213	0.0186	0.1537	both
AT4G39830.1	0	223.293	0.155	0.1505	0.0202	0.1341	D
AT4G39840.1	0	797.521	0.1118	0.1261	0.0134	0.1059	D
AT4G39850.3	629.89	1088.09	0.089	0.0936	0.0085	0.0911	both
AT4G39870.2	6029.63	916.8433333	0.1765	0.1479	0.0231	0.156	both
AT4G39910.1	881.53	1282.69	0.0846	0.0084	0.0011	0.1338	both
AT4G39950.1	0	1623.106667	0.1061	0.0467	0.0057	0.1227	D
AT4G39960.1	0	756.9988611	0.0966	0.0361	0.0041	0.114	D
AT4G39990.1	665.99	1149.19	0.1287	0.0651	0.0098	0.15	both
AT4G40010.1	0	695.7336667	0.1332	0.1439	0.0179	0.1245	D
AT4G40050.1	0	1160.243333	0.1963	0.1284	0.0254	0.198	D
AT4G40060.1	0	1534.298182	0.1637	0.1352	0.0204	0.1505	D
AT4G40080.1	0	719.1536667	0.1888	0.1687	0.0281	0.1667	D
AT5G01010.4	1274.14	1782.31	0.2156	0.3231	0.0469	0.1451	both
AT5G01020.1	318.28	1851.983333	0.0769	0.0372	0.0033	0.0891	both
AT5G01030.2	387.93	699.426	0.2217	0.3528	0.0504	0.143	both
AT5G01060.1	490.47	215.1826667	0.1397	0.107	0.0158	0.1473	both
AT5G01180.1	2065.94	0	0.146	0.2129	0.0245	0.1152	H
AT5G01200.1	0	752.0345	0.1504	0.3683	0.0348	0.0945	D
AT5G01210.1	747.44	2448.033333	0.1788	0.0568	0.0108	0.1894	both
AT5G01230.2	934.38	425.05	0.107	0.0341	0.0043	0.1272	both
AT5G01240.2	0	2877.936667	0.1144	0.0589	0.0068	0.1149	D
AT5G01260.2	0	318.7946667	0.2362	0.4151	0.0584	0.1407	D
AT5G01270.2	1413.52	290.4153333	0.1135	0.1477	0.0168	0.1137	both
AT5G01340.1	1229.01	905.028	0.1703	0.0865	0.0139	0.1612	both
AT5G01390.4	1420.48	637.091125	0.1195	0.1066	0.014	0.1318	both
AT5G01400.1	790.93	699.013	0.1399	0.2516	0.0263	0.1044	both
AT5G01450.1	3120.95	486.027	0.1155	0.1076	0.013	0.1213	both
AT5G01490.1	1265.71	0	0.1842	0.3239	0.0378	0.1168	H
AT5G01500.1	1054.75	726.1193333	0.1173	0.1402	0.0147	0.1048	both
AT5G01520.2	343.67	1349.83	0.131	0.1148	0.0162	0.1408	both
AT5G01530.1	348.06	15497.16667	0.1619	0.0726	0.0115	0.1588	both
AT5G01540.1	0	515.8535	0.205	0.1605	0.0291	0.1812	D
AT5G01610.1	4573.08	1436.453333	0.1085	0.0701	0.0083	0.1186	both
AT5G01620.3	165.59	422.8636667	0.1437	0.3702	0.0336	0.0906	both
AT5G01670.2	0	388.6095	0.12	0.2136	0.0202	0.0945	D
AT5G01700.2	3329.35	242.9903333	0.0708	0.465	0.0176	0.0379	both
AT5G01720.1	0	548.4293333	0.1727	0.0974	0.0163	0.1676	D
AT5G01730.1	477.61	437.6703333	0.2488	0.6045	0.0713	0.118	both
AT5G01740.1	0	758.97	0.1153	0.204	0.0195	0.0958	D
AT5G01750.2	412.15	4674.435	0.2125	0.1688	0.0305	0.1808	both
AT5G01770.1	1148.49	191.3966667	0.2031	0.227	0.0354	0.1559	both
AT5G01800.1	5247.72	2175.563333	0.2149	0.3993	0.053	0.1327	both
AT5G01820.1	4151.88	820.7456667	0.1824	0.0762	0.0159	0.2089	both
AT5G01850.1	211.81	706.0373333	0.2506	0.1208	0.0326	0.2704	both
AT5G01860.1	152.77	154.9293333	0.2305	0.3134	0.05	0.1595	both
AT5G01890.1	351.45	557.2228182	0.1847	0.1468	0.0251	0.1712	both
AT5G01930.1	0	284.9685	0.0914	0.0881	0.0082	0.0926	D
AT5G01950.1	0	550.092	0.1151	0.2074	0.0193	0.0929	D
AT5G01970.1	0	492.463875	0.1364	0.1909	0.0213	0.1114	D
AT5G01980.1	1298.18	1297.396667	0.1689	0.2696	0.0339	0.1257	both
AT5G01990.1	1527.31	587.976	0.1179	0.1276	0.0131	0.1029	both
AT5G02010.1	0	184.7091818	0.1058	0.1108	0.0111	0.0999	D
AT5G02030.1	191.41	1801.27	0.1335	0.0801	0.0117	0.1458	both
AT5G02040.2	607.66	800.6543333	0.1804	0.4527	0.045	0.0995	both
AT5G02050.1	2718.45	908.7133636	0.1995	0.3967	0.0483	0.1219	both
AT5G02100.1	4869.84	741.3029091	0.1323	0.0659	0.0098	0.1483	both
AT5G02130.1	382.67	380.3103333	0.1512	0.173	0.0222	0.1282	both
AT5G02150.2	607.11	471.9706667	0.1449	0.1851	0.022	0.119	both
AT5G02170.2	2343.46	210.8595	0.1972	0.134	0.0234	0.1748	both
AT5G02180.1	1915.42	317.6385278	0.1802	0.1415	0.0221	0.1564	both
AT5G02200.2	0	390.1656667	0.1945	0.4889	0.0502	0.1028	D
AT5G02210.1	219.6	0	0.3261	0.6851	0.0975	0.1423	H
AT5G02240.1	1309.97	2106.327583	16.5163	0.5687	4.7621	8.3739	both
AT5G02250.1	570.54	533.2973889	0.1256	0.1409	0.0164	0.1162	both
AT5G02270.2	6446.95	5479.673333	0.1212	0.0276	0.0041	0.1481	both
AT5G02290.2	424.61	1303.233333	0.1045	0.151	0.0141	0.0936	both
AT5G02310.1	0	371.942	0.1472	0.4752	0.0392	0.0824	D
AT5G02370.1	1169.03	200.2996667	0.2736	0.2745	0.0552	0.2011	both
AT5G02390.2	1070.52	194.6083333	0.2022	0.184	0.0329	0.179	both
AT5G02410.1	1553.89	414.709	0.1628	0.3758	0.0375	0.0998	both
AT5G02430.1	2395.52	217.7066667	0.1258	0.124	0.0153	0.1236	both
AT5G02440.1	0	727.556	0.1708	0.1914	0.0275	0.1435	D
AT5G02470.3	808.67	311.0886667	0.193	0.0393	0.0103	0.2622	both
AT5G02500.2	5955.87	12882.06667	0.1497	0.0194	0.0035	0.179	both
AT5G02520.1	204.53	198.893125	0.2984	0.5203	0.0835	0.1605	both
AT5G02530.2	579.56	917.3336667	0.1452	0.0536	0.0093	0.1737	both
AT5G02540.1	329.97	376.18	0.0739	0.1729	0.011	0.0635	both
AT5G02590.1	293.33	235.2952778	0.2097	0.1919	0.0334	0.174	both
AT5G02710.1	0	465.4020833	0.208	0.2195	0.0364	0.1659	D
AT5G02730.1	854.85	0	0.1906	0.2429	0.0341	0.1404	H
AT5G02740.2	1454.04	735.5956667	0.1307	0.2193	0.0213	0.0971	both
AT5G02770.1	1216.36	1346.336667	0.1527	0.2095	0.026	0.1239	both
AT5G02780.2	855.99	0	0.2034	0.1619	0.029	0.1793	H
AT5G02800.1	0	1224.9	0.1208	0.0711	0.0095	0.133	D
AT5G02820.1	890.35	338.479	0.1331	0.001	2e-04	0.1556	both
AT5G02840.3	1473.38	2445.263333	0.1282	0.1756	0.0198	0.1126	both
AT5G02850.1	662.42	551.523	0.1555	0.1347	0.0171	0.1267	both
AT5G02860.1	0	176.0973333	0.1286	0.0682	0.0098	0.1434	D
AT5G02870.2	4768.44	4294.39	0.1311	0.1146	0.0153	0.1333	both
AT5G02880.1	2293.35	1544.653333	0.1705	0.2755	0.034	0.1235	both
AT5G02890.1	0	1084.556667	0.2262	0.4766	0.0575	0.1206	D
AT5G02910.2	3320.86	336.4633333	0.1994	0.3771	0.0461	0.1222	both
AT5G02940.1	0	851.0123333	0.1221	0.2982	0.0257	0.0861	D
AT5G02980.1	212.61	0	0.297	1.1866	0.1032	0.087	H
AT5G03000.1	727.91	126.5596667	0.2629	0.4833	0.0695	0.1438	both
AT5G03040.3	0	1374.916667	0.173	0.0691	0.0121	0.1758	D
AT5G03070.1	1141.71	418.8623333	0.1745	0.0947	0.0162	0.1707	both
AT5G03140.1	0	777.5823333	0.1729	0.1052	0.0164	0.1557	D
AT5G03170.1	0	10677.9	0.1674	0.1775	0.0237	0.1333	D
AT5G03180.2	0	467.853	0.1608	0.3195	0.0348	0.1088	D
AT5G03190.3	0	884.3335	0.2215	0.438	0.0544	0.1242	D
AT5G03200.1	521.79	1103.496667	0.2584	0.3787	0.0607	0.1603	both
AT5G03240.3	3790.96	7313.66	0.3919	0.0025	0.0014	0.5599	both
AT5G03260.1	1161.59	690.5675	0.1045	0.0647	0.0073	0.1132	both
AT5G03280.1	0	1307.39	0.1106	0.1068	0.0117	0.1091	D
AT5G03290.1	2152.66	3910.01	0.0612	0.033	0.0024	0.0734	both
AT5G03370.1	1175.12	343.04675	0.1849	0.2765	0.0361	0.1305	both
AT5G03415.2	413.1	408.096	0.1699	0.2546	0.033	0.1294	both
AT5G03420.1	234.29	328.4470278	0.2478	0.5525	0.0697	0.1261	both
AT5G03430.1	453.38	763.0795	0.0841	0.0587	0.0061	0.1039	both
AT5G03450.1	1957.21	372.0646667	0.2209	0.4276	0.0562	0.1314	both
AT5G03470.1	1660.51	600.77	0.1268	0.0517	0.0079	0.1536	both
AT5G03490.1	0	526.9153333	0.1887	0.2097	0.0297	0.1419	D
AT5G03555.1	450.68	1517.253333	0.1935	0.1094	0.0203	0.1857	both
AT5G03570.2	2227.92	793.3592727	0.1146	0.3393	0.0254	0.0748	both
AT5G03610.1	377.38	2097.323333	0.1614	0.0904	0.0152	0.1676	both
AT5G03620.1	3752.73	0	0.1667	0.1352	0.0209	0.1546	H
AT5G03630.1	1696.44	4000.856667	0.129	0.1155	0.0139	0.1203	both
AT5G03640.1	0	467.0893333	0.1362	0.1263	0.018	0.1424	D
AT5G03660.2	313.14	982.206	0.0647	0.2185	0.0124	0.0566	both
AT5G03670.1	0	257.5716667	0.1813	0.1248	0.0229	0.1833	D
AT5G03680.1	0	505.492125	0.1323	0.0721	0.0122	0.1693	D
AT5G03730.2	623.57	587.856	0.0934	0.0673	0.007	0.1043	both
AT5G03740.1	2435.41	1099.09975	0.3343	0.6252	0.0975	0.156	both
AT5G03760.1	6047.36	4756.84	0.1114	0.0611	0.0076	0.1239	both
AT5G03770.1	0	272.7506667	0.1398	0.2352	0.0246	0.1047	D
AT5G03780.1	289.1	237.643375	0.3829	0.5768	0.1097	0.1902	both
AT5G03840.1	553.97	377.1433333	0.097	0.0493	0.0052	0.1046	both
AT5G03870.1	618.54	0	0.1743	0.0842	0.0179	0.212	H
AT5G03880.1	516.24	2836.055	0.1335	0.0386	0.0055	0.1437	both
AT5G03900.2	88.84	439.9987778	0.1376	0.1118	0.0155	0.1386	both
AT5G03910.1	173.42	538.9122222	0.1309	0.1298	0.0155	0.1195	both
AT5G03930.1	0	81.83443333	0.4491	0.6053	0.13	0.2147	D
AT5G03940.1	0	978.93	0.1472	0.1188	0.017	0.1429	D
AT5G03960.1	1460.66	380.4906667	0.208	0.2262	0.0382	0.1689	both
AT5G03970.2	1331.98	551.391125	0.2654	0.4742	0.0687	0.1448	both
AT5G04020.1	0	337.3316667	0.1911	0.3597	0.0455	0.1265	D
AT5G04040.1	1292.18	628.068	0.137	0.0724	0.0113	0.1556	both
AT5G04060.1	388.02	397.294	0.1171	0.2318	0.0213	0.092	both
AT5G04070.1	0	322.7836667	0.1645	0.2883	0.0343	0.119	D
AT5G04140.2	0	4442.511028	0.1447	0.1132	0.0169	0.149	D
AT5G04160.1	2307.38	925.9513333	0.1352	0.0307	0.0045	0.1473	both
AT5G04180.1	17043.01	0	0.1513	0.0891	0.0148	0.166	H
AT5G04220.2	631.76	256.5136667	0.1254	0.1576	0.0184	0.1169	both
AT5G04230.2	161.78	1101.007	0.2261	0.1179	0.0246	0.2085	both
AT5G04240.1	1244.58	465.6523333	0.1316	0.3222	0.0294	0.0913	both
AT5G04260.1	714.96	686.7984167	0.1924	0.337	0.0437	0.1295	both
AT5G04280.1	1212.59	964.853	0.1625	0.1503	0.0204	0.1357	both
AT5G04290.1	443.18	863.3763333	0.1907	0.4205	0.0473	0.1126	both
AT5G04310.1	683.02	379.6406667	0.1387	0.0636	0.0098	0.1543	both
AT5G04320.2	1276.63	0	0.222	0.4553	0.0579	0.1273	H
AT5G04330.1	0	264.4876667	0.2184	0.155	0.0305	0.1966	D
AT5G04360.1	605.45	695.1313333	0.0926	0.2131	0.0162	0.0762	both
AT5G04420.3	850.7	513.1773333	0.1111	0.197	0.0185	0.0939	both
AT5G04430.2	880.92	1700.933333	0.0712	0.0925	0.0068	0.0732	both
AT5G04440.1	501.41	1041.824361	0.1794	0.1172	0.0201	0.1712	both
AT5G04460.3	2379.24	611.0105	0.1333	0.1904	0.0219	0.1151	both
AT5G04480.2	0	481.909	0.1142	0.1407	0.015	0.1065	D
AT5G04490.1	0	1298.836667	0.1865	0.1494	0.0237	0.1589	D
AT5G04510.2	687.91	320.2516667	0.115	0.1142	0.0136	0.1191	both
AT5G04520.1	0	473.303125	0.1391	0.066	0.0096	0.1455	D
AT5G04530.1	0	1365.6	0.1451	0.1005	0.0146	0.1451	D
AT5G04540.1	1734.78	884.2443333	0.1324	0.179	0.02	0.1115	both
AT5G04560.2	0	570.0546667	0.1955	0.3842	0.0471	0.1226	D
AT5G04610.1	537.1	0	0.2788	0.2061	0.0453	0.2196	H
AT5G04620.2	534.99	283.3573333	0.1049	0.1571	0.015	0.0958	both
AT5G04710.1	538.31	398.07	0.1218	0.1099	0.0132	0.1198	both
AT5G04720.1	0	2213.18	0.2105	0.2432	0.0394	0.1618	D
AT5G04740.2	568.79	2622.446667	0.1012	0.1428	0.0135	0.0943	both
AT5G04810.1	389.5	661.0871111	0.1503	0.1132	0.0168	0.1485	both
AT5G04830.2	2215.42	1428.74	0.1567	0.158	0.0209	0.1325	both
AT5G04840.1	339.37	296.8793333	0.1276	0.1332	0.0164	0.1229	both
