Gene.ID	AFFY.ATH1	Protein.ID	Transcript.ID
AT2G04066	263405_s_at	AT2G04066.1	AT2G04066.1
AT1G30520	261801_at	AT1G30520.1	AT1G30520.1
AT1G30520	261801_at	AT1G30520.4	AT1G30520.4
AT1G30520	261801_at	AT1G30520.2	AT1G30520.2
AT1G30520	261801_at	AT1G30520.3	AT1G30520.3
AT4G24670	254125_at	AT4G24670.1	AT4G24670.1
AT4G24670	254125_at	AT4G24670.2	AT4G24670.2
AT1G19980	261219_at	AT1G19980.1	AT1G19980.1
AT3G19810	257937_at	AT3G19810.1	AT3G19810.1
AT3G19810	257937_at	AT3G19810.2	AT3G19810.2
AT1G75945		AT1G75945.1	AT1G75945.1
AT5G45400	248940_at	AT5G45400.1	AT5G45400.1
AT5G19175		AT5G19175.1	AT5G19175.1
AT5G04770	250860_at	AT5G04770.1	AT5G04770.1
AT5G04770	250860_at	AT5G04770.2	AT5G04770.2
AT5G04770	250860_at	AT5G04770.3	AT5G04770.3
AT5G66980	247017_at	AT5G66980.1	AT5G66980.1
AT1G53060	261369_at	AT1G53060.1	AT1G53060.1
AT2G26920	266855_at	AT2G26920.1	AT2G26920.1
AT3G47965		AT3G47965.1	AT3G47965.1
AT3G49630	252266_at	AT3G49630.3	AT3G49630.3
AT3G49630	252266_at	AT3G49630.1	AT3G49630.1
AT3G49630	252266_at	AT3G49630.2	AT3G49630.2
AT5G46680	248871_at	AT5G46680.1	AT5G46680.1
AT1G13080	262826_at	AT1G13080.2	AT1G13080.2
AT1G13080	262826_at	AT1G13080.1	AT1G13080.1
AT3G24200	257240_at	AT3G24200.2	AT3G24200.2
AT3G24200	257240_at	AT3G24200.1	AT3G24200.1
AT1G54215		AT1G54215.1	AT1G54215.1
AT4G35680		AT4G35680.1	AT4G35680.1
AT2G28490	264079_at	AT2G28490.1	AT2G28490.1
AT3G18270	257067_at	AT3G18270.1	AT3G18270.1
AT2G32835		AT2G32835.1	AT2G32835.1
AT5G50345		AT5G50345.1	AT5G50345.1
AT3G02610	258473_s_at	AT3G02610.1	AT3G02610.1
AT3G02610	258473_s_at	AT3G02610.2	AT3G02610.2
AT4G31354		AT4G31354.2	AT4G31354.2
AT4G31354		AT4G31354.1	AT4G31354.1
AT4G31354		AT4G31354.3	AT4G31354.3
AT3G21352		AT3G21352.1	AT3G21352.1
AT3G25719		AT3G25719.1	AT3G25719.1
AT3G07230	258821_at	AT3G07230.1	AT3G07230.1
AT5G53770	248231_at	AT5G53770.1	AT5G53770.1
AT5G24280	249784_at	AT5G24280.3	AT5G24280.3
AT5G24280	249784_at	AT5G24280.1	AT5G24280.1
AT5G24280	249784_at	AT5G24280.2	AT5G24280.2
AT3G06360	258914_at	AT3G06360.1	AT3G06360.1
AT5G64310	247279_at	AT5G64310.1	AT5G64310.1
AT1G67325		AT1G67325.2	AT1G67325.2
AT1G67325		AT1G67325.1	AT1G67325.1
AT1G59830	262909_at	AT1G59830.1	AT1G59830.1
AT1G59830	262909_at	AT1G59830.2	AT1G59830.2
AT2G19540	265947_at	AT2G19540.1	AT2G19540.1
AT2G40190		AT2G40190.1	AT2G40190.1
AT3G25200	257837_at	AT3G25200.1	AT3G25200.1
AT1G15825		AT1G15825.1	AT1G15825.1
AT3G49307		AT3G49307.1	AT3G49307.1
ATMG00500	244959_s_at	ATMG00500.1	ATMG00500.1
AT4G12680		AT4G12680.1	AT4G12680.1
AT1G28327	245664_at	AT1G28327.1	AT1G28327.1
AT3G56900	246317_at	AT3G56900.1	AT3G56900.1
AT4G15700	245506_at	AT4G15700.1	AT4G15700.1
AT3G06710	258520_at	AT3G06710.1	AT3G06710.1
AT4G29190	253722_at	AT4G29190.1	AT4G29190.1
AT1G68220	260442_at	AT1G68220.1	AT1G68220.1
AT2G33060	267596_s_at	AT2G33060.1	AT2G33060.1
AT4G17080	245431_at	AT4G17080.1	AT4G17080.1
AT4G04930	255276_at	AT4G04930.1	AT4G04930.1
AT2G37900	266108_at	AT2G37900.2	AT2G37900.2
AT2G37900	266108_at	AT2G37900.1	AT2G37900.1
AT5G19875	246125_at	AT5G19875.1	AT5G19875.1
AT1G19350	259955_s_at	AT1G19350.3	AT1G19350.3
AT1G19350	259955_s_at	AT1G19350.4	AT1G19350.4
AT1G19350	259955_s_at	AT1G19350.6	AT1G19350.6
AT1G19350	259955_s_at	AT1G19350.1	AT1G19350.1
AT1G19350	259955_s_at	AT1G19350.5	AT1G19350.5
AT5G58090	247845_at	AT5G58090.1	AT5G58090.1
AT5G06950	250671_at	AT5G06950.3	AT5G06950.3
AT5G06950	250671_at	AT5G06950.5	AT5G06950.5
AT5G06950	250671_at	AT5G06950.1	AT5G06950.1
AT5G06950	250671_at	AT5G06950.4	AT5G06950.4
AT5G06950	250671_at	AT5G06950.2	AT5G06950.2
AT4G35350	253191_at	AT4G35350.2	AT4G35350.2
AT4G35350	253191_at	AT4G35350.1	AT4G35350.1
AT2G29150	266287_at	AT2G29150.1	AT2G29150.1
AT1G76420	259972_at	AT1G76420.1	AT1G76420.1
AT3G62270	251254_at	AT3G62270.1	AT3G62270.1
AT2G04400	263807_at	AT2G04400.1	AT2G04400.1
AT2G23250	245069_at	AT2G23250.1	AT2G23250.1
AT5G52240	248349_at	AT5G52240.2	AT5G52240.2
AT5G52240	248349_at	AT5G52240.1	AT5G52240.1
AT2G14635		AT2G14635.1	AT2G14635.1
AT1G53460	260981_at	AT1G53460.1	AT1G53460.1
AT4G14315		AT4G14315.1	AT4G14315.1
AT2G31390	263250_at	AT2G31390.1	AT2G31390.1
AT5G35970	249677_at	AT5G35970.1	AT5G35970.1
AT2G27630	266249_at	AT2G27630.1	AT2G27630.1
AT4G01590	255589_s_at	AT4G01590.2	AT4G01590.2
AT4G01590	255589_s_at	AT4G01590.3	AT4G01590.3
AT4G01590	255589_s_at	AT4G01590.1	AT4G01590.1
AT3G24850	257620_at	AT3G24850.1	AT3G24850.1
AT3G46350		AT3G46350.1	AT3G46350.1
AT5G64170	247323_at	AT5G64170.1	AT5G64170.1
AT5G64170	247323_at	AT5G64170.2	AT5G64170.2
AT5G64170	247323_at	AT5G64170.3	AT5G64170.3
AT5G51470	248431_at	AT5G51470.2	AT5G51470.2
AT5G51470	248431_at	AT5G51470.1	AT5G51470.1
AT3G45990	252558_at	AT3G45990.1	AT3G45990.1
AT4G09649		AT4G09649.1	AT4G09649.1
AT2G03210	266722_at	AT2G03210.2	AT2G03210.2
AT2G03210	266722_at	AT2G03210.3	AT2G03210.3
AT2G03210	266722_at	AT2G03210.1	AT2G03210.1
AT1G56610	245678_at	AT1G56610.3	AT1G56610.3
AT1G56610	245678_at	AT1G56610.2	AT1G56610.2
AT1G56610	245678_at	AT1G56610.1	AT1G56610.1
AT2G01755		AT2G01755.1	AT2G01755.1
AT2G01755		AT2G01755.2	AT2G01755.2
AT5G25770	246909_at	AT5G25770.2	AT5G25770.2
AT5G25770	246909_at	AT5G25770.1	AT5G25770.1
AT5G25770	246909_at	AT5G25770.3	AT5G25770.3
AT5G45573		AT5G45573.1	AT5G45573.1
AT1G72810	262380_at	AT1G72810.1	AT1G72810.1
AT1G23090	264901_at	AT1G23090.4	AT1G23090.4
AT1G23090	264901_at	AT1G23090.1	AT1G23090.1
AT1G23090	264901_at	AT1G23090.3	AT1G23090.3
AT1G23090	264901_at	AT1G23090.2	AT1G23090.2
AT4G01790	255535_at	AT4G01790.1	AT4G01790.1
AT4G38190	253031_at	AT4G38190.1	AT4G38190.1
AT5G38360	249563_at	AT5G38360.2	AT5G38360.2
AT5G38360	249563_at	AT5G38360.1	AT5G38360.1
AT5G38360	249563_at	AT5G38360.3	AT5G38360.3
AT1G15020	260740_at	AT1G15020.1	AT1G15020.1
AT1G15020	260740_at	AT1G15020.2	AT1G15020.2
AT1G15020	260740_at	AT1G15020.3	AT1G15020.3
AT1G17870	255891_at	AT1G17870.1	AT1G17870.1
AT5G50210	248550_at	AT5G50210.1	AT5G50210.1
AT5G35840	249666_at	AT5G35840.1	AT5G35840.1
AT2G45210	245136_at	AT2G45210.1	AT2G45210.1
AT1G29390	259768_at	AT1G29390.1	AT1G29390.1
AT1G29390	259768_at	AT1G29390.2	AT1G29390.2
AT4G16460	245497_at	AT4G16460.2	AT4G16460.2
AT4G16460	245497_at	AT4G16460.3	AT4G16460.3
AT4G16460	245497_at	AT4G16460.1	AT4G16460.1
AT1G70750	260182_at	AT1G70750.1	AT1G70750.1
AT1G79310	264145_at	AT1G79310.1	AT1G79310.1
AT5G42980	249176_at	AT5G42980.1	AT5G42980.1
AT2G21660	263548_at	AT2G21660.1	AT2G21660.1
AT2G21660	263548_at	AT2G21660.2	AT2G21660.2
AT1G15320	262579_at	AT1G15320.2	AT1G15320.2
AT1G15320	262579_at	AT1G15320.1	AT1G15320.1
AT1G63660	260294_at	AT1G63660.1	AT1G63660.1
AT1G63660	260294_at	AT1G63660.2	AT1G63660.2
AT5G22145		AT5G22145.1	AT5G22145.1
AT1G70209		AT1G70209.1	AT1G70209.1
AT3G25950	257541_at	AT3G25950.1	AT3G25950.1
AT1G59750	262914_at	AT1G59750.2	AT1G59750.2
AT1G59750	262914_at	AT1G59750.3	AT1G59750.3
AT1G59750	262914_at	AT1G59750.1	AT1G59750.1
AT1G59750	262914_at	AT1G59750.4	AT1G59750.4
AT1G08580	264803_at	AT1G08580.1	AT1G08580.1
AT2G25125		AT2G25125.1	AT2G25125.1
AT1G13607		AT1G13607.1	AT1G13607.1
AT1G07390	261070_at	AT1G07390.1	AT1G07390.1
AT1G07390	261070_at	AT1G07390.4	AT1G07390.4
AT1G07390	261070_at	AT1G07390.3	AT1G07390.3
AT1G07390	261070_at	AT1G07390.5	AT1G07390.5
AT1G07390	261070_at	AT1G07390.2	AT1G07390.2
AT3G51890	246305_at	AT3G51890.1	AT3G51890.1
AT1G44085	259458_at	AT1G44085.1	AT1G44085.1
AT4G19440	254581_at	AT4G19440.1	AT4G19440.1
AT4G19440	254581_at	AT4G19440.3	AT4G19440.3
AT4G19440	254581_at	AT4G19440.2	AT4G19440.2
AT4G19440	254581_at	AT4G19440.4	AT4G19440.4
AT1G11630	262822_at	AT1G11630.1	AT1G11630.1
AT1G02230		AT1G02230.1	AT1G02230.1
AT5G20140	246110_at	AT5G20140.1	AT5G20140.1
AT5G20140	246110_at	AT5G20140.2	AT5G20140.2
AT4G21670		AT4G21670.1	AT4G21670.1
AT3G18830	257805_at	AT3G18830.1	AT3G18830.1
AT2G03570		AT2G03570.1	AT2G03570.1
AT2G02130	266118_at	AT2G02130.1	AT2G02130.1
AT5G03435		AT5G03435.2	AT5G03435.2
AT5G03435		AT5G03435.1	AT5G03435.1
AT1G13280	259366_at	AT1G13280.1	AT1G13280.1
AT5G15300	250166_at	AT5G15300.1	AT5G15300.1
AT4G34131	253268_s_at	AT4G34131.1	AT4G34131.1
AT1G58190	246397_at	AT1G58190.2	AT1G58190.2
AT1G58190	246397_at	AT1G58190.4	AT1G58190.4
AT1G58190	246397_at	AT1G58190.3	AT1G58190.3
AT1G58190		AT1G58190.1	AT1G58190.1
AT1G09860		AT1G09860.1	AT1G09860.1
AT1G61093		AT1G61093.1	AT1G61093.1
AT2G37970	266097_at	AT2G37970.1	AT2G37970.1
AT3G02420	258488_at	AT3G02420.2	AT3G02420.2
AT3G02420	258488_at	AT3G02420.1	AT3G02420.1
AT3G49030		AT3G49030.1	AT3G49030.1
AT3G49030		AT3G49030.2	AT3G49030.2
AT1G12300		AT1G12300.1	AT1G12300.1
AT5G47930	248747_at	AT5G47930.1	AT5G47930.1
AT4G35060	253172_at	AT4G35060.1	AT4G35060.1
AT1G11480	261827_at	AT1G11480.2	AT1G11480.2
AT1G11480	261827_at	AT1G11480.1	AT1G11480.1
AT4G22590	254321_at	AT4G22590.1	AT4G22590.1
AT5G30490	246674_at	AT5G30490.3	AT5G30490.3
AT5G30490	246674_at	AT5G30490.2	AT5G30490.2
AT5G30490	246674_at	AT5G30490.1	AT5G30490.1
AT5G22670		AT5G22670.1	AT5G22670.1
AT3G45070	252605_s_at	AT3G45070.3	AT3G45070.3
AT3G45070	252605_s_at	AT3G45070.2	AT3G45070.2
AT3G45070	252605_s_at	AT3G45070.1	AT3G45070.1
AT5G50150		AT5G50150.1	AT5G50150.1
AT2G15020	265892_at	AT2G15020.1	AT2G15020.1
AT5G14980	246569_at	AT5G14980.1	AT5G14980.1
AT1G26750	261267_at	AT1G26750.1	AT1G26750.1
AT5G36190	249689_at	AT5G36190.1	AT5G36190.1
AT1G52650		AT1G52650.1	AT1G52650.1
AT4G02075	255511_at	AT4G02075.2	AT4G02075.2
AT4G02075	255511_at	AT4G02075.3	AT4G02075.3
AT4G02075	255511_at	AT4G02075.1	AT4G02075.1
AT5G54035		AT5G54035.1	AT5G54035.1
AT1G07901		AT1G07901.1	AT1G07901.1
AT4G10220	255804_at	AT4G10220.1	AT4G10220.1
AT3G23790	257196_at	AT3G23790.1	AT3G23790.1
AT5G60860	247597_at	AT5G60860.1	AT5G60860.1
AT1G52040	265058_s_at	AT1G52040.1	AT1G52040.1
AT3G05858		AT3G05858.1	AT3G05858.1
AT5G09650	250496_at	AT5G09650.1	AT5G09650.1
AT2G43000	265260_at	AT2G43000.1	AT2G43000.1
AT2G43000	265260_at	AT2G43000.2	AT2G43000.2
AT5G46030	248884_at	AT5G46030.2	AT5G46030.2
AT5G46030	248884_at	AT5G46030.1	AT5G46030.1
AT5G46030	248884_at	AT5G46030.3	AT5G46030.3
AT3G49560	252270_at	AT3G49560.1	AT3G49560.1
AT5G36490		AT5G36490.1	AT5G36490.1
AT1G23870	263019_at	AT1G23870.1	AT1G23870.1
AT4G18130	254680_at	AT4G18130.1	AT4G18130.1
AT1G27580	262319_s_at	AT1G27580.1	AT1G27580.1
AT2G43850	260562_at	AT2G43850.1	AT2G43850.1
AT2G43850	260562_at	AT2G43850.3	AT2G43850.3
AT2G43850	260562_at	AT2G43850.2	AT2G43850.2
AT1G11785		AT1G11785.1	AT1G11785.1
AT2G30690	267575_at	AT2G30690.2	AT2G30690.2
AT2G30690	267575_at	AT2G30690.1	AT2G30690.1
AT5G47670	248754_at	AT5G47670.3	AT5G47670.3
AT5G47670	248754_at	AT5G47670.1	AT5G47670.1
AT5G47670	248754_at	AT5G47670.2	AT5G47670.2
AT5G04070	250880_at	AT5G04070.1	AT5G04070.1
AT1G34380	259928_at	AT1G34380.1	AT1G34380.1
AT1G34380	259928_at	AT1G34380.3	AT1G34380.3
AT1G34380	259928_at	AT1G34380.2	AT1G34380.2
AT5G36240		AT5G36240.1	AT5G36240.1
AT2G20120	265593_s_at	AT2G20120.1	AT2G20120.1
AT2G20120	265593_s_at	AT2G20120.2	AT2G20120.2
AT1G17470	261036_at	AT1G17470.2	AT1G17470.2
AT1G17470	261036_at	AT1G17470.1	AT1G17470.1
AT1G29810		AT1G29810.1	AT1G29810.1
AT1G29810		AT1G29810.2	AT1G29810.2
AT4G28930		AT4G28930.1	AT4G28930.1
AT5G49310	248654_at	AT5G49310.1	AT5G49310.1
AT2G24820	263533_at	AT2G24820.1	AT2G24820.1
AT4G33620		AT4G33620.1	AT4G33620.1
AT1G79620	261399_at	AT1G79620.2	AT1G79620.2
AT1G79620	261399_at	AT1G79620.3	AT1G79620.3
AT1G79620	261399_at	AT1G79620.5	AT1G79620.5
AT1G79620	261399_at	AT1G79620.4	AT1G79620.4
AT1G79620	261399_at	AT1G79620.1	AT1G79620.1
AT3G43240	252738_at	AT3G43240.1	AT3G43240.1
AT2G03667		AT2G03667.2	AT2G03667.2
AT2G03667		AT2G03667.1	AT2G03667.1
AT1G34770	262410_at	AT1G34770.3	AT1G34770.3
AT1G34770	262410_at	AT1G34770.6	AT1G34770.6
AT1G34770	262410_at	AT1G34770.2	AT1G34770.2
AT1G34770	262410_at	AT1G34770.4	AT1G34770.4
AT1G34770	262410_at	AT1G34770.5	AT1G34770.5
AT1G34770	262410_at	AT1G34770.1	AT1G34770.1
AT3G30841		AT3G30841.2	AT3G30841.2
AT3G30841		AT3G30841.1	AT3G30841.1
AT1G30795	264499_at	AT1G30795.1	AT1G30795.1
AT1G23530	265173_at	AT1G23530.1	AT1G23530.1
AT4G28710	253793_at	AT4G28710.1	AT4G28710.1
AT4G13020	254747_at	AT4G13020.7	AT4G13020.7
AT4G13020		AT4G13020.8	AT4G13020.8
AT4G13020	254747_at	AT4G13020.1	AT4G13020.1
AT4G13020	254747_at	AT4G13020.2	AT4G13020.2
AT4G13020	254747_at	AT4G13020.4	AT4G13020.4
AT4G13020	254747_at	AT4G13020.6	AT4G13020.6
AT4G13020	254747_at	AT4G13020.5	AT4G13020.5
AT4G13020	254747_at	AT4G13020.3	AT4G13020.3
AT5G08370	246036_at	AT5G08370.1	AT5G08370.1
AT5G08370	246036_at	AT5G08370.2	AT5G08370.2
AT5G02720	251004_at	AT5G02720.1	AT5G02720.1
AT5G02720	251004_at	AT5G02720.2	AT5G02720.2
AT3G44750	252625_at	AT3G44750.2	AT3G44750.2
AT3G44750	252625_at	AT3G44750.1	AT3G44750.1
AT2G46900	266734_at	AT2G46900.1	AT2G46900.1
AT3G13440	256959_at	AT3G13440.2	AT3G13440.2
AT3G13440	256959_at	AT3G13440.1	AT3G13440.1
AT3G13440	256959_at	AT3G13440.3	AT3G13440.3
AT3G58110		AT3G58110.1	AT3G58110.1
AT3G58110		AT3G58110.2	AT3G58110.2
AT5G40830	249347_at	AT5G40830.2	AT5G40830.2
AT5G40830	249347_at	AT5G40830.3	AT5G40830.3
AT5G40830	249347_at	AT5G40830.1	AT5G40830.1
AT5G02280	250993_at	AT5G02280.1	AT5G02280.1
AT2G36080	263963_at	AT2G36080.2	AT2G36080.2
AT2G36080	263963_at	AT2G36080.4	AT2G36080.4
AT2G36080	263963_at	AT2G36080.1	AT2G36080.1
AT2G36080	263963_at	AT2G36080.3	AT2G36080.3
AT4G29550	253690_at	AT4G29550.3	AT4G29550.3
AT4G29550	253690_at	AT4G29550.1	AT4G29550.1
AT4G29550	253690_at	AT4G29550.2	AT4G29550.2
AT1G62600	261556_s_at	AT1G62600.1	AT1G62600.1
AT1G62600	261556_s_at	AT1G62600.2	AT1G62600.2
AT3G54925		AT3G54925.1	AT3G54925.1
AT2G23093		AT2G23093.2	AT2G23093.2
AT2G23093		AT2G23093.1	AT2G23093.1
AT3G58760	251542_at	AT3G58760.4	AT3G58760.4
AT3G58760	251542_at	AT3G58760.5	AT3G58760.5
AT3G58760	251542_at	AT3G58760.2	AT3G58760.2
AT3G58760	251542_at	AT3G58760.6	AT3G58760.6
AT3G58760	251542_at	AT3G58760.3	AT3G58760.3
AT3G58760	251542_at	AT3G58760.1	AT3G58760.1
AT2G03390	265707_at	AT2G03390.1	AT2G03390.1
AT2G03390	265706_at	AT2G03390.1	AT2G03390.1
AT2G03390	265707_at	AT2G03390.6	AT2G03390.6
AT2G03390	265706_at	AT2G03390.6	AT2G03390.6
AT2G03390	265707_at	AT2G03390.3	AT2G03390.3
AT2G03390	265706_at	AT2G03390.3	AT2G03390.3
AT2G03390	265707_at	AT2G03390.2	AT2G03390.2
AT2G03390	265706_at	AT2G03390.7	AT2G03390.7
AT2G03390	265707_at	AT2G03390.4	AT2G03390.4
AT2G03390	265706_at	AT2G03390.4	AT2G03390.4
AT2G03390	265707_at	AT2G03390.5	AT2G03390.5
AT2G03390	265706_at	AT2G03390.5	AT2G03390.5
AT3G21480	258180_at	AT3G21480.1	AT3G21480.1
AT1G14630		AT1G14630.2	AT1G14630.2
AT1G14630		AT1G14630.1	AT1G14630.1
AT4G14770	245576_at	AT4G14770.2	AT4G14770.2
AT4G14770	245576_at	AT4G14770.1	AT4G14770.1
AT4G14770	245576_at	AT4G14770.3	AT4G14770.3
AT3G44140	252665_at	AT3G44140.1	AT3G44140.1
AT1G29250	260895_at	AT1G29250.1	AT1G29250.1
AT3G51050	252139_at	AT3G51050.1	AT3G51050.1
AT5G23060	249876_at	AT5G23060.2	AT5G23060.2
AT5G23060	249876_at	AT5G23060.1	AT5G23060.1
AT1G04170	264327_at	AT1G04170.1	AT1G04170.1
AT1G04170	264327_at	AT1G04170.2	AT1G04170.2
ATCG00905	244940_at	ATCG00905.1	ATCG00905.1
AT5G65560	247141_at	AT5G65560.3	AT5G65560.3
AT5G65560	247141_at	AT5G65560.2	AT5G65560.2
AT5G65560	247141_at	AT5G65560.1	AT5G65560.1
AT4G27570	253879_s_at	AT4G27570.1	AT4G27570.1
AT4G15210	245275_at	AT4G15210.4	AT4G15210.4
AT4G15210	245275_at	AT4G15210.1	AT4G15210.1
AT4G15210	245275_at	AT4G15210.3	AT4G15210.3
AT4G15210	245275_at	AT4G15210.2	AT4G15210.2
AT1G29070	260898_at	AT1G29070.1	AT1G29070.1
AT5G38743		AT5G38743.1	AT5G38743.1
AT4G27150	253894_at	AT4G27150.1	AT4G27150.1
AT2G26000	266836_at	AT2G26000.1	AT2G26000.1
AT2G26000	266836_at	AT2G26000.2	AT2G26000.2
AT2G26000	266836_at	AT2G26000.3	AT2G26000.3
AT3G26940	257779_at	AT3G26940.1	AT3G26940.1
AT1G19170	256038_at	AT1G19170.1	AT1G19170.1
AT2G20740	265426_at	AT2G20740.1	AT2G20740.1
AT2G20740	265427_at	AT2G20740.1	AT2G20740.1
AT2G20740	265426_at	AT2G20740.2	AT2G20740.2
AT2G20740	265426_at	AT2G20740.3	AT2G20740.3
AT1G77610	259713_at	AT1G77610.1	AT1G77610.1
AT3G14920	257209_at	AT3G14920.1	AT3G14920.1
AT5G40410	249412_at	AT5G40410.1	AT5G40410.1
AT3G06580	258517_at	AT3G06580.1	AT3G06580.1
AT5G45700	248963_at	AT5G45700.1	AT5G45700.1
AT1G05035		AT1G05035.1	AT1G05035.1
AT4G23690	254226_at	AT4G23690.1	AT4G23690.1
AT5G57660	247921_at	AT5G57660.1	AT5G57660.1
AT3G09110		AT3G09110.1	AT3G09110.1
AT1G31520	256494_at	AT1G31520.1	AT1G31520.1
AT3G06520	258506_at	AT3G06520.1	AT3G06520.1
AT3G06520	258506_at	AT3G06520.2	AT3G06520.2
AT3G52870	252014_at	AT3G52870.1	AT3G52870.1
AT3G02900	258662_at	AT3G02900.2	AT3G02900.2
AT3G02900	258662_at	AT3G02900.1	AT3G02900.1
AT5G66940	247066_at	AT5G66940.1	AT5G66940.1
AT5G40630	249367_at	AT5G40630.1	AT5G40630.1
AT1G55670	264545_at	AT1G55670.1	AT1G55670.1
AT5G16380	250127_at	AT5G16380.1	AT5G16380.1
AT5G13900	250230_at	AT5G13900.1	AT5G13900.1
AT4G10110		AT4G10110.1	AT4G10110.1
AT5G32670		AT5G32670.1	AT5G32670.1
AT1G60250		AT1G60250.1	AT1G60250.1
AT4G09012		AT4G09012.1	AT4G09012.1
AT3G26355		AT3G26355.1	AT3G26355.1
AT5G02710	251008_at	AT5G02710.1	AT5G02710.1
AT5G02710	251008_at	AT5G02710.2	AT5G02710.2
AT5G02710	251008_at	AT5G02710.3	AT5G02710.3
AT2G32600	267062_at	AT2G32600.1	AT2G32600.1
AT2G41010	267069_at	AT2G41010.1	AT2G41010.1
AT5G07170		AT5G07170.2	AT5G07170.2
AT5G07170		AT5G07170.1	AT5G07170.1
ATCG00420	245010_at	ATCG00420.1	ATCG00420.1
AT5G30360		AT5G30360.1	AT5G30360.1
AT4G15050	264461_s_at	AT4G15050.1	AT4G15050.1
AT5G03455	250923_at	AT5G03455.1	AT5G03455.1
AT5G03455	250923_at	AT5G03455.2	AT5G03455.2
AT1G48140	260724_at	AT1G48140.2	AT1G48140.2
AT1G48140	260724_at	AT1G48140.1	AT1G48140.1
AT2G04032	263480_at	AT2G04032.1	AT2G04032.1
AT5G54520	248166_at	AT5G54520.1	AT5G54520.1
AT3G56220		AT3G56220.2	AT3G56220.2
AT3G56220		AT3G56220.1	AT3G56220.1
AT2G19970	265588_at	AT2G19970.1	AT2G19970.1
AT4G35910	253115_at	AT4G35910.1	AT4G35910.1
AT4G31140	253559_at	AT4G31140.1	AT4G31140.1
AT5G55820	248054_at	AT5G55820.7	AT5G55820.7
AT5G55820	248054_at	AT5G55820.5	AT5G55820.5
AT5G55820	248054_at	AT5G55820.8	AT5G55820.8
AT5G55820	248054_at	AT5G55820.10	AT5G55820.10
AT5G55820	248054_at	AT5G55820.4	AT5G55820.4
AT5G55820	248054_at	AT5G55820.9	AT5G55820.9
AT5G55820	248054_at	AT5G55820.2	AT5G55820.2
AT5G55820	248054_at	AT5G55820.11	AT5G55820.11
AT5G55820	248054_at	AT5G55820.3	AT5G55820.3
AT5G55820	248054_at	AT5G55820.6	AT5G55820.6
AT5G55820	248054_at	AT5G55820.1	AT5G55820.1
AT5G44950		AT5G44950.1	AT5G44950.1
AT5G60820	247595_at	AT5G60820.1	AT5G60820.1
AT5G56480	248019_at	AT5G56480.1	AT5G56480.1
AT1G79830	260162_at	AT1G79830.1	AT1G79830.1
AT1G79830	260162_at	AT1G79830.3	AT1G79830.3
AT1G79830	260162_at	AT1G79830.2	AT1G79830.2
AT1G79830	260162_at	AT1G79830.4	AT1G79830.4
AT1G79830	260162_at	AT1G79830.5	AT1G79830.5
AT5G09480	245889_at	AT5G09480.1	AT5G09480.1
AT5G23535		AT5G23535.1	AT5G23535.1
AT5G23535		AT5G23535.2	AT5G23535.2
AT1G05230	264582_at	AT1G05230.1	AT1G05230.1
AT1G05230	264582_at	AT1G05230.5	AT1G05230.5
AT1G05230	264582_at	AT1G05230.12	AT1G05230.12
AT1G05230	264582_at	AT1G05230.6	AT1G05230.6
AT1G05230	264582_at	AT1G05230.2	AT1G05230.2
AT1G05230	264582_at	AT1G05230.11	AT1G05230.11
AT1G05230	264582_at	AT1G05230.3	AT1G05230.3
AT1G05230	264582_at	AT1G05230.7	AT1G05230.7
AT1G05230	264582_at	AT1G05230.10	AT1G05230.10
AT1G05230	264582_at	AT1G05230.9	AT1G05230.9
AT1G05230	264582_at	AT1G05230.4	AT1G05230.4
AT1G05230	264582_at	AT1G05230.8	AT1G05230.8
AT5G65200		AT5G65200.1	AT5G65200.1
AT4G25000	254101_at	AT4G25000.1	AT4G25000.1
AT5G27410	246786_at	AT5G27410.4	AT5G27410.4
AT5G27410	246786_at	AT5G27410.1	AT5G27410.1
AT5G27410	246786_at	AT5G27410.3	AT5G27410.3
AT5G27410	246768_at	AT5G27410.2	AT5G27410.2
AT5G27410	246786_at	AT5G27410.2	AT5G27410.2
AT2G28360	265271_at	AT2G28360.1	AT2G28360.1
AT5G08580	250540_at	AT5G08580.2	AT5G08580.2
AT5G08580	250540_at	AT5G08580.1	AT5G08580.1
AT3G17160	257879_at	AT3G17160.1	AT3G17160.1
AT1G34315		AT1G34315.1	AT1G34315.1
AT5G39490	249451_s_at	AT5G39490.1	AT5G39490.1
AT3G26922	257013_at	AT3G26922.2	AT3G26922.2
AT3G26922	257013_at	AT3G26922.1	AT3G26922.1
AT3G26922	257013_at	AT3G26922.4	AT3G26922.4
AT3G26922	257013_at	AT3G26922.5	AT3G26922.5
AT3G26922	257013_at	AT3G26922.3	AT3G26922.3
AT3G50450		AT3G50450.1	AT3G50450.1
AT1G79020		AT1G79020.1	AT1G79020.1
AT5G24420	249732_at	AT5G24420.1	AT5G24420.1
AT1G77590	259761_at	AT1G77590.1	AT1G77590.1
AT1G77590	259761_at	AT1G77590.2	AT1G77590.2
AT1G03910	265092_at	AT1G03910.2	AT1G03910.2
AT1G03910	265092_at	AT1G03910.1	AT1G03910.1
AT2G22270	263430_at	AT2G22270.1	AT2G22270.1
AT2G22270	263430_at	AT2G22270.2	AT2G22270.2
AT2G43660	260584_at	AT2G43660.1	AT2G43660.1
AT2G43660	260584_at	AT2G43660.2	AT2G43660.2
AT2G46180	266595_at	AT2G46180.1	AT2G46180.1
