Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
Q9CQA5	270	21.19	22.81
O89051	266	24.54	27.3
Q99LQ1	341	21.98	23.58
Q9DBD0	700	23.23	25.65
Q8K4P8	1604	22.59	24.15
P10518	330	23.02	25.12
Q61025	132	22.82	24.82
Q6JPI3	2207	22.51	24.19
Q8CHZ8	209	21.27	22.46
Q32M07	479	24.25	26.23
Q8BRM6	389	23.75	26.26
Q91X72	460	24.48	26.49
Q9D114	179	22.44	23.73
Q3UIK4	456	23.28	24.71
P49182	478	24.27	26.99
Q9DD20	244	25.59	27.92
Q9EQ21	83	22.97	24.8
Q8K572	276	23.74	25.84
Q9JJK5	391	22.95	24.26
Q9JJC9	404	22.35	23.97
Q6A0A2	741	21.56	22.82
Q8BKT2	225	22.27	22.58
Q61658	185	23.47	24.4
P21440	1276	23.54	26.43
Q9CXI5	179	23.76	26.39
Q8K201	259	21.55	23.48
P29416	528	25.52	28.05
Q3UU94	337	22.74	24.79
Q9D7X1	259	24.53	27.06
Q9Z1M7	756	25.2	27.46
Q8VC57	234	22.9	25.01
Q8BNL5	237	25.12	27.46
Q80UN1	339	22.35	25.01
Q05CL8	570	22.73	24.34
Q5DTI6	991	22.91	24.71
Q80TG1	1036	21.24	22.74
Q4G5Y1	406	24.93	26.99
Q8VCD5	649	22.82	24.72
P70193	1091	22.44	24.62
P09079	269	22.04	23.51
Q52KR2	1054	23.07	25.36
Q99LS1	296	23.24	25.21
Q9CZD0	279	24.69	25.99
Q8BGR8	139	22.5	24.77
Q8BNW9	633	21.3	22.61
Q02853	492	24.65	26.28
O55123	476	25.08	27.34
Q9EPL5	464	25.23	27.48
P38533	535	22.16	24.21
Q91YS8	374	23.5	25.72
Q9Z307	419	25.06	27.55
Q9CPX3	148	25.31	28.34
P41230	1554	22.9	24.38
P14901	289	23.77	25.26
P15388	511	25	27.28
C0HKE3	130	22.02	24.04
Q8R1C0	628	23.31	25.47
Q8K419	326	24.71	26.94
P23299	129	24.23	26.69
Q80WQ8	998	22.89	24.78
Q5RL79	136	24.56	28.77
Q5M8Q2	105	22.17	23.65
P22361	628	21.12	22.48
Q3V0M2	755	22.01	23.98
Q7TMK9	623	22.98	24.74
Q922Q8	307	22.24	24.19
Q9D6K9	414	26.82	29.54
Q9DCA5	353	24.98	26.75
Q3TC33	260	24.17	25.91
Q8VIM4	307	22.38	23.8
P17665	63	26.55	28.89
J3QPZ5	306	22.58	24.03
Q8C708	225	22.73	23.21
D3YV10	709	21.2	22.54
Q9D2X8	372	22.68	24.17
O70137	343	22.28	23.27
Q9CQL2	403	22.55	22.84
Q9D541	371	23.18	25.37
Q9D8U4	294	22.43	24.61
E9Q7D5	1581	21.9	22.91
Q9D7A8	282	21.98	24.07
O54689	367	26.19	29.53
Q921L5	731	22.76	24.95
P0C092	89	21.18	21.75
Q62192	661	23.78	26.92
P59270	324	24.2	25.58
Q8CF25	301	23.83	25.86
Q8CJF8	861	23.86	25.6
Q99MT7	358	26.72	30.23
Q9DBM1	930	21.82	23.3
O70325	197	24.6	27.07
Q99LB2	279	22.25	24.78
P11033	252	24.05	26.71
Q9EQG7	477	25.21	27.71
Q8BL99	2399	23.29	25.61
P48031	348	21.72	22.93
Q8BRM2	368	21.06	21.92
Q9JHS9	229	21.74	22.72
B1AZP2	992	21.3	22.58
Q9D7K5	258	23.1	24.9
Q60997	2085	22.98	25.23
Q33DR2	409	23.36	25.27
Q8CHR6	1025	22.94	25.29
Q9D3V1	458	23.12	24.63
Q9D485	750	25.64	28.37
Q02738	266	25.86	28.48
O08967	399	24.05	26.13
P04219	140	25.46	27.85
Q8K3X4	775	20.6	21.78
P27808	447	25.29	27.08
Q6PDE8	519	25.44	28.58
Q9D1T0	614	24.1	26.68
Q9Z2D7	554	23.22	25.15
Q8CDU6	774	24.36	26.89
Q9DB07	301	22.93	24.91
Q75VT8	222	22.11	24.31
Q61316	841	22.49	24.57
Q8R459	152	23.52	25.46
Q8BRK9	1152	24.08	26.22
P01637	128	24.5	27.42
P01663	111	21.85	24.26
Q8BVN9	434	24.27	26.15
Q3UTS8	97	27.99	30.27
P01843	105	22.36	24.13
Q9D3B1	254	26.11	29.4
Q9NYQ2	353	22.84	25.37
P01845	104	22.18	24.01
P20917	627	23.23	25.29
O35071	1100	21.93	22.98
P97927	1816	22.83	25.08
P06344	263	24.02	25.82
Q7TNS2	76	25.9	28.76
Q91XA8	350	24.02	26.48
Q8BP48	386	23.84	25.62
Q8VBY2	505	22.45	24.03
Q4QQM5	600	23.36	25.77
Q9DCZ4	198	25.51	27.99
Q8CIG3	826	23.93	25.98
Q6ZQ88	853	22.18	23.98
Q60664	539	21.45	22.98
P15947	261	23.34	25.74
Q8BW72	1064	23.39	25.03
P26262	638	24.2	26.56
Q64329	266	25.67	28.08
Q8K1F9	566	25.55	27.83
Q62240	1548	23.71	25.48
P50096	514	22.47	25.14
Q810S2	196	24.11	26.21
E9Q394	2776	21.05	22.54
Q8CC96	669	20.86	21.56
Q6A078	2472	22.47	24.26
E9Q309	3095	21.53	22.85
Q9D2V7	922	22.32	24.07
Q2UY11	1141	21.13	22.73
Q8CIN6	465	22.33	23.81
P00416	261	28.22	31.3
B2RRD7	1212	22.75	23.92
Q3V125	848	22.44	24.47
Q80UY1	400	24.93	26.95
Q8C6G1	249	22.34	23.77
Q6PE87	622	23.73	26.04
Q8CFE5	1130	22.8	24.3
Q6P068	179	23.91	26.46
Q8CG16	707	24.3	26.33
Q91ZW7	208	26.25	28.76
Q9JI08	253	23.43	25.13
Q64299	354	22.39	24.01
Q8C138	230	28.55	32.21
Q9Z248	504	20.33	21.78
P70186	322	23.36	25.7
Q8BLA1	635	23.53	25.35
Q8BH64	543	23.76	25.91
Q33DR3	401	22.86	25.37
Q91WK5	170	22.16	24.44
P70459	551	21.95	23.01
Q8C0M8	701	23.69	25.75
Q05A62	190	23.43	26.28
Q8BRX9	218	24.17	26
A0A1B0GST9	59	25.29	27.88
Q3TZ87	348	23.03	24.58
Q9D832	337	23.66	25.71
Q8CIM3	535	22.98	25.33
Q91YW3	504	23.25	25.44
Q62165	893	22.33	23.82
Q5G864	92	22.63	24.27
Q69ZW3	1231	21.77	23.35
Q7TMB8	1253	24.69	26.94
Q8C5N3	908	22.37	23.51
P17533	116	21.56	22.21
P17534	91	21.64	22.73
Q8C1N8	93	22.19	23.69
Q5G865	93	21.59	23.32
O70273	300	25.02	26.95
O88786	383	25.79	28.58
Q9D7I5	270	21.96	24.23
Q3T9M1	494	23.52	26.32
E9Q286	2241	21.15	22.62
Q9ERM2	262	23.29	25.63
Q6B9Z0	140	23.84	25.84
P15948	259	23.68	26.55
Q9DC07	270	23.99	25.59
Q00558	380	21.46	22.87
Q6T264	1020	20.37	21.33
Q9R088	270	24.85	26.57
P14873	2464	21.19	22.8
P05532	979	23.76	26.39
A2A9F4	397	21.92	22.78
Q8BGY4	606	23.01	24.88
Q924N9	274	24.34	26.64
Q14DL3	633	26.1	28.41
Q8BSF5	581	24.1	26.29
Q2NL51	490	22.03	24.23
A6H6A4	596	23.69	26.28
Q9D783	621	23.29	25.63
Q9CYI0	393	23.27	25.41
Q8CHP8	321	22.07	24.57
C8YR32	2068	24.33	26.97
Q6ZPT1	617	24.24	26.89
P27814	223	23.71	26.02
O88713	188	25.4	28
Q80XG9	590	24.42	26.81
P62313	80	23.71	26.64
P63085	358	24.86	27.37
Q8BMQ3	1127	22.37	23.92
Q8R1S0	476	22.97	25.47
Q9CQX3	270	23.14	26.4
Q9DAQ4	598	21.98	22.66
Q8BHX3	289	21.88	23.69
Q7TPZ8	419	24.45	26.87
Q6P8K8	420	24.38	26.91
Q8VDI9	611	26.29	29.16
Q8CAI1	738	22.09	23.63
Q8CIF4	520	24.58	27.13
Q61210	920	22.06	23.37
Q8BGU5	341	23.89	26.11
Q3UMC0	893	21.99	24.29
Q8BXK8	857	22.05	23.95
Q7TT36	1310	23.12	25.5
Q02862	184	23.74	25.55
P97326	790	22.74	25.05
Q8BSD4	364	23.31	25.58
Q61070	340	26.2	29.11
P70694	323	24.48	27.06
Q61488	396	22.97	24.7
Q6NXI8	198	21.67	23.27
Q91X77	490	24.78	27.4
P49138	386	24.24	25.96
P04443	147	24.7	27.69
P02088	147	23.56	26.56
P30554	324	26.31	29.57
Q8BQC3	813	21.73	23.36
Q3TYV2	514	22.84	25
Q9D1I5	178	22.38	24.73
Q80V70	1572	21.75	22.69
A1A535	833	23.41	25.49
Q6RHW0	743	19.16	21.44
P15949	261	24.07	26.71
P14602	209	22.88	24.05
Q9WTX8	717	21.86	22.89
Q9JJY9	179	23.09	26.03
Q10738	264	24.86	27.28
P43276	223	20.73	23.7
Q925H2	87	24.11	27.79
O08755	465	22.69	23.39
P53349	1493	21.6	23.11
Q8K375	552	22.03	23.41
P02319	51	26.89	24.82
E9Q3S4	1311	22.32	23.69
Q3U1V8	1077	22.2	23.53
Q8VIM9	583	20.11	21.74
Q9D5T7	392	23.5	25.86
Q3TCX3	612	21.4	22.76
Q99P31	357	21.42	22.81
Q9QYH6	775	22.93	24.25
Q8BVA4	595	21.11	22.56
Q9D992	256	24.25	25.88
Q9D1E5	489	25.19	28.67
Q5XJV6	1424	21.14	22.01
Q91VB4	1002	23.96	26.41
Q5SXA9	1104	22.02	23.56
Q91W40	508	20.97	22.05
Q9DBN5	852	22.69	24.78
Q9Z2D3	512	22.82	25.24
Q91VN4	273	21	22.1
P39655	663	24.3	26.21
Q924C6	757	23.51	24.91
P58022	776	23.88	25.64
Q8CGR5	250	23.09	24.74
Q3UN02	376	27.55	30.29
Q9D9B4	229	23.16	25.49
Q9JL06	348	24.79	27.41
Q8BLG2	370	25.58	29.17
Q8BMC0	344	26.47	30.19
Q8CB67	483	21.38	22.89
Q3UXZ9	1690	23.32	25.15
Q924P3	175	24.34	27.02
Q7TQH7	713	21.89	23.47
Q99PI5	893	22.83	24.74
P13745	223	24.31	26.86
P35951	862	22.46	24.32
Q9D7G9	263	21.86	22.7
Q8C2S5	690	23.56	25.71
Q9CQ24	188	24.89	27.31
Q91WJ0	492	21.79	22.49
Q9DC22	876	21.67	22.87
Q03173	802	20.5	20.79
Q80T41	940	24.21	26.64
Q3TCT4	606	24.82	27.2
P08152	470	21.91	23.07
P50708	93	21.74	23.41
Q6XP49	780	21.86	22.9
P33609	1465	23.85	26.27
Q925Q5	128	23.06	24.58
Q7TQ07	864	23.26	25.5
Q8R2E9	467	24.39	26.91
Q9D1D6	245	22.75	25.01
Q8BJT9	577	24.2	26.59
Q3U595	105	24.83	24.8
Q61476	407	23.13	25.38
Q8CHW4	717	22.74	24.73
Q3THJ3	170	22.11	22.66
Q8VDF3	370	24.11	26.19
Q91WA4	317	20.44	22.38
Q9D0M3	325	22.95	24.9
Q9CXX0	307	23.42	24.54
Q8VCZ9	456	22.96	24.67
C0HKD9	439	22.25	22.87
O09030	424	24.24	26.47
Q8BQM4	679	21.85	24.17
Q61581	281	20.79	22.42
Q8R003	342	22.81	24.06
Q14B70	692	21.42	23.05
Q9CQW9	137	23.54	26.25
Q9D074	532	22.11	23.99
Q6IME9	520	21.53	23.63
P14152	334	22.98	25.96
P30681	210	22.76	23.97
P86046	360	24.49	26.59
P52927	108	19.57	18.63
P11798	478	24.18	26.11
C0HKE7	130	22.02	24.04
Q03719	651	23.22	25.41
Q3UVC0	959	23.55	24.91
Q5FW52	269	21.19	22.47
Q3V2T4	102	25.04	27.96
Q9WUU6	408	23.16	25.14
Q64524	126	22.94	25.37
Q8VDG6	1002	22.04	23.27
Q9ESL4	802	23.95	25.84
Q9WUB0	508	22.89	23.9
Q9WVG5	500	24.65	27.16
P45700	655	24.37	26.73
A2AJ15	658	24.55	26.52
P03976	113	23.28	26.17
P01666	111	21.65	24.03
P01915	264	24.12	26.15
P06345	263	23.69	25.47
Q8BHA0	191	22.25	24.67
O08550	2713	21.65	22.34
Q6GV12	332	22.69	25.62
Q9DBP0	697	24.16	27.28
Q8BKC5	1097	23.44	25.7
Q920N1	254	23.73	25.57
Q61481	545	24.17	26.52
Q01065	535	23.78	25.7
P31240	241	22.85	24.04
Q925I7	370	24.14	26.03
Q8BG81	420	21.92	23.77
P26618	1089	23.52	25.94
P09084	446	21.54	23.07
Q8JZU0	352	23.38	25.58
Q6P3D0	195	23.16	24.94
Q9DD16	308	22.31	24.05
P47239	503	22.04	23.36
Q9CQ48	157	23.43	25.18
Q6IYF8	337	26.11	29.59
A2ADU9	328	26.76	29.69
Q3UZB0	606	23.4	25.7
Q08ED0	167	22.1	24.45
Q8CFG8	688	23.9	26.07
Q8VHB5	437	21.8	23.2
Q922G2	307	23.19	25.05
P56386	69	24.7	27.27
Q9ESS0	483	22.15	24.38
Q8R2F2	323	27.66	30.34
Q05685	251	25.67	27.6
Q9CZS3	174	22.75	24.58
Q60987	481	22.18	23.46
Q8CB77	773	22.42	23.66
Q6NVD0	3160	22.87	24.94
Q8CBW4	501	22.58	24.51
P20693	331	23.28	25.19
O54917	272	22.28	23.92
Q923B0	149	25.08	26.7
Q99LD8	285	20.91	22.94
Q80WP8	550	24.43	26.72
Q61017	69	22.11	24.37
Q8C147	2100	23.68	25.86
P70378	225	23.46	25.15
P10404	641	23.03	25.34
Q9CXP8	68	20.41	22.47
P55772	510	24.57	27.46
Q18PE0	504	21.49	22.99
P63137	512	25.49	28.46
P13562	90	24.01	25.14
Q9CZD3	729	23.32	25.5
P11862	314	23.17	25.43
Q91X44	587	22.92	25.16
P38647	679	21.44	23.63
Q8K4Z6	928	24.86	27.91
Q61592	674	22.66	24.63
P56481	453	23.32	25.76
P17679	413	21.26	23.42
Q80TN4	772	25.13	27.61
P23772	443	22.82	24.05
Q80YA7	892	24.89	26.95
P54265	631	22.97	24.87
Q8R180	464	24.95	27.14
Q8BLN5	733	24.79	26.8
P56391	86	25.93	28.2
Q8BSU2	246	22.61	24
Q8VCR2	304	24.07	26.85
P09633	260	23.55	25.08
Q922T2	349	22.86	25.31
Q05A36	652	20.66	22.04
Q61702	907	23.13	25.53
Q61738	1179	22.85	24.94
P01580	155	24.61	27.38
Q8HW98	336	22.48	24.47
Q68FD9	1940	21.64	23.18
Q6Q783	468	23.9	24.99
P14246	523	24.67	27.9
Q0GNC1	1273	21.41	22.8
P51885	338	23.95	27.42
Q00690	612	22.84	24.68
Q8CG03	865	23.67	25.86
Q9ERD8	331	23.56	25.99
Q9JIE3	128	24.01	26.84
Q8CI19	345	23.48	25.69
Q9CUB6	454	21.52	22.41
Q9CQ31	323	23.43	26.12
P54923	362	24.07	26.19
F8VPQ2	1261	21.63	23.16
Q9CPZ3	230	23.36	25.83
Q9D2I5	817	23.21	25.38
Q8R1U1	785	23.02	25.5
P24788	784	22.52	23.19
P56473	131	22.54	24.59
Q3UYH7	688	24.79	26.97
Q8R464	388	22.47	24.14
P17427	938	22.98	25.57
Q8BSZ2	193	24.14	26.75
Q64261	326	23.76	26.04
Q8BHB9	596	19.51	20.52
Q9WVP1	423	24.57	27.25
Q8BXK9	251	23.22	25.87
Q80T79	3707	23.48	25.73
P35576	357	26.79	30.33
P63094	394	23.83	25.86
Q60900	367	22.5	25.3
P19785	599	23.35	25.25
Q8BYZ7	720	23.29	25.28
P20863	357	22.4	23.51
Q60925	325	20.87	21.86
Q8VBV4	710	22.64	24.2
Q5DRQ8	427	23.48	25.12
Q9D1H7	327	23.17	25.45
Q61545	655	20.75	21.72
Q8R0H9	635	21.93	23.58
P47856	697	23.64	25.88
P49749	475	20.09	21.79
Q5BU09	281	22.47	23.81
Q60928	568	22.86	25.32
Q9Z1S8	665	21.95	23.37
Q9JMB0	366	21.83	23.26
Q80YR6	893	22.26	23.97
Q9R000	350	22.84	24.21
Q9Z0R6	1659	23.19	24.98
Q03526	625	24.97	27.22
Q8BPP1	359	24.05	26.24
O89113	308	19.99	20.44
Q8BRV5	308	21.65	22.28
Q9JJ26	767	22.28	23.58
Q61765	416	21.68	22.96
Q5EBG6	162	22.28	23.44
Q03267	517	21.92	23.24
Q9JLA2	160	23.97	26.19
Q8K3I6	234	23.85	25.93
P16872	459	23.52	25.63
Q3V0L5	667	23.14	25.19
Q9WUL6	942	22.47	23.79
Q99N03	267	24.04	26.75
P0C605	671	24.27	26.76
P01668	110	22.42	24.68
Q8BIG2	198	22.58	23.78
P01626	112	22.59	25.42
Q80Y17	1036	22.62	24.47
P01901	369	23.59	25.43
P01896	185	23.85	25.78
P59178	703	23.98	26.02
Q8BMN4	681	23.99	25.8
D3YXS5	1028	22.96	25.07
Q80Y86	549	22.44	23.69
Q62074	595	24.24	26.03
Q8R107	217	24.19	26.26
Q9JLV1	577	20.77	21.09
Q6PAL7	1594	21.17	22.39
Q8K4F0	333	24.67	26.96
Q61124	438	23.85	26.87
Q9D8S3	523	21.97	23.76
Q9QUK3	288	27.52	30.6
Q8VE42	238	22.7	24.53
Q99PU5	721	23.38	25.53
Q9CR14	375	24.32	26.64
Q99N11	184	24.23	25.97
Q5SXJ3	1174	22.85	24.86
Q8BTR5	163	21.59	22.85
Q3UHG7	455	24.13	26.02
Q3U1Y4	1499	22.83	24.4
Q9WVH4	672	20.37	22.21
Q9ERL9	691	23.75	26.06
Q9QXW2	573	23.9	25.97
Q3UFK8	466	22.59	24.08
Q9Z2V5	1149	22.85	24.62
Q6GQU6	589	22.68	24.86
Q8BI36	311	26.37	29.89
B2RRL2	523	23.75	26
P0C6B7	237	23.33	25.51
O54910	364	20.84	22.46
Q8K3A9	666	21.71	22.83
A2CG49	2964	23.26	25.1
P07901	733	23.41	25.6
Q69ZS8	779	21.71	23.13
Q62000	298	23.65	26.43
Q9D8V0	378	24.72	28.1
Q9DB91	199	20.41	22.15
Q9CR56	191	22.89	25.13
Q8R1M0	353	23.75	25.46
Q9CXU1	131	25.83	28.04
Q8C828	458	22.97	25.03
Q925H6	87	24.89	28.53
Q8BGA5	380	23.5	25.51
P09602	90	19.41	20.75
Q9JM63	379	24.09	26.74
P20937	262	25.15	27.99
Q99M74	516	22.11	24.08
B1AQ75	473	21.81	23.38
P18653	724	23.96	26.27
A6H8H5	907	23	24.76
O35737	449	22.89	24.82
Q9ESE1	2856	23.06	25.35
Q8VDM6	859	22.48	23.54
P58390	839	22.78	24.56
Q8R2R5	259	21.35	23.46
Q61179	399	22.91	24.21
Q8BPI1	814	21.13	22.28
O08648	1597	23.07	24.77
P68433	136	23	24.49
Q91W89	1039	23.98	25.97
Q8BUK6	718	22.07	23.67
P04945	108	23	25.59
Q9QUP5	356	24.96	27.5
P01899	362	23.84	25.52
P14434	256	23.75	26.39
Q3V1H3	1159	24.83	27.27
P01902	368	23.99	25.87
Q09TK9	105	24.81	27.51
P14438	227	24.17	26.72
Q9QXE0	581	23.07	25.17
Q8C561	694	26.03	28.65
Q9QZ04	1284	21.97	22.27
Q9D786	619	21.91	23.23
Q7TST5	411	22.96	25.5
Q9D281	569	20.44	22.17
P49442	396	22.52	25.2
Q8VI75	1082	22.53	24.76
Q9CR20	82	24.47	27.81
Q3UW68	665	24.7	26.94
A2ALI5	412	22.24	23.54
Q6ZQ06	1403	21.89	23.2
Q4VAA2	281	19.79	21
Q80Y55	427	21.43	22.59
P0C7Q1	202	21.94	22.92
Q3URR0	86	23.68	25.93
Q810B3	232	23.06	23.98
P86792	133	22.62	24.14
Q6P8H8	526	26.73	30.36
Q9R1K9	172	22.92	25.28
P0CB42	389	23.78	25.59
Q64152	204	20.77	22.57
P70677	277	24.36	27.21
Q9QZ82	526	24.96	27.38
P97864	303	23.13	25.54
O09161	415	23.47	26.1
Q8BMJ7	332	24.24	26.62
Q08EC4	804	21.9	23.5
Q6AW69	1298	21.26	22.37
Q8K2J4	934	21.4	23.04
P50428	506	22.6	24.72
Q32KI9	573	24.29	26.11
Q9JJ89	426	20.41	20.28
A3KGF9	545	20.41	20.87
Q9CWR0	618	22.13	23.55
Q3UZ09	482	23.82	25.76
Q9WV74	336	23.15	25.03
Q9ES30	246	23.97	26.02
Q7SIG6	958	22.46	24.35
Q9R1N9	751	19.36	20
P51682	354	27.14	30.54
Q3UHI0	833	22.12	23.8
Q9JIS7	1985	24.09	26.5
D3Z070	196	22.32	23.68
Q8R016	455	25.08	27.42
P41731	238	24.06	27.65
P70175	849	22.59	24.36
Q9DAJ5	96	23.12	25.18
P70424	1256	22.9	24.57
Q80TH2	1402	22.12	23.84
Q9JIW4	496	23.02	24.3
Q8K409	335	23.81	25.95
O08811	760	24.12	26.41
Q8BVG4	862	24.65	26.5
Q8VEJ1	310	23.62	26.21
Q9R1C6	564	24.38	26.69
Q61211	570	22.79	25.14
Q99LB6	334	23.52	25.34
P61375	402	22.5	24.07
Q80U63	757	23.55	25.6
Q6KAU4	317	22.88	24.42
Q3UGS4	97	22.45	23.93
P20109	131	23.04	25.92
P01672	111	22.89	25.05
Q8R1F0	94	21.6	23.26
P23150	254	23.93	26.61
Q6GU68	428	22.37	24.65
O54790	162	21.06	22.81
Q9DBH5	358	24.81	27.07
Q9JIT0	490	25.04	28.59
Q9QXL1	1668	22.05	23.78
Q6PFD6	834	21.73	23.08
Q9WV04	790	22.99	25.13
P28738	956	22.16	23.94
O08677	661	22.98	24.36
Q91UZ5	290	22.67	24.59
Q9EPW0	939	23.04	25.04
Q3UJK4	602	22.39	24.61
Q7TPD0	1041	23.35	25.47
Q924M5	281	23.23	24.88
Q8BGS2	86	23.51	24.24
Q5QNQ9	1845	20.61	21.58
A0A0B4J1L0	234	24.48	27.47
P49817	178	26.48	29.39
Q9WUM4	474	23.58	25.75
D3Z1D3	1412	21.33	22.17
P28662	125	24.76	26.74
Q8CHT0	562	23.53	25.76
Q6R0H6	725	21.74	22.01
Q8K1E6	286	24.14	25.14
E9Q7R9	1682	23.89	26.1
Q9D5Y1	937	22.85	24.59
Q9D6Y1	273	23.6	25.39
Q8VEG0	433	21.31	23.28
Q9Z1X0	120	22.52	23.78
Q8K479	243	22.19	23.87
Q99NG0	1466	22.33	23.98
Q5HZI2	419	20.87	22.38
A6PWV5	409	21.09	22.1
Q8VHP9	295	25.53	28.39
P27784	116	23.77	25.72
P0C7T6	687	21.19	22.3
Q8VBX0	278	22.06	24.38
Q64433	102	22.63	25.9
O70305	1285	20.89	21.45
Q62507	552	23.3	26.02
Q8BLX7	1580	19.84	20.61
Q6DIA7	600	20.42	21.46
P12658	261	23.75	26.85
Q91ZV8	1336	22.44	24.37
Q8R5G7	1538	22.63	24.18
Q8BG92	327	24.8	27.13
Q7TN05	154	26.41	29.31
Q9R159	760	24.71	26.88
Q8K368	1330	23.29	26.07
P20612	350	24.11	26.74
Q91VV4	469	24.21	26.25
Q61080	378	22.44	24.06
Q9DBZ5	218	24.45	26.97
Q91ZV3	769	22.84	24.9
Q8CDI2	640	21.97	23.94
Q56A04	373	22.23	23.66
Q8BMI0	1194	22.8	24.49
Q58FA4	860	21.78	23.45
P0C5I1	358	23.82	26.54
Q09143	622	24.05	27.51
P48299	214	21.66	22.24
Q9QYI5	324	21.87	23.32
Q9QXT5	275	22.24	23.56
Q30KP3	96	24.88	27.92
Q30KN3	62	25.31	27.76
Q8R2I3	63	27.84	30.39
Q7TNV7	63	28.1	31.62
Q99MS7	1716	20.25	21.16
Q5SQX6	1253	24.95	27.25
P17710	974	23.06	25.39
Q3TRM8	922	22.17	24.29
Q6NZQ8	289	23.61	25.49
Q8R412	90	18.31	22.28
Q811L6	2618	21.34	22.59
Q8VE43	311	23.23	24.64
Q9CR41	129	20.82	21.4
Q8R3N2	586	23.96	26.95
P26187	211	22.3	24.03
Q6ZPR6	1352	23.16	25.54
Q6PHB0	546	24.06	25.86
O35658	278	22.58	24.41
G3X9K3	1846	23.45	25.7
Q6A058	784	20.94	23.04
P01887	119	25.68	27.81
Q61337	204	21.4	21.88
P24807	76	20.94	24.15
Q9JIB3	1402	24.31	26.77
P97291	799	22.56	24.91
Q99KE3	325	23.72	25.65
O88630	250	23.18	25.33
Q8R059	347	23.28	25.53
Q7TQN9	365	24.9	27.6
Q8K157	342	23.81	26.09
Q3U3F9	336	27.26	30.81
P11403	202	23.32	25.84
Q8BQT2	410	23.95	25.91
Q8BYW9	527	25.73	28.13
Q80VA0	657	24.9	26.97
Q9D733	531	23.28	25.63
Q9D1U0	144	23.87	25.42
P97318	588	21.62	23.16
Q3UNH4	932	19.15	20.29
Q64695	242	23.76	26
Q8BHN3	944	24.42	26.37
Q91Z61	198	23.28	25.63
Q8BVW0	898	24.65	26.97
Q5NCQ5	438	22.92	24.96
Q8CA72	597	24.12	26.26
Q03145	977	23.47	25.61
Q811T9	852	21.29	22.51
Q3TDN0	1521	24.04	26.15
Q8BYG9	1007	22.37	23.98
P47743	908	24.37	26.84
Q60780	421	23.07	24.35
P97402	401	25.41	27.87
Q9DA01	134	24.37	26.47
G5E8P0	1769	23.02	24.75
Q8BMP6	525	22.42	23.4
Q8BKN5	1024	24.34	26.5
P08046	533	21.42	22.85
Q9CWG1	255	25.59	28.29
P50709	85	21.42	22.64
Q810D6	446	22.52	23.79
Q61483	722	22.55	24.28
A2AC93	623	23.41	25.23
Q8BLD9	478	24.16	26.44
P61168	444	25.51	28.16
Q9QZH6	435	24.09	25.36
Q8K2F3	205	21.57	22.3
A2ARP9	588	24.9	27.47
Q99J56	251	27.87	31.17
Q9D8N0	437	24.75	26.77
Q9D665	394	24.36	26.81
Q9QYI8	312	23.25	25.33
Q9D2H9	634	21.16	22.52
Q80X60	432	24.66	27.42
Q7TN08	757	21.04	21.82
Q8R2I5	79	23.87	26.96
Q30KM9	69	26.77	29.32
Q9WVK4	534	24.04	26.33
Q45VN2	95	21.81	23.14
Q8BGW9	78	26.07	28.8
Q70KL3	74	24.71	27.28
Q8C1P2	93	21.96	23.51
Q8VDP2	222	23.35	25.08
P56392	80	24.06	26.77
Q6S5G4	283	25.73	28.37
O08543	228	25.15	27.57
Q8BQU6	440	21.73	23.18
Q5UW37	119	24.53	25.57
Q9CQX2	146	23.56	25.34
O08528	917	23.22	25.48
Q9Z1P4	907	23.8	26.89
Q3UTA9	244	24.47	26.66
Q0VBD0	767	23.07	25.19
Q9CRB3	118	24.99	27.07
Q9DAR0	182	22.92	23.7
A2AMM0	362	21.82	23.06
O08688	640	24.25	26.19
Q6ZPS6	1085	22.52	24.02
Q9DB16	337	24.66	27.44
A2BGH0	617	22.02	25.03
Q8VC74	331	23.98	26.55
P07724	608	23.44	25.64
Q09M02	886	22.58	24.03
Q8BME9	198	23.4	26.68
Q3TTA7	982	22.83	24.18
Q810N9	267	22.77	24.26
Q8BGK9	164	21.52	23.21
Q8BI72	563	20.32	22.4
Q9D9P2	237	22.97	24.55
Q8BL95	290	23.29	24.83
Q8BH53	942	23.84	26.52
Q6PDY0	202	20.45	21.23
O35127	126	20.92	23.1
Q02067	231	20.55	21.71
Q3TZI6	379	24.53	26.6
P59384	950	22.95	24.92
Q9Z1K6	492	24.37	25.76
P50289	261	19.96	20.97
Q9QYJ0	412	22.54	24.25
Q8BIY1	525	22.01	22.69
Q9JLB4	3623	23.52	25.86
Q00420	383	21.1	22.81
Q3UWW6	683	22.04	23.7
Q9CXV1	159	23.57	26.36
Q8VC88	220	24.34	26.68
Q6P5D3	1388	23.19	25.22
Q91W53	137	23.59	25.46
Q3UPI1	517	23.46	25.2
Q8C0S1	1053	23.67	25.53
P50712	85	21.34	22.24
P50714	93	21.74	23.29
Q64521	727	23.31	25.66
Q5DW34	1296	21.58	23.18
Q9QXE2	573	22.47	24.02
P35737	261	24.54	26.92
Q9D8U3	272	23.72	26.18
Q8VCE2	372	22.94	25.08
Q8BX79	349	26.4	29.68
Q5RJI2	710	26.61	29.86
O35927	1247	21.49	23.08
Q8K2D3	508	22.5	24.29
Q9CR35	263	22.96	25.76
