Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
AT1G26550.1	142	22.23	24.66
AT4G09100.1	132	24.66	26.57
AT1G62440.1	786	23.07	24.43
AT1G77280.2	753	22.32	24.9
AT1G77280.1	753	22.32	24.9
AT3G01390.4	110	20.76	22.06
AT3G01390.2	110	20.76	22.06
AT3G01390.1	110	20.76	22.06
AT3G01390.3	110	20.76	22.06
AT4G33980.2	232	21.26	22.84
AT4G33980.1	218	21	22.56
AT1G40087.1	390	23.79	25.63
AT4G28160.1	111	22.1	23.89
AT3G49330.1	186	25.17	28.28
AT3G49330.2	206	25.3	28.33
AT4G20760.1	298	22.51	25.09
AT4G20760.2	318	22.8	25.33
AT2G19365.1	84	25.34	27.67
AT1G80500.2	135	24.4	27.2
AT1G80500.1	135	24.4	27.2
AT3G50770.1	205	22.9	25.22
AT2G47520.1	171	22.69	24.41
AT5G39650.1	244	23.89	26.49
AT5G48110.1	339	26.1	28.76
AT3G27180.1	518	23.63	25.83
AT2G02700.1	499	24.88	26.98
AT5G23350.1	218	24.05	27.1
AT1G70770.2	610	22.64	25.15
AT1G70770.1	610	22.64	25.15
AT3G23605.1	152	23.48	25.37
AT1G73140.1	413	26.08	28.45
AT1G61430.4	561	24.13	26.87
AT1G61430.11	780	24.1	26.67
AT1G61430.3	593	24.15	26.92
AT1G61430.2	584	24.46	27.29
AT1G61430.8	724	24.63	27.5
AT1G61430.12	780	24.1	26.67
AT1G61430.5	727	24.61	27.46
AT1G61430.1	806	24.32	26.95
AT1G61430.13	780	24.1	26.67
AT1G61430.10	701	24.37	27.16
AT1G61430.9	803	24.34	26.99
AT1G61430.7	724	24.63	27.5
AT1G61430.6	584	24.46	27.29
AT1G75760.2	257	26.39	29.73
AT1G75760.1	272	26.07	29.44
AT1G75760.3	228	25.94	29.22
AT5G38530.1	506	23.43	25.39
AT1G01200.1	237	22.72	25.11
AT3G15356.1	271	23.52	26.53
AT2G38760.1	321	23.41	26.08
AT1G10270.1	913	22.42	23.59
AT4G14105.1	66	25.16	26.73
AT3G19180.2	748	22.65	25.07
AT3G19180.1	819	22.71	25.01
AT1G10850.1	663	22.38	24.85
AT3G10560.1	514	24.18	26.56
AT5G54760.2	113	22.6	25.2
AT5G54760.4	113	22.6	25.2
AT5G54760.3	113	22.6	25.2
AT5G54760.1	113	22.6	25.2
AT1G27960.2	431	23.66	25.66
AT1G27960.3	465	23.72	25.51
AT1G27960.1	539	23.47	25.23
AT2G04900.1	128	24.78	27.57
AT2G04900.2	96	23.83	26.27
AT5G64940.1	761	23.53	26.05
AT5G64940.2	761	23.53	26.05
AT5G56700.1	284	25.19	28.46
AT5G56700.2	360	24.83	27.95
AT3G50950.2	852	23.83	26.27
AT3G50950.1	852	23.83	26.27
AT4G21430.1	927	22.99	24.9
AT1G31190.1	371	23.12	25.68
AT1G18480.1	391	23.42	25.69
AT2G21010.1	256	24.6	26.64
AT3G20000.2	238	23.39	26.41
AT3G20000.1	309	23.28	26.19
AT2G15025.1	185	24.69	28.22
AT3G26110.1	128	19.47	22.25
AT3G28170.1	207	23.62	26.57
AT3G49140.1	499	21.55	23.38
AT1G02930.2	208	24.47	26.81
AT1G02930.1	208	24.47	26.81
AT1G06137.1	68	22.56	25.12
AT4G20990.1	267	24.92	26.86
AT1G20290.1	382	23.81	25.79
AT5G03870.1	384	23.09	24.83
AT4G26290.1	75	21.44	21.75
AT3G29670.1	451	23.88	26.55
AT4G11260.1	358	22.78	25.04
AT4G01060.3	75	23.52	24.49
AT4G01060.2	74	23.63	24.69
AT4G01060.1	77	23.31	24.32
AT1G28280.1	247	21.5	22.71
AT1G28280.2	243	21.83	23
AT5G60520.1	338	23.73	26.12
AT4G19600.1	541	22.31	23.95
AT5G15060.1	141	23.12	24.21
AT3G17225.1	185	23.56	27
AT3G54740.8	390	22.87	24.81
AT3G54740.1	390	22.87	24.81
AT3G54740.3	438	22.79	24.82
AT3G54740.6	438	22.79	24.82
AT3G54740.2	438	22.79	24.82
AT3G54740.7	390	22.87	24.81
AT3G54740.4	390	22.87	24.81
AT3G54740.5	438	22.79	24.82
AT2G43640.1	121	23.28	25.93
AT2G43640.3	112	22.94	25.54
AT2G43640.2	121	23.28	25.93
AT4G38120.4	1070	23.72	26.36
AT4G38120.2	465	24	26.5
AT4G38120.1	1165	23.58	26.2
AT4G38120.3	1168	23.48	26.11
AT3G52900.1	164	22.32	24.03
AT2G41950.1	266	23.48	25.88
AT5G26210.1	255	23.14	24.72
AT3G27320.1	460	23.1	25.44
AT3G27320.2	428	23.35	25.62
AT2G05330.2	171	23.36	26.18
AT2G05330.1	215	23.72	26.39
AT5G64140.1	64	22.59	23.96
AT3G16930.1	69	22.99	24.95
AT1G60280.1	347	25.31	27.68
AT2G02795.1	140	23.16	26.53
AT4G11420.1	987	23.06	24.59
AT3G01500.2	347	22.89	25.76
AT3G01500.1	270	23.57	26.64
AT3G01500.3	336	22.67	25.5
AT3G01500.4	259	23.31	26.34
AT5G41430.1	161	23.99	25.32
AT3G18250.1	76	21.23	24.41
AT4G36600.2	359	21.56	24.1
AT4G36600.1	353	21.5	24.1
AT5G36910.1	134	21.56	24.81
AT3G46700.1	447	23.82	26.07
AT1G03360.1	322	23.02	24.92
AT3G45275.1	114	25.48	28.99
AT2G36854.1	61	24.95	27.3
AT5G10660.3	407	19.72	20.82
AT5G10660.2	452	20.22	21.07
AT5G10660.1	407	19.72	20.82
AT2G09990.1	146	24.33	26.39
AT3G06400.1	1055	23.45	25.38
AT3G06400.2	1056	23.44	25.36
AT3G06400.3	1057	23.44	25.38
AT3G52260.3	416	23.41	25.84
AT3G52260.1	294	23.32	25.6
AT3G52260.4	346	23.42	25.87
AT3G52260.2	369	23.02	25.12
AT5G64400.1	144	19.97	21.08
AT5G64400.2	162	22.15	23.9
AT5G64400.3	118	23.8	26.68
AT3G29645.1	138	23.58	25.82
AT3G17910.1	354	24.02	25.94
AT4G33590.1	466	25.1	27.57
AT4G34710.1	711	22.64	25.08
AT4G34710.2	711	22.64	25.08
AT5G64010.1	236	22.05	24.21
AT2G43510.1	89	24.88	27.52
AT1G60160.1	827	24.63	27.78
AT4G09020.1	764	24.22	26.68
AT3G07720.1	329	23.34	25.54
AT3G09770.2	341	22.75	23.92
AT3G09770.1	388	22.61	23.74
AT4G38825.1	89	24.27	26.75
AT1G56430.1	324	23.67	26.34
AT4G16330.2	364	23.39	25.59
AT4G16330.1	258	23.52	25.64
AT4G23920.1	350	23.08	25.71
AT1G28490.2	206	23.05	25.29
AT1G28490.1	245	23.07	25.09
AT1G28490.3	200	22.88	25.07
AT1G54100.2	508	22.27	24.88
AT1G54100.1	508	22.27	24.88
AT3G14890.2	684	22.79	25.1
AT3G14890.1	694	22.79	25.14
AT4G21780.1	115	24.23	26.02
AT4G21780.3	115	24.23	26.02
AT4G21780.2	115	24.23	26.02
AT3G26120.1	615	23.73	25.12
AT5G15320.2	50	22.91	26.19
AT5G15320.1	53	23.14	26.63
AT5G04500.1	765	25	27.7
AT5G64690.1	344	20.64	22.44
AT2G30020.1	396	21.66	23.71
AT4G30580.1	356	24.45	27.08
AT1G56080.1	310	21.64	23.46
AT5G51790.2	254	23.3	25.09
AT5G51790.4	189	22.85	24.37
AT5G51790.3	269	23.04	24.91
AT5G51790.1	204	22.54	24.18
AT1G68260.1	190	24.83	27.34
AT3G12470.1	220	25.23	27.42
AT1G72860.2	1306	24.25	26.76
AT1G72860.1	1163	24.37	27.02
AT1G72860.3	1132	24.27	26.86
AT1G73510.1	155	22.11	24.12
AT5G43513.1	91	25.07	27.71
AT3G04630.2	286	21	22.37
AT3G04630.1	287	20.98	22.33
AT3G04630.3	291	20.93	22.29
AT5G44574.1	106	21.86	23.99
AT5G15537.2	71	24.89	27.19
AT5G15537.1	71	24.89	27.19
AT3G18240.2	419	22.91	24.54
AT3G18240.1	419	22.91	24.54
AT5G17450.1	149	24.37	26.44
AT5G17450.2	105	24.05	25.92
AT3G49820.1	161	22.79	24.85
AT4G36580.1	632	22.52	24.16
AT5G40153.1	95	21	22.29
AT4G37500.1	124	23.72	26.46
AT3G55720.1	438	22.82	25.24
AT1G68800.2	362	23.75	25.61
AT1G68800.1	356	23.87	25.71
AT4G06655.1	108	24.77	27.42
AT1G04950.3	549	23.22	25.34
AT1G04950.2	549	23.22	25.34
AT1G04950.1	549	23.22	25.34
AT4G13960.2	464	25.09	28.21
AT4G13960.4	395	25.07	28.24
AT4G13960.1	464	25.09	28.21
AT4G13960.3	395	25.07	28.24
AT2G15610.1	153	24.64	26.61
AT1G36920.3	177	25.13	28.18
AT1G36920.1	177	25.13	28.18
AT1G36920.2	177	25.13	28.18
AT4G05091.1	66	20.8	23.44
AT3G16240.1	250	22.93	26.7
AT1G29965.1	178	26.42	28.6
AT5G10420.1	489	25.8	29.66
AT4G23190.2	582	23.23	26.07
AT4G23190.3	589	23.13	25.73
AT4G23190.1	667	23.16	25.82
AT4G23190.4	589	23.13	25.73
AT4G11280.1	495	23.97	26.27
AT5G27290.2	262	23.31	26.31
AT5G27290.1	341	23.06	26.02
AT4G31875.1	138	24.18	25.47
AT1G68010.3	360	23.84	26.63
AT1G68010.2	387	23.28	25.93
AT1G68010.1	386	23.28	25.93
AT1G68190.1	356	23.28	25.24
AT1G68190.3	356	23.28	25.24
AT1G68190.2	385	23.62	25.75
AT4G37240.1	168	21.63	24.01
AT1G29700.2	350	22.77	25.6
AT1G29700.1	350	22.77	25.6
AT3G57670.1	383	24	24.99
AT1G68030.1	315	23.27	25.55
AT1G68030.3	254	22.42	24.49
AT1G68030.2	270	23.36	25.54
AT3G12580.1	650	22.03	24.37
AT5G37474.1	80	23.17	25.89
AT2G30840.2	306	24.17	26.85
AT2G30840.1	362	24.13	26.71
AT2G30840.3	356	24.19	26.77
AT4G01580.1	190	24.69	26.61
AT5G39610.1	285	25.16	27.4
AT1G63840.1	166	24.94	27.15
AT2G43230.1	406	23.02	24.97
AT2G43230.2	440	23.05	25.06
AT5G60450.1	788	22.75	24.62
AT5G60450.2	764	22.99	24.84
AT5G11330.1	408	23.92	26.51
AT5G11330.2	262	24.43	27.37
AT3G43590.1	551	22.8	23.64
AT3G23320.1	191	25.3	27.31
AT1G01030.1	358	23	24.93
AT1G01030.2	335	22.72	24.61
AT5G67270.1	329	22.17	24.07
AT2G02970.1	555	23.81	26.45
AT2G40030.2	1775	22.9	25.18
AT2G40030.1	1976	22.48	24.55
AT1G14040.1	813	25.27	28.09
AT5G48530.1	195	24.84	25.75
AT5G25810.1	218	22.53	24.44
AT5G47380.5	542	23.91	26.06
AT5G47380.2	503	23.5	25.53
AT5G47380.3	500	23.23	25.14
AT5G47380.4	598	23.66	25.75
AT5G47380.1	618	23.54	25.7
AT5G38960.1	223	23.4	26.61
AT1G58807.1	1017	24.51	27.06
AT1G58807.2	855	24.22	26.8
AT1G80190.6	201	24.36	26.62
AT1G80190.1	201	24.36	26.62
AT1G80190.3	201	24.36	26.62
AT1G80190.5	207	24.95	27.35
AT1G80190.4	201	24.36	26.62
AT1G80190.2	152	24.14	26.39
AT5G61605.1	82	24.82	27.04
AT2G02050.1	103	23.4	25.08
AT5G49540.1	114	26.22	30.58
AT5G49540.2	107	25.79	30.05
AT2G21960.1	332	22.64	25.56
AT1G68765.1	77	24.58	27.17
AT5G08200.1	409	21.81	23.69
AT5G24320.1	694	23.01	25.18
AT5G24320.2	698	23.05	25.24
AT5G40230.1	370	24.6	28.35
AT3G27230.1	410	23.88	26.91
AT3G02730.1	178	22.75	25.56
AT2G13800.4	484	23.39	25.84
AT2G13800.3	601	23.33	25.81
AT2G13800.1	601	23.33	25.81
AT2G13800.2	484	23.39	25.84
AT5G16100.2	446	22.65	24.66
AT5G16100.1	357	22.35	24.36
AT1G04230.1	325	22.19	23.7
AT1G04230.2	324	22.16	23.66
AT3G02810.1	558	21.73	23.63
AT4G03175.1	98	24.19	26.32
AT3G54010.2	545	23.95	26
AT3G54010.1	635	23.5	25.54
AT3G04000.1	272	21.27	23.88
AT1G06980.1	169	22.33	23.96
AT1G65490.3	97	22.59	24.69
AT1G65490.1	88	22.76	24.8
AT1G65490.2	111	23.59	25.97
AT3G49540.1	166	18.15	18.89
AT3G50340.1	403	22.61	24.49
AT3G47930.1	610	23.48	25.31
AT3G47930.2	565	23.59	25.48
AT1G62750.1	783	22.68	24.91
AT4G01535.1	137	24.1	26.79
AT2G20618.1	88	24.47	25.96
AT4G18890.2	208	21.65	23.32
AT4G18890.1	284	22.26	23.83
AT1G17090.1	93	22.47	25.26
AT1G17090.3	93	22.47	25.26
AT1G17090.5	93	22.47	25.26
AT1G17090.4	93	22.47	25.26
AT1G17090.2	93	22.47	25.26
AT3G50530.2	632	23.61	25.97
AT3G50530.1	601	23.51	25.77
AT2G17480.1	593	25.41	28.24
AT4G29103.1	70	29.55	34.33
AT5G45290.2	546	21.4	22.49
AT5G45290.1	545	21.41	22.51
AT5G39770.1	1272	23.16	25.73
AT5G07700.1	338	23.09	25.25
AT5G07700.2	338	23.09	25.25
AT3G47170.1	468	22.93	25.48
AT2G11005.1	170	17.51	20.93
AT2G26280.3	567	21.92	23.77
AT2G26280.5	494	22.15	24.19
AT2G26280.1	567	21.92	23.77
AT2G26280.6	415	21.76	23.94
AT2G26280.2	494	22.15	24.19
AT2G26280.4	415	21.76	23.94
AT2G26280.7	429	21.76	23.79
AT2G13790.1	620	23.03	25.53
AT3G15220.1	690	21.79	23.49
AT4G39000.1	493	24.07	26.81
AT4G12610.2	649	21.33	23.12
AT4G12610.1	543	20.97	22.67
AT3G54240.1	350	25.12	27.2
AT1G31160.1	187	22.81	24.96
AT1G31160.2	147	22.63	24.98
AT3G28570.2	458	25.34	28.28
AT3G28570.1	451	25.33	28.3
AT2G30440.1	340	23.91	26.38
AT2G40400.2	735	22.5	24.81
AT2G40400.3	651	22.69	25.02
AT2G40400.1	735	22.5	24.81
AT1G71860.1	340	23.07	25.36
AT1G71860.2	277	23.53	25.67
AT1G71860.3	340	23.07	25.36
AT4G16060.1	289	23.59	25.68
AT5G57800.1	632	26.58	29.36
AT1G45230.1	219	24.5	26.08
AT1G45230.2	219	24.79	26.36
AT2G16620.1	133	23.32	26.2
AT5G51180.2	357	23.68	25.65
AT5G51180.1	357	23.68	25.65
AT1G26590.4	361	22.1	24.22
AT1G26590.3	361	22.1	24.22
AT1G26590.1	361	22.1	24.22
AT1G26590.2	379	22.27	24.37
AT1G77180.1	613	22.11	23.54
AT1G77180.3	511	22.04	23.34
AT1G77180.2	613	22.11	23.54
AT1G47786.1	186	24.89	27.58
AT3G49440.1	200	27.17	29.93
AT3G44700.2	186	25.33	27.31
AT3G44700.1	213	25.45	27.82
AT5G60590.1	164	22.94	25.34
AT5G60590.3	186	23.06	25.73
AT5G60590.2	288	22.34	24.68
AT2G31440.2	250	25.66	29.32
AT2G31440.1	250	25.66	29.32
AT3G11940.1	207	22.63	24.88
AT3G11940.2	207	22.63	24.88
AT5G54220.1	96	23.92	26.31
AT3G42950.1	484	24.49	27.2
AT2G37810.1	233	24.27	25.67
AT1G55880.2	348	22.22	24.53
AT1G55880.1	421	22.49	25
AT5G62810.1	507	21.36	22.33
AT3G29160.1	512	24.39	26.48
AT3G29160.3	359	24.66	26.87
AT3G29160.2	512	24.39	26.48
AT4G11820.2	461	23.73	26.71
AT4G11820.3	406	23.9	26.91
AT4G11820.1	406	23.9	26.91
AT5G06590.1	314	22.3	25.09
AT5G06590.2	300	22.03	24.8
AT4G14615.1	76	23.93	26.3
AT5G14570.1	493	23.51	26.61
AT2G33730.1	733	22.84	23.94
AT1G29500.1	135	24.75	27.1
AT2G26380.1	480	23.43	26.85
AT2G21810.1	128	26.93	29.11
AT4G36640.2	234	24.88	26.7
AT4G36640.1	294	24.47	26.3
AT4G36640.3	294	24.47	26.3
AT2G05510.2	104	20.44	21.8
AT2G05510.5	101	20.7	22.02
AT2G05510.1	127	20.73	22.17
AT2G05510.3	90	20.88	22.41
AT2G05510.6	93	20.99	22.63
AT2G05510.4	99	20.51	21.19
AT1G25490.1	588	23.03	25.55
AT2G35410.1	308	21.73	24.04
AT2G42450.1	546	23.65	26.13
AT1G50770.1	632	21.98	23.96
AT2G35330.1	738	22.18	24.26
AT2G35330.2	711	21.86	23.87
AT3G57830.3	662	22.74	25.42
AT3G57830.1	662	22.74	25.42
AT3G57830.2	471	23.24	26.14
AT4G17980.1	262	24.89	27.18
AT4G17980.2	292	24.91	27.35
AT1G76150.1	309	23.24	25.97
AT5G07410.1	361	24.06	26.83
AT3G61740.2	982	23.81	25.75
AT3G61740.1	1018	23.96	25.96
AT4G35570.1	125	22.2	24.24
AT4G35570.2	125	22.2	24.24
AT2G46700.2	414	24.27	26.75
AT2G46700.3	414	24.27	26.75
AT2G46700.1	595	23.68	25.79
AT3G59320.1	339	24.96	28.68
AT3G59320.2	238	24.84	28.43
AT4G22700.1	192	22.86	25.32
AT3G13845.2	70	19.29	22.2
AT3G13845.1	70	19.29	22.2
AT1G12663.1	115	22.98	25.76
AT2G26640.1	509	24.93	27.86
AT4G11170.1	1095	24.63	26.94
AT1G33102.1	32	21.32	22.55
AT2G22050.2	258	24.38	26.86
AT2G22050.1	259	24.33	26.81
AT1G13550.1	388	24.76	26.97
AT4G28270.1	193	24.04	25.71
AT3G24670.1	440	23.77	25.96
AT4G31500.1	499	24.86	27.55
AT3G15130.1	689	24.12	26.82
AT1G48285.1	152	25.5	28.29
AT4G28660.2	198	22.85	24.81
AT4G28660.1	183	22.68	24.6
AT2G23360.1	898	21.69	23.53
AT3G10380.2	1033	22.5	24.69
AT3G10380.1	1053	22.45	24.64
AT5G06030.1	150	27.05	30.26
AT4G18220.1	390	24.23	27.76
AT3G57140.2	801	23.34	25.24
AT3G57140.1	801	23.34	25.24
AT1G70910.1	161	23.55	25.7
AT2G07739.1	199	28	31.8
AT5G53240.1	361	24.13	26.44
AT1G04645.1	128	27.7	30.46
AT4G39780.1	272	23.51	25.49
AT4G03360.1	322	22.67	24.52
AT2G05970.1	377	25.68	28.45
AT5G23760.1	103	22.07	24.65
AT5G23760.2	92	21.81	24.16
AT3G21060.1	547	22.54	24.74
AT5G24318.3	319	23.59	26.16
AT5G24318.4	372	23.87	26.62
AT5G24318.1	458	23.58	26.2
AT5G24318.2	452	23.63	26.23
AT1G74830.1	542	22.86	25.3
AT1G09483.1	105	24.16	26.08
AT5G25260.1	463	22.83	25.27
AT1G47813.1	64	21.55	23.92
AT2G15590.2	155	23.66	25.34
AT2G15590.1	125	23.49	25.13
AT2G18080.1	489	24.82	27.54
AT1G12030.1	295	23.59	25.31
AT2G22530.1	958	24.66	28.07
AT4G30480.3	161	20.64	22.28
AT4G30480.1	208	20.87	22.44
AT4G30480.2	277	21.24	23.07
AT2G25210.1	44	28.85	30
AT3G49530.1	469	22.95	25.24
AT3G49530.2	409	22.94	24.99
AT1G72600.1	135	24.9	26.11
AT1G72600.2	135	24.9	26.11
AT4G36150.1	1179	24.27	27.19
AT2G02790.2	597	20.88	22.61
AT2G02790.3	597	20.88	22.61
AT2G02790.1	636	21.24	23.02
AT4G36530.2	378	23.94	26.53
AT4G36530.1	321	24.32	27.05
AT1G51760.1	440	23.47	25.85
AT2G40520.1	502	23.66	26.39
AT2G40520.4	502	23.66	26.39
AT2G40520.2	502	23.66	26.39
AT2G40520.6	502	23.66	26.39
AT2G40520.3	502	23.66	26.39
AT2G40520.5	502	23.66	26.39
AT3G09720.2	541	23.31	25.59
AT3G09720.1	541	23.31	25.59
AT4G33010.2	976	23.06	25.26
AT4G33010.1	1037	23.09	25.29
AT5G24820.1	407	22.47	25.38
AT2G15670.1	193	24.62	27.11
AT5G54690.1	535	24.76	27.25
AT2G38905.1	54	27.46	31.88
AT1G40390.1	426	23.83	25.97
AT4G21865.1	154	22.49	24.65
AT3G10195.1	81	23.74	26.36
AT4G13450.1	219	21.27	23.58
AT4G13450.2	169	21.02	23.22
AT5G45140.3	832	23.65	26.12
AT5G45140.2	1161	23.61	26.07
AT5G45140.1	1161	23.61	26.07
AT4G27540.1	241	23.53	26.68
AT4G27540.2	208	23.79	26.87
AT2G03170.1	149	23.38	25.69
AT5G22980.1	505	24.62	27.86
AT3G56480.1	490	22.39	24.24
AT2G18750.3	622	22.76	24.68
AT2G18750.2	622	22.76	24.68
AT2G18750.1	622	22.76	24.68
AT4G35030.8	321	25.1	27.48
AT4G35030.7	448	23.42	25.75
AT4G35030.1	321	25.1	27.48
AT4G35030.3	448	23.42	25.75
AT4G35030.2	379	24.04	26.5
AT4G35030.4	334	24.29	26.92
AT4G35030.9	307	23.02	25.38
AT4G35030.6	448	23.42	25.75
AT4G35030.5	448	23.42	25.75
AT5G14510.1	327	21.7	24.25
AT3G15410.1	584	21.84	24.74
AT3G15410.2	590	21.95	24.84
AT3G44006.1	59	23.01	25.25
AT1G07240.1	480	23.48	25.82
AT4G05140.1	419	25.51	29.4
AT2G31980.1	147	22.89	25.48
AT4G17220.1	513	21.68	23.28
AT3G23800.2	448	24.39	26.88
AT3G23800.1	480	23.99	26.43
AT3G29033.1	167	21.17	23.04
AT3G06250.2	764	24.32	26.32
AT3G06250.1	764	24.32	26.32
AT3G06250.3	764	24.32	26.32
AT3G14270.2	1791	22.98	25.02
AT3G14270.1	1791	22.98	25.02
AT2G17470.1	538	24.21	26.75
AT2G17470.2	560	24.26	26.85
AT3G03847.1	131	23.25	25.96
AT1G08820.1	386	22.69	24.87
AT1G08820.5	386	22.69	24.87
AT1G08820.3	386	22.69	24.87
AT1G08820.4	386	22.69	24.87
AT1G08820.2	386	22.69	24.87
AT5G11410.2	246	24.93	27.78
AT5G11410.1	336	24.55	27.22
AT1G01460.1	427	23.94	26.54
AT5G47740.2	246	22.14	23.72
AT5G47740.1	244	22.2	23.83
AT3G14650.1	512	24.85	27.22
AT1G24490.1	499	22.98	25.34
AT1G24490.2	462	22.79	25
AT2G37330.1	273	24.42	27.88
AT5G45730.1	560	25.26	27.17
AT4G37480.1	531	23.9	25.99
AT2G45910.2	834	22.51	24.2
AT2G45910.1	834	22.51	24.2
AT2G12480.4	444	24.48	27.24
AT2G12480.2	443	24.5	27.28
AT2G12480.3	468	24.63	27.46
AT2G12480.1	442	24.5	27.28
AT4G31410.1	308	22.94	24.07
AT4G31410.2	308	22.94	24.07
AT4G31410.3	308	22.94	24.07
AT1G43720.1	314	22.81	24.29
AT5G46890.1	127	23.2	26.91
AT2G39940.1	592	23.9	26.22
AT1G29620.1	146	20.71	22.44
AT4G30020.3	816	23.05	25.53
AT4G30020.1	816	23.05	25.53
AT4G30020.4	816	23.05	25.53
AT4G30020.2	816	23.05	25.53
AT5G44005.1	94	25.67	27.57
AT4G15885.1	113	22.02	23.38
AT1G58602.2	1138	24.78	27.27
AT1G58602.1	1138	24.78	27.27
AT3G09430.3	247	22.57	25.11
AT3G09430.2	247	22.57	25.11
AT3G09430.1	301	22.73	24.6
AT3G13040.3	449	21.81	23.42
AT3G13040.1	449	21.81	23.42
AT3G13040.2	449	21.81	23.42
AT1G63700.1	883	21.95	23.4
AT1G63700.2	883	21.95	23.4
AT4G12300.1	516	24.39	26.93
ATCG00220.1	34	25.6	30.28
AT2G41060.1	451	21.45	22.9
AT2G41060.3	451	21.45	22.9
AT2G41060.2	451	21.45	22.9
AT1G51805.1	884	23.34	26.14
AT1G51805.2	860	23.28	26.06
AT5G23190.1	559	25.05	27.85
AT1G23250.1	205	25.58	28.08
AT1G23250.2	175	25.2	27.99
AT5G48655.1	203	21.67	22.86
AT5G48655.5	203	21.67	22.86
AT5G48655.4	203	21.67	22.86
AT5G48655.2	203	21.67	22.86
AT5G48655.3	203	21.67	22.86
AT5G48655.6	203	21.67	22.86
AT4G29680.1	496	23.81	26.4
AT2G11225.1	320	23.36	24.98
AT4G16265.2	133	24.54	26.51
AT4G16265.1	114	23.39	24.61
AT5G67530.1	595	23.01	25.5
AT5G56170.1	168	23.86	27.27
AT2G17170.1	328	23.26	25.72
AT2G24280.1	494	25.1	27.54
AT2G24280.2	434	25.25	27.82
AT1G63750.3	1131	23.49	25.87
AT1G63750.1	964	23.34	25.65
AT1G63750.2	964	23.34	25.65
AT2G07667.1	218	23.59	26.46
AT2G07667.2	201	22.75	25.34
AT5G41390.1	264	23.9	25.69
AT5G41390.2	206	23.55	25.05
AT3G09830.2	418	23.39	25.77
AT3G09830.3	418	23.39	25.77
AT3G09830.1	418	23.39	25.77
AT5G27360.2	374	25.25	28.84
AT5G27360.4	434	24.8	28.11
AT5G27360.5	374	25.25	28.84
AT5G27360.3	526	24.86	28.34
AT5G27360.1	478	24.74	28.24
AT5G50550.1	383	22.75	25.48
AT2G34390.3	217	23.03	26.48
AT2G34390.2	246	23.54	26.83
AT2G34390.4	226	23.38	26.57
AT2G34390.1	288	23.12	26.33
AT4G21860.4	202	23.49	25.42
AT4G21860.2	184	23.68	26.14
AT4G21860.1	202	23.49	25.42
AT4G21860.3	202	23.49	25.42
AT2G41520.2	1077	22.15	24.14
AT2G41520.1	1108	22.14	24.11
AT2G41520.3	1008	22.07	24.06
AT3G61140.1	441	23.86	26.35
AT5G33898.1	248	22.34	24.14
AT3G13380.1	1164	22.77	25.91
AT5G39830.1	448	21.82	24.7
AT5G39830.2	434	21.93	24.8
AT4G09830.1	191	21.77	23.01
AT5G44540.1	119	22.7	25.5
AT2G32780.1	1083	22.28	24.3
AT1G04140.1	790	22.23	23.89
AT1G04140.2	793	22.25	23.88
AT5G54680.1	234	21.55	23.12
AT2G02660.1	421	25.22	27.88
AT3G52510.1	216	25.34	28.17
AT3G52510.2	214	25.54	28.37
AT5G66053.1	48	24.35	25.58
AT5G24150.1	516	23.21	25.96
AT5G24150.2	490	23.1	25.76
AT1G08200.1	389	23.97	26.32
AT1G35240.1	592	23.85	26.08
AT5G57140.1	397	25.35	27.91
AT1G16300.1	420	22.23	24.96
AT1G09280.1	581	23.61	26.01
AT4G21590.1	294	24.91	27.41
AT4G21590.2	294	24.91	27.41
AT1G73770.1	191	21.95	24.21
AT1G73770.2	191	21.95	24.21
AT1G73770.3	162	22.51	24.77
AT3G61710.1	517	23.33	25.4
AT3G61710.2	386	23.18	24.98
AT3G61710.3	318	23.28	25.14
AT3G61710.4	467	23.31	25.25
AT3G24160.1	364	22.16	25.32
AT4G20060.1	1134	24.18	27.19
AT4G25630.1	320	22	23.91
AT1G10050.3	1095	23.67	26.07
AT1G10050.2	1063	23.56	25.88
AT1G10050.1	1063	23.56	25.88
AT2G40890.1	508	24.56	26.53
AT5G16470.2	104	22.22	23.6
AT5G16470.1	104	22.22	23.6
AT5G13850.1	204	19.99	22.08
AT5G25415.1	334	24.29	26.94
AT2G05117.1	90	24.89	26.94
AT5G18640.1	357	24.74	27.32
AT5G18640.5	286	25.03	27.6
AT5G18640.4	369	24.92	27.54
AT5G18640.2	369	24.92	27.54
AT5G18640.3	357	24.74	27.32
AT4G04770.1	557	23.29	25.88
AT1G30845.1	118	23.48	27.71
AT1G65700.3	141	24.2	27.13
AT1G65700.2	98	22.33	24.87
AT1G65700.1	98	22.33	24.87
AT4G19230.1	467	24.79	27.25
AT4G19230.2	484	24.96	27.35
AT2G27980.1	1072	22.29	24.51
AT1G54650.3	319	25.35	27.64
AT1G54650.1	299	25.31	27.58
AT1G54650.2	211	24.69	26.61
AT1G35460.2	229	21.94	23.73
AT1G35460.1	259	21.38	22.84
AT5G62350.1	202	22.32	25.18
AT3G20015.1	470	23.15	25.76
AT4G35900.1	285	21.18	22.33
AT4G35900.2	244	21.05	22.17
AT1G19230.2	952	24.24	26.78
AT1G19230.1	926	24.22	26.81
AT2G18685.1	67	25.3	28.54
AT1G77940.1	112	23.43	26.61
AT3G57850.1	90	24.19	28.22
