Protein.ID	protein_ZT0	protein_ZT4	protein_ZT8	protein_ZT12	protein_ZT16	protein_ZT20	protein_ZT24	protein_ZT28	protein_ZT32	protein_ZT36	protein_ZT40	protein_ZT44	protein_ZT48	protein_ZT52	protein_ZT56	protein_ZT60	protein_ZT64	protein_ZT68	protein_ZT72	protein_ZT76	protein_ZT80	protein_ZT84	protein_ZT88	protein_ZT92	protein_ZT96	protein_ZT100	protein_ZT104	protein_ZT108	protein_ZT112	protein_ZT116	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost	Mass	Uniprot.ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown
Ot12g01320	2129096.809	1760907.032	1954331.58	2411149.477	2293956.967	2172504.115	1798460.247	2010575.07	1730744.678	2391226.715	2146079.252	2430651.884	1310266.327	1736740.82	1882309.348	2326908.934	1830160.291	2018619.351	1277993.041	1683010.54	1725517.265	2067842.537	2785333.344	2192352.911	1881311.805	1911667.969	2002833.665	1626614.622	1722218.045	2031419.405	1974760.13486667	2785333.344	0.00910219336234866	448	19.73	49.24	NA	7.205599278	7.231636926	7.045040474	7.711644975	7.794816604	7.775605072	8.054836872	8.04983656	8.143629079	7.968967394	7.531825453	7.678696821	7.609437162	7.579342651	7.440114255	7.161586409	7.114842396	7.0722902125	6.948333202	6.502997537	6.579067055	6.681548125	6.485479482	6.428854112	7.3248345044375	8.143629079	7.10155929959505e-07	7.10155929959505e-07
Ot12g01710	138616.4889	131591.6119	144821.563	125007.4102	134555.7318	139761.5603	104044.4455	148944.5706	123517.7012	131455.7348	116979.1828	167579.3721	113187.6357	159133.2743	156846.358	163171.1458	133695.8149	133671.7977	100314.8767	111288.4853	113197.9579	117061.675	127380.8965	150669.9888	125430.6997	132502.1647	140915.5431	113403.5903	94583.74113	119942.6214	130442.454667667	167579.3721	0.839013533292414	409	18.63	45.466	NA	7.169041181	7.019947852	7.04028647	6.889420208	6.970257988	7.072345664	7.362054242	7.412693718	7.6092053	7.229446222	7.301010235	7.479127999	7.303531232	7.173415856	7.057110178	7.443020359	7.542654662	7.507666159	7.739241215	7.91531507	8.129403914	7.391762348	7.400989079	7.460837432	7.35915769095833	8.129403914	0.0104282337560698	0.0104282337560698
Ot12g02520	286442.2024	239066.0705	236641.7521	211814.7265	251224.0583	263161.0157	335737.517	304533.1327	208775.6722	232124.9515	201355.427	226695.9107	248063.6266	277506.1874	205702.9188	253254.0954	243439.3189	236709.3328	305384.542	271214.0825	202778.1176	217538.7542	248962.7095	310036.7591	264523.7675	382494.9325	322744.8467	183045.0578	167427.0837	288798.6994	254239.908966667	382494.9325	0.00354693031005433	1002	18.47	106.241	NA	6.618798874	5.75412981	5.854936446	4.582249037	3.446868138	3.088307195	3.928477477	3.229438776	2.930680809	6.534849856	6.116175881	6.163981877	8.07142856	8.143405202	8.124966629	8.439791631	8.685220374	8.549605552	8.271494189	8.353128214	NA	7.881164104	7.859566154	7.990046912	6.46168311726087	8.685220374	0.00525308986576415	0.00525308986576415
Ot12g02640	9087599.269	8998433.752	10184760.21	9635136.69	9501219.698	9745479.914	8074698.511	11315829.48	8319268.205	10097813.42	9144276.287	10447800.39	7132539.548	9760836.127	8691790.753	10717135.73	8793322.824	8868002.317	7629752.713	8131159.365	8055934.575	8781252.119	11595461.58	10228222.49	9373093.307	10012965.23	9143404.469	7403914.482	7639835.114	8578057.984	9169633.21843333	11595461.58	0.796628736605509	553	18.95	58.804	NA	7.81823266	7.654545729	7.741667262	7.936867455	7.697191156	7.717144105	8.084860462	7.69928114	8.011750783	7.953714605	7.489237534	7.607035444	8.099075281	8.21306052	8.201217933	8.049537939	8.030565532	7.940715656	7.644992787	7.650345264	7.631963051	7.630430057	7.495142508	7.437431863	7.80983361358333	8.21306052	1.25754899029013e-06	1.25754899029013e-06
Ot12g02950	142553.3035	170713.9579	174077.2083	132541.2393	192845.6989	147824.3458	176795.9273	193939.189	128042.1656	169268.4436	159035.8874	143948.8743	139611.828	95669.1537	136937.6042	78320.73469	151082.3413	146642.4705	133219.2719	161908.036	145313.7279	177788.8695	175587.7416	210522.482	152769.7996	179311.2329	123670.6782	147591.1341	148144.0006	142399.6502	152602.566593	210522.482	0.778093587452349	404	21.24	46.031	NA	7.495755193	7.361224012	7.381334592	7.719206383	7.878608391	7.822096581	7.980218744	8.239593517	8.1525629495	7.244936223	7.471759638	7.474650897	6.13166326	5.693393628	5.864196739	5.524677008	5.055795023	5.207879414	6.180563618	5.380524162	5.302602226	7.042528075	6.534465446	6.530181115	6.77793403477083	8.239593517	9.38899930268931e-07	9.38899930268931e-07
Ot13g00050	239475.0987	259889.0389	277595.4814	228510.8266	258381.6936	292530.0897	312107.2945	272900.2588	269280.7616	342077.2772	249069.2464	282172.6615	263267.0601	293257.5045	227742.157	284406.743	278534.2464	258552.5215	234541.4897	256327.7963	244725.9558	353034.733	294661.5552	319790.8827	298566.1091	87284.17529	239120.0293	262023.6907	248436.5711	237686.3553	265531.643496333	353034.733	0.784669902996865	268	18.7	28.971	NA	3.773065681	3.877190374	3.801673505	3.641443681	3.791184148	3.685149465	4.738574756	4.463444023	4.518786175	7.181797695	6.92002632	7.000384397	NA	8.379902919	8.473782149	8.75991946	8.800405346	NA	8.174779947	8.803230992	8.823992915	6.633051773	6.951186504	7.069536536	6.28465948913636	8.823992915	0.000223491066017973	0.000223491066017973
Ot13g00400	176087.0735	187143.9708	148453.0998	83773.33144	120706.9726	148886.3081	231403.7465	242189.3271	148781.4637	198118.4189	133424.5145	120487.4435	189020.659	227009.4418	205495.3503	155106.2607	188359.5864	170085.1684	216822.5036	226160.8203	194886.0191	203973.0032	194824.5148	245912.9805	194690.8354	59081.04859	157673.4459	213147.5357	191764.8453	54786.67702	174275.212215	245912.9805	0.305587155439551	1508	18.88	168.27	NA	7.710280557	7.31216814	7.319331815	7.744760588	7.422072441	7.342666564	8.365814518	7.679934033	7.7481762755	7.961881452	7.775114531	7.7419124845	7.343281316	7.189041117	7.181255754	7.425665379	7.198775445	7.128370394	7.233325205	6.765709759	7.112797364	7.087184203	6.963373013	7.016913444	7.40707524133333	8.365814518	6.16759378879187e-07	6.16759378879187e-07
Ot13g00880	69606940.53	82667631.98	97513651.38	87318753.4	87193145.47	79857263.52	72848444.42	96958830.33	83364911.57	93654468.01	78710203.01	88255348.58	63164028.15	80407675.65	86996906.34	88850356.4	74928924.15	73925534.4	56355461.74	85610518.88	83466854.21	81327243.53	85769630.6	83332025.29	74602002.43	91158085.37	92994818.45	71497018.59	72654167.53	70992184.99	81199434.2966667	97513651.38	0.00494497501598201	467	20.1	NA	NA	8.089039053	7.972510186	8.142592764	7.826980697	8.32688897	8.345437559	7.421814031	7.752502248	7.94045622	7.275531417	7.31725586	7.522652354	7.081939992	7.186054802	7.188688212	7.596140441	7.608186815	7.595055349	7.925409343	7.969739681	8.151639363	7.86739917	7.881676405	7.847452198	7.74304346375	8.345437559	1.31054469131201e-06	1.31054469131201e-06
Ot13g02430	7100640.816	6161657.662	7424395.481	7276487.113	8120167.307	7266622.153	6886746.962	7774584.507	6101205.051	7676092.558	7648752.758	8477299.359	6414521.02	6370943.431	6396243.652	8425167.282	8045361.993	7289461.367	6204768.54	6289953.399	6650455.64	7612737.289	10060218.94	7696677.232	7542062.628	7514890.527	6925199.043	6523601.577	7101302.781	7033395.775	7267053.79476667	10060218.94	0.00143925012313325	485	19.47	51.909	NA	8.192640234	8.375028738	8.586418338	7.668904176	8.08390837	8.431107588	7.394073036	6.172549186	7.911828633	4.599041615	NA	5.188263689	4.568466913	4.494004712	4.0295530775	5.304318311	6.866907695	5.168152689	6.852558146	6.582898619	6.351773104	7.793357152	8.117752634	8.591591848	6.75326515232609	8.591591848	6.84995602515127e-07	6.84995602515127e-07
Ot13g02970	25029.93234	25584.78063	32228.0138	36108.8479	45793.13715	27420.70096	39273.09607	37249.80839	30280.90339	32474.13454	31448.55545	30308.77774	28568.35218	42578.95011	23184.82971	45877.33845	33815.75952	38125.37826	24205.48689	31806.73965	28254.79076	23211.42862	46004.75882	27088.30299	30607.01311	55141.51729	25702.81347	32875.93364	28213.23375	39499.52939	33265.4281656667	55141.51729	0.535836972526138	530	18.89	57.225	NA	7.774341714	7.516198265	7.544513752	7.806858043	7.292965753	7.297123458	7.606786934	7.266248169	7.120078904	8.090002177	8.000561182	8.036948458	7.936682035	7.991684779	7.938121235	7.594410978	7.67882257	7.512373234	7.776793491	7.883550946	7.886398752	7.579242817	7.79020107	7.680940674	7.69174372458333	8.090002177	0.0366479982023534	0.0366479982023534
Ot14g00080	64979.11857	95405.38311	61889.59499	74526.66139	79339.70567	65882.95234	78785.36923	88467.99229	61918.89129	85406.30712	61692.75247	79057.9552	61789.0822	121076.8547	64997.66845	74734.97412	61388.20135	58071.3862	64311.24715	76229.22248	89603.25147	79201.8154	69898.19243	96965.32443	73884.34071	88851.17315	79999.77342	59708.18153	67903.29639	69266.12743	75174.426556	121076.8547	0.26975854814995	681	18.93	73.278	NA	7.451539787	7.4084763985	6.572452714	7.616400231	7.536238708	6.900124728	7.227266662	7.622405575	6.690854889	6.822735745	7.251195525	6.593931438	6.769411861	7.169129747	7.614254418	6.729740328	7.084189756	7.544251476	6.73132864	7.145392307	5.993367288	6.756579767	7.054003485	6.61403965	7.0374712968125	7.622405575	0.352718251267766	0.352718251267766
Ot14g00150	110172305.7	98009258.07	121542894.6	107421214.3	114607517.1	104357189.7	101002754.6	114513400.4	99244249.78	109645247.9	104140605.7	129295994.4	96444710.43	113619000.9	103931409.5	114028050	112408685.6	89910101.74	96527426.16	87700634.36	88839639.47	100044246	122534833	120135265.6	101836134.9	107260321	97046470.43	87885921.66	92374086.98	104774517.4	105041802.912667	129295994.4	0.490518624485831	302	18.52	31.866	NA	8.07624118	8.628127356	8.570794607	7.959363146	8.717596112	8.627303008	7.869813848	8.279143467	8.637372649	4.965327271	5.210184348	5.309386133	4.176114016	3.622822489	4.413731103	3.920377892	4.003592985	4.527950941	4.896227124	5.441054161	5.177758442	7.470893724	8.027694832	7.897526639	6.43443322804167	8.717596112	8.28434744442509e-07	8.28434744442509e-07
Ot14g00560	693668.0679	637706.6578	816562.8901	824330.8256	706563.2803	668119.5991	634114.9165	785159.988	752678.0634	833227.3371	666501.6768	897284.7571	666670.3891	695143.6689	793019.1131	733429.9608	844549.4592	706286.0044	872365.0475	797550.3931	685109.1618	909732.9485	1022879.34	1017748.842	659211.2286	602998.6785	840952.9236	816370.1069	710696.2181	685491.349	765870.763093333	1022879.34	0.105292324370014	221	19.5	24.26	NA	7.667066766	7.700082107	7.75967787	8.146303394	8.474198904	8.675507824	8.732053736	8.58454104	8.771249127	8.14821436	7.805885444	7.83743958	7.681779286	7.381918743	7.500527237	7.279662623	6.843583379	7.033108495	6.94621059	6.954736624	6.807152174	7.417677172	7.212766495	7.166136919	7.688644995375	8.771249127	7.54865366447984e-07	7.54865366447984e-07
Ot14g01270	1104996.483	1195459.366	1236350.888	1294040.65	1323251.674	1198676.695	1130868.534	1339132.461	1253508.55	1369969.434	1147782.414	1284127.67	1125652.045	1548443.386	1117475.25	1395723.57	1123878.124	1032338.901	1006960.505	1110233.01	1134080.15	1247896.865	1339897.679	1371130.556	1109738.332	1309816.321	1183205.358	1230875.936	1203346.598	1334675.972	1226784.4459	1548443.386	0.192483394423052	486	19.29	54.072	NA	7.802035022	8.134696474	8.15358256	7.633524326	8.251481139	8.235935681	7.785189747	8.013179935	8.212561157	7.001252179	7.350350684	7.399593832	7.060862078	6.806504411	6.7009756695	7.277727551	7.04566682	7.06524623	7.617428499	7.697918374	7.675426642	7.712197619	7.825259233	7.776459575	7.59312730989583	8.251481139	7.14496786465996e-07	7.14496786465996e-07
Ot14g01520	12755798.72	14084447.23	15309022.29	14394531.06	14155056.36	13107517.32	12517220.25	16671959.93	14523487.79	15671072.04	12362986.48	14756248.13	13702331.19	13941027.32	15033955.75	12932706.16	12881915.92	13495302.67	12049918.23	14542116.72	13260316.8	14147718.49	15188170.27	14844281.55	13156360	17878805.17	16075312.02	12704045.75	12083554.25	15827969.24	14135171.8366667	17878805.17	0.190133267976896	848	20.03	94.705	NA	7.14895861	7.39888604	7.118829754	6.872759883	7.26606854	7.110120839	6.918122921	7.318036535	7.357241948	6.488921376	6.435320637	6.421382824	7.965199061	7.661066113	7.333536587	8.544314794	8.615728084	8.171541533	8.78392635	8.831632793	9.135136921	8.266658279	7.900846113	7.997329196	7.62756523879167	9.135136921	7.31913619701443e-07	7.31913619701443e-07
Ot14g02070	44079.29737	65408.9081	53026.75105	41898.59521	56752.3237	43965.23952	61151.88732	67016.6633	52396.3323	47375.20178	52739.31356	42302.66232	61184.14637	94719.28899	60394.79302	61669.6002	62565.94513	54080.58284	60624.10483	63680.50525	60182.01003	53921.23608	46321.28609	52735.38886	72124.20546	95889.80619	49554.04536	51813.1623	63493.29761	81567.65026	59154.4743466667	95889.80619	0.0860057124686162	474	18.66	50.106	NA	7.677060335	8.0142285275	7.990541441	7.525254776	7.629551268	7.5079445015	7.939218334	7.832620799	7.927885262	7.421004312	7.286114582	7.453855659	6.066394592	5.73887669	5.903747288	6.151636331	5.79805116	5.910006351	6.613454932	6.535790217	6.7550211	7.339158582	7.772812228	7.814196289	7.10851773154167	8.0142285275	0.00084222403432476	0.00084222403432476
Ot14g02930	105703.2755	91816.16107	95400.5162	105255.5426	108233.297	113695.664	110945.7715	62830.00954	110954.3326	100014.8677	100066.758	105521.9917	74844.99269	101292.3742	97016.47961	122122.234	75277.23775	96034.77162	86502.49428	115695.0654	86745.32357	103745.9822	102926.3784	88642.82728	118500.6766	55410.59857	63995.96465	79736.72147	85796.72093	68240.83714	94432.1955923333	122122.234	0.802468657427494	380	18.18	41.544	NA	6.439205983	6.576048962	6.70391633	5.643456724	5.481570274	5.39128996	5.697812572	5.763585429	5.729429048	7.492159218	7.50751423	7.592971646	8.308568299	8.663576247	8.493055584	8.050949554	8.587531704	8.272459615	8.206762115	8.748522972	8.8652857205	7.653153361	7.778357175	7.79183727	7.30995916635417	8.8652857205	9.47311412013339e-05	9.47311412013339e-05
Ot14g02970	222443.7474	158761.6985	191978.8799	289887.1379	183540.2654	271522.3939	255342.6975	246035.1465	296884.3313	236174.4225	222283.4375	170715.3809	180676.8099	28572.74809	289207.7854	46498.82928	164668.2305	260904.6624	181731.7948	245717.1252	268496.4037	343461.2396	52497.20718	381500.7654	276229.8274	203595.8462	309202.3586	229689.3218	229436.0215	155026.3149	219756.094368333	381500.7654	0.526827581253278	390	18.74	41.755	NA	8.389578006	8.313419753	8.278175661	8.853923336	8.509279062	8.322925634	7.822510869	7.173883832	7.396753586	7.341270899	6.830898633	6.266165212	7.516311469	7.764237395	7.776100005	7.622931072	7.624159264	7.571230078	7.87886806	7.682750956	7.63916385	7.654400172	8.08968102	7.748177101	7.752783121875	8.853923336	0.0241155748151401	0.0241155748151401
Ot15g00350	218495.4328	145719.5029	226025.6285	211631.7126	200518.6886	233070.3562	209235.0268	148509.7673	210593.8368	204230.372	229256.7093	176906.5433	228623.8304	160977.9381	201707.2893	248855.5078	212568.3133	209754.3383	139847.4495	155178.4072	163938.1273	211867.2068	256912.1412	220109.7795	156790.1536	195815.7043	170062.5296	163813.3035	209929.0138	208780.7847	197657.513176667	256912.1412	0.0159748030078257	325	20.73	36.505	NA	6.910545876	7.181837392	NA	6.624543456	7.238768282	7.682301425	7.316714472	7.126077635	7.087683788	7.3058554	7.051937483	6.306723414	7.406232596	7.446105725	6.8893650765	7.166774739	6.615824767	6.2485461965	7.058361851	6.872876601	6.1051625005	7.300239158	7.063832825	NA	7.00028684811364	7.682301425	0.36726293628697	0.36726293628697
Ot15g00480	567597.2811	511834.021	435354.9183	436900.3157	654982.0554	599536.4791	574757.6174	716916.0394	493030.8355	720251.5646	533331.6926	596168.9021	523970.6885	505567.3531	517389.0071	372376.6883	486452.5832	493299.2325	460955.9071	561801.4223	484737.2089	698668.1217	568569.1326	665330.9751	604674.9486	248203.5439	497402.0604	593668.9221	486098.8683	206413.0371	527208.047433333	720251.5646	0.46905935000635	1598	17.61	178.287	NA	6.489680713	6.076921144	6.060698222	6.206713333	5.690947147	5.763995865	7.945191688	7.718384004	7.859708271	8.058229177	8.290758496	8.424338952	8.062248905	7.962192782	7.978351459	7.708636017	7.73937156	7.843657695	7.38308326	7.669614653	7.892994611	6.996610421	6.558395881	6.633568765	7.29226220920833	8.424338952	0.00287567854954374	0.00287567854954374
Ot15g00640	9754200.735	10249669.37	13356490.89	10985144.31	10452671.7	9640409.1	10119272.64	12746545.72	11397817.83	11698435.62	10004002.02	11271058.58	7865220.851	10140147.36	11234198.83	10378039.03	8770060.041	8593591.783	7177739.341	11363599.3	10305096.11	11206960.37	9861173.63	10416825.24	9303504.625	11073188.08	10219453.47	8972888.625	9030285.754	8124642.593	10190411.1182667	13356490.89	0.00548241629466914	1051	19.68	116.186	NA	7.433815816	NA	7.4390816975	7.210475023	NA	7.301693379	6.838816047	NA	NA	NA	NA	NA	3.062582073	1.495703985	1.475864466	0.883858001	0.798784448	0.407055093	2.189902466	2.160322839	2.039184595	6.970292521	6.897167857	6.7175012645	4.19541773947059	7.4390816975	0.013644104516702	0.013644104516702
Ot15g01160	556212.2512	675496.3707	725669.8704	645023.8456	585830.7633	566871.7221	659722.8262	732107.8144	807061.5844	650764.2358	647235.8885	720426.6164	568449.3086	798873.6323	684237.0787	796493.6407	611575.2889	650752.9038	535713.1059	753944.4541	676528.7941	691949.5698	623051.3316	673930.4184	621395.5485	742858.8677	618767.281	631856.9126	565000.226	554141.5837	659064.79118	807061.5844	0.0223468202159345	300	19.97	34.262	NA	7.010795248	7.111959813	7.253468388	7.344978822	7.46131546	7.06340697	8.332838517	8.144974498	7.9358730485	7.456317595	7.678529224	7.569207094	5.479909916	5.858139157	5.795170474	4.740200056	4.154413469	4.637918106	5.953774276	4.828274886	4.77440677	6.831906617	6.761731686	6.727257794	6.5377819951875	8.332838517	7.41709996346876e-07	7.41709996346876e-07
Ot15g01350	606900.6085	583369.9059	790207.4938	654757.7798	736197.1245	756615.3038	637104.2267	666804.1253	714250.5204	755900.252	634440.8838	760633.1369	723888.7947	748940.249	750737.3752	804521.7325	733854.4569	803413.9955	557281.9603	680857.1235	590932.5846	831019.2334	751082.8464	839090.5753	639831.0318	240100.0883	703075.8664	693102.4749	594253.9365	614470.9075	686587.88647	839090.5753	0.239393976937326	389	19.39	41.353	NA	7.887371144	7.742782661	7.771819519	7.618854968	7.514305014	7.631858403	6.71522792	7.192004739	6.744756289	8.443681779	7.725024671	7.49362315	8.731698213	8.553660024	8.712697747	8.654522341	8.457191254	8.386958127	8.060796482	7.702908171	7.767176892	8.13517096	7.780465582	7.867903185	7.88718580145833	8.731698213	0.000793013905333304	0.000793013905333304
Ot15g01710	3059490.621	2846290.249	2864903.394	2576080.049	2536444.401	2846747.493	2915272.106	3766920.306	2604611.072	2573396.102	2262663.054	2957675.949	2149981.008	2875885.366	2685278.398	2265066	1744168.411	2213702.991	2324729.824	2841237.61	2767580.037	2424617.332	2170527.039	2134938.052	3099422.833	3459868.684	2967099.153	1764777.759	1546996.646	1629946.862	2562543.96003333	3766920.306	6.86310259160401e-07	710	20.67	75.631	NA	7.654998547	7.937570093	8.143740303	7.70619133	8.10702234	8.376617693	7.607093643	7.909174577	8.350768275	6.502707879	7.141122009	7.313814985	6.985104774	6.91099322	7.065389472	7.104783862	6.996932407	7.243624441	7.466937088	7.699550606	7.520677553	7.584966437	7.660660627	7.706648715	7.52904545316667	8.376617693	7.22560918210453e-07	7.22560918210453e-07
Ot15g01830	211491.4347	213804.7934	283244.4126	183261.8416	212389.6535	192411.2284	225075.9261	263638.9524	188983.4633	207008.0933	170517.7025	222732.7498	243336.0355	317239.783	170915.8523	203798.7988	162251.3504	183227.6412	181818.5089	255704.4906	184136.8111	228438.7409	233553.6419	208519.4985	208557.0377	352028.0296	183890.7709	200170.8313	166987.2381	189250.813	214946.204176667	352028.0296	0.016918358590578	709	20.77	80.45	NA	7.791478759	7.844838016	8.114558074	6.979614953	6.9649312	7.160700013	6.523617574	6.330040681	5.896558575	8.024713458	7.539423802	7.842627252	8.119597321	8.002661861	8.095438496	7.74673801	7.658131441	7.720163957	7.750945001	7.587402824	7.64769056	8.03225427	7.969437851	8.158795794	7.562598322625	8.158795794	0.0069446679036181	0.0069446679036181
Ot15g02680	3218352.284	3521933.719	4393890.361	2961961.338	2656532.681	2580430.774	2976833.376	3321859.286	4086613.37	3527561.32	2365363.681	2785657.159	2091163.728	2977650.722	4521285.527	2963581.728	2670813.092	2119823.516	2339657.213	3085821.506	3367474.934	3252418.181	2773759.104	2703783.219	2564846.058	3484843.228	3560807.028	2743083.319	2166001.793	2051818.118	2994520.7121	4521285.527	6.98195886248249e-07	404	21.07	46.53	NA	7.369337122	7.925582468	7.962559184	7.313862846	8.11513671	8.256919861	7.935315542	8.217711918	8.28322683	5.155208565	6.221756324	6.273071062	4.331821491	4.385785285	4.356170556	3.872999555	3.952905195	4.043910782	4.570521669	5.361381798	4.988041025	6.983657685	7.445890352	7.431848231	6.28144258566667	8.28322683	0.000248893980503131	0.000248893980503131
Ot15g02750	1708345.661	1374343.62	1479962.012	1553435.497	1684398.675	1868321.937	1797939.253	1617144.083	1220788.796	1627000.685	1509552.853	1756668.459	1490679.117	1775378.738	1101139.399	1550473.233	1521233.325	1497444.381	1497826.405	1395562.257	1184701.457	1683795.672	1526105.184	1583910.485	1768502.298	1035504.207	980218.6026	1386501.649	1308354.28	1497947.513	1499439.32445333	1868321.937	0.00109277861488646	332	19.52	38.062	NA	8.048476188	7.860498297	7.847127667	8.243418885	8.303548154	8.180214978	7.847787875	7.796694473	8.008705875	7.736402912	7.632033504	8.06844549	7.533581909	7.361882512	7.328709001	7.749517284	7.695162292	7.518702588	7.683308028	7.583311811	7.696010835	7.512998149	7.417347379	7.354643559	7.750355401875	8.303548154	0.0032351093979924	0.0032351093979924
Ot15g02830	260279.5527	197982.3324	288439.3759	223228.9723	269787.2139	246556.9624	283064.5565	159398.8678	251860.351	282314.4813	245286.4611	269152.3228	244479.865	107117.7734	190011.659	271177.5299	185959.0748	217578.6537	297771.276	197682.84	225659.5052	254920.7217	223714.3245	273002.2869	263761.3372	362861.1338	180490.3894	193771.3577	235829.3183	110513.1467	233788.454776667	362861.1338	0.606920795741498	372	18.84	40.059	NA	7.478250008	7.60167521	8.100684102	7.635854194	8.317603131	8.881698402	8.109841492	8.203393634	9.314960444	7.720035845	7.682539942	8.178457106	7.725470491	7.933088966	7.6157538755	7.84805092	7.598501052	7.3888186	7.617782578	7.737851383	8.362939693	7.64577725	7.407545214	7.562070661	7.90286017472917	9.314960444	0.0535773236049823	0.0535773236049823
Ot15g02840	1007441.713	850879.4257	970999.0213	1007390.368	1028034.582	976513.8822	1074315.76	1325164.112	1029159.31	1048049.522	882879.2746	1146143.267	787264.0125	1223290.013	869943.3692	1084205.294	931165.0001	848453.0412	688847.3233	1043084.686	845995.9705	951682.7126	1055826.205	1095276.45	990496.9152	847579.6653	759634.2786	666791.9719	803115.7357	734087.5274	952457.013643333	1325164.112	0.904966567829445	853	18.26	93.06	NA	6.598932919	5.930278289	5.75277436	6.469407777	6.377958835	6.208644493	6.522011051	6.687440889	6.61150364	6.157141226	6.096741158	6.191376461	6.59761961	6.147162686	6.646007676	8.036062278	8.417150398	8.029450926	8.719673742	8.783280637	9.222232762	8.481790035	7.936640614	8.062428884	7.11182130608333	9.222232762	8.20753706670009e-07	8.20753706670009e-07
Ot15g02870	370699.332	597864.6737	690213.9544	604803.8157	499819.9453	500728.1245	396345.6441	636002.4788	630844.899	541282.6017	499578.4875	452392.2702	379324.2766	667263.5773	621645.8896	713457.4443	475436.8297	489612.9195	363298.1143	530307.507	644570.6449	539613.934	554963.7841	508938.0496	387905.7541	700975.8911	605934.5052	411982.3397	477496.502	475429.4391	532291.120966667	713457.4443	0.000357138903863647	127	20.5	14.436	NA	7.099896692	6.924269837	7.041502546	6.960137685	6.797182864	6.888387516	7.564191048	7.34956661	7.33826134	7.541549254	7.488772717	7.685983182	7.757815055	7.522471313	7.63666356	7.249315666	7.185069851	7.290847723	6.75362804	6.541444154	NA	6.935595893	7.119346971	7.008945616	7.20351500578261	7.757815055	0.00166838919440227	0.00166838919440227
Ot15g02900	5980969.009	5802593.34	7305666.093	6441063.494	7160358.525	5991622.974	5190292.999	5991173.661	5741822.601	7122113.419	5790198.225	6808508.649	6131714.99	6324239.323	6817380.024	6720797.472	6210136.285	6523860.798	6684755.165	7210505.842	5952997.438	6809747.202	6637606.277	6482630.039	6112117.625	8867795.931	7900358.627	6831450.945	5612744.66	6996315.424	6538451.2352	8867795.931	0.333489756403068	157	18.35	16.479	NA	6.517582097	6.448283639	6.37513086	6.277499323	6.14715781	6.283871881	7.363230747	6.885125168	6.645429109	8.177693179	8.100265794	8.019899898	7.991456066	8.386736216	8.042029347	8.185677678	8.365403004	8.094772748	7.736576134	8.140783747	8.275370223	7.171112705	7.220102589	7.23380388	7.42020807675	8.386736216	1.72120993972738e-06	1.72120993972738e-06
Ot16g00040	13961180.19	11049231.89	15698845.96	14909056.21	15876305.55	15810782.5	12773452.56	12618992.99	13175107.69	17744733.52	15785081.72	18260245.79	12006227.89	13361821.46	13082131.92	17820282.28	14877184.31	15142448	10936845.29	10124803.86	11842348.16	15578367.95	19012244.74	17297153.77	13168589.81	11003172.23	13361934.32	12416508.37	12473662.65	12513573.81	14122743.913	19012244.74	6.54208059498793e-07	651	20.1	71.293	NA	7.485310606	7.623255998	8.014479981	7.432363001	7.630121475	7.33082028	7.67513996	7.25480483	6.758897862	8.065548704	7.673048465	7.053434424	8.058552338	7.572841329	7.242182983	7.788542394	7.507125846	7.054756227	7.810858311	7.482297075	7.973503261	7.627287215	7.475620529	7.808868801	7.558319245625	8.065548704	0.401972602430997	0.401972602430997
Ot16g00090	255151.4465	218136.6883	216607.7027	122946.6859	126059.2522	172878.5073	179397.5032	201946.377	139715.1952	190977.2503	183276.1228	182443.7884	254273.5068	201126.0366	172171.1807	134945.4661	212821.0739	271291.9399	231665.8257	176467.3528	135962.8158	246034.6968	186383.1935	229217.1358	217431.1725	40202.38735	161422.3946	214614.1926	181844.7891	146165.1029	186785.892775	271291.9399	0.0773556851800832	240	19.32	25.94	NA	8.141471443	7.947913184	8.139603956	8.36713743	8.165504787	NA	6.184169813	6.808793175	7.1210342235	3.982476491	5.405421906	NA	3.798822164	2.822125909	2.46467232	4.16044759	3.723262558	3.11303188	6.608653958	7.188617343	7.023930585	7.888345727	7.915607175	NA	6.04624017226191	8.36713743	0.001757224900367	0.001757224900367
